reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/47-4500109/2016,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500110/2016,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500074/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500024/2016,35,,CCHM,,,YS-N24/49-4900015/2016,CCHM,27051,,,,,,,,A,N,,saheli
YS-N24/47-4500022/2016,35,,CDTP(LAT),,,YS-N24/48-4800567/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4500192/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500023/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500046/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500042/2016,35,,CFAS(LAT),,,YS-N24/48-4800568/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/47-4300614/2016,35,,CFAS(LAT),,,YS-N24/48-4800566/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/47-3900631/2016,35,,CFAS(L),,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500084/2016,35,,CFAS(LAT),,,YS-N24/48-4800583/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/47-4500082/2016,35,,CFAS(LAT),,,YS-N24/48-4800582/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/47-4500009/2016,35,,ADITA,,,YS-N24/49-4500009/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/47-4500055/2016,35,,ADITA,,,YS-N24/49-4500055/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/47-4500137/2016,35,,ADITA,,,YS-N24/49-4500137/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/47-4500175/2016,35,,CDTP(LAT),,,YS-N24/48-4800577/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4500117/2016,35,,ADITA,,,YS-N24/49-4500117/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500116/2016,35,,ADITA,,,YS-N24/49-4500116/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/47-4500157/2016,35,,ADITA,,,YS-N24/49-4500157/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500154/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500115/2016,35,,ADITA,,,YS-N24/49-4500115/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500114/2016,35,,ADITA,,,YS-N24/49-4500114/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500233/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500193/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500167/2016,33,,ADFAS,,,YS-N24/49-4500167/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500102/2016,32,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500096/2016,33,,ADFAS,,,YS-N24/49-4500096/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500112/2016,33,,ADFAS,,,YS-N24/49-4500112/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500169/2016,33,,ADFAS,,,YS-N24/49-4500169/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500121/2016,33,,ADFAS,,,YS-N24/49-4500121/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500131/2016,33,,ADFAS,,,YS-N24/49-4500131/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500049/2016,33,,ADFAS,,,YS-N24/49-4500049/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500206/2016,33,,ADFAS,,,YS-N24/49-4500206/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500211/2016,33,,ADFAS,,,YS-N24/49-4500211/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500017/2016,33,,ADFAS,,,YS-N24/49-4500017/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500016/2016,33,,ADFAS,,,YS-N24/49-4500016/2016,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500061/2016,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500020/2016,33,,ADFAS,,,YS-N24/49-4500020/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500134/2016,33,,ADFAS,,,YS-N24/49-4500134/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500054/2016,33,,ADFAS,,,YS-N24/49-4500054/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500215/2016,37,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300278/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300260/2016,45,,CDTP(L),,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300300/2016,45,,CDTP(LAT),,,YS-N24/48-4800573/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4300522/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300511/2016,45,,CFAS(LAT),,,YS-N24/48-4800586/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/47-4500045/2016,35,,CFAS(LAT),,,YS-N24/48-4800570/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/47-4500031/2016,35,,CFAS(LAT),,,YS-N24/48-4800590/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/47-4500007/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500029/2016,35,,ADITA,,,YS-N24/49-4500029/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/47-4300613/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300624/2016,45,,CFAS(LAT),,,YS-N24/48-4800587/2016,CFAS(LAT),23003,,,,,,,,A,N,,saheli
YS-N24/47-4500247/2016,33,,ADFAS,,,YS-N24/49-4500247/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500254/2016,33,,ADFAS,,,YS-N24/49-4500254/2016,ADFAS,43051,,,,,,,,A,N,,saheli
YS-N24/47-4500190/2016,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300220/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300408/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500050/2016,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300016/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300020/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-3200232/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500085/2016,35,,CFAS(L),,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500058/2016,35,,CFAS(LAT),,,YS-N24/48-4800564/2016,CFAS(LAT),23001,,,,,,,,A,N,,saheli
YS-N24/47-4500090/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4400443/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500069/2016,35,,ADITA,,,YS-N24/49-4500069/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500080/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500094/2016,35,,ADITA,,,YS-N24/49-4500094/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500093/2016,35,,ADITA,,,YS-N24/49-4500093/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500095/2016,35,,ADITA,,,YS-N24/49-4500095/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500070/2016,35,,ADITA,,,YS-N24/49-4500070/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500199/2016,35,,ADITA,,,YS-N24/49-4500199/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500067/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500198/2016,35,,ADITA,,,YS-N24/49-4500198/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/47-4500068/2016,35,,ADITA,,,YS-N24/49-4500068/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500073/2016,35,,ADITA,,,YS-N24/49-4500073/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500005/2016,37,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300319/2016,45,,CDTP(LAT),,,YS-N24/48-4800574/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4300567/2016,45,,CDTP(LAT),,,YS-N24/48-4800576/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4300577/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300583/2016,45,,CDTP(LAT),,,YS-N24/48-4800575/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4300585/2016,45,,CDTP(LAT),,,YS-N24/48-4800588/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4500107/2016,35,,ADITA,,,YS-N24/49-4500107/2016,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/47-4500062/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500173/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500143/2016,35,,ADITA,,,YS-N24/49-4500143/2016,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/47-4500178/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500179/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500180/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300401/2016,45,,CDTP(LAT),,,YS-N24/48-4800584/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4300531/2016,45,,CDTP(LAT),,,YS-N24/48-4800585/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
YS-N24/47-4100221/2016,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300164/2016,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300099/2016,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300367/2016,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4500002/2016,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/47-4300228/2016,45,,CDTP(LAT),,,YS-N24/48-4800563/2016,CDTP(LAT),22001,,,,,,,,A,N,,saheli
YS-N24/47-4300246/2016,45,,CDTP(LAT),,,YS-N24/48-4800581/2016,CDTP(LAT),22002,,,,,,,,A,N,,saheli
