rollno,reg_no,time,date,lab,batch,batch1,term,session,ses_half,Centre,USER,Remarks
0.0,YS-N24/47-4700063/2016,10.00,22/03/2016,1,21051,CCAD,M,47,A,,saheli,
0.0,YS-N24/47-4700065/2016,10.00,22/03/2016,1,21051,CCAD,M,47,A,,saheli,
0.0,YS-N24/47-4700072/2016,10.00,22/03/2016,1,21051,CCAD,M,47,A,,saheli,
0.0,YS-N24/47-4700073/2016,10.00,22/03/2016,1,21051,CCAD,M,47,A,,saheli,
0.0,YS-N24/47-4700101/2016,10.00,22/03/2016,1,21051,CCAD,M,47,A,,saheli,
0.0,YS-N24/47-4700112/2016,10.00,22/03/2016,1,21051,CCAD,M,47,A,,saheli,
0.0,YS-N24/47-4700116/2016,10.00,22/03/2016,1,21051,CCAD,M,47,A,,saheli,
0.0,YS-N24/47-4700156/2016,10.00,22/03/2016,1,21051,CCAD,M,47,A,,saheli,
0.0,YS-N24/47-4700008/2016,10.00,22/03/2016,1,22051,CDTP,M,47,A,,saheli,
0.0,YS-N24/47-4700062/2016,10.00,22/03/2016,1,22051,CDTP,M,47,A,,saheli,
0.0,YS-N24/47-4700126/2016,10.00,22/03/2016,1,22051,CDTP,M,47,A,,saheli,
0.0,YS-N24/47-4700005/2016,10.00,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700006/2016,10.00,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700024/2016,10.00,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700028/2016,10.00,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700030/2016,10.00,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700034/2016,10.45,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700049/2016,10.45,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700071/2016,10.45,22/03/2016,1,23051,DFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700104/2016,10.45,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700119/2016,10.45,22/03/2016,1,23051,CFAS,M,47,A,,saheli,
0.0,YS-N24/47-4700001/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700002/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700003/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700011/2016,10.45,22/03/2016,1,25051,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700032/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700036/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700037/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700039/2016,10.45,22/03/2016,1,25051,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700056/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700070/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700080/2016,10.45,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700082/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700083/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700084/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700085/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700086/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700088/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700090/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700097/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700100/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700107/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700128/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700129/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700141/2016,11.30,22/03/2016,1,25051,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700010/2016,11.30,22/03/2016,1,25052,ADITA,M,47,A,,saheli,
0.0,YS-N24/47-4700013/2016,11.30,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700014/2016,11.30,22/03/2016,1,25052,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700015/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700017/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700029/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700038/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700046/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700047/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700050/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700054/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700057/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700060/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700066/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700074/2016,12.15,22/03/2016,1,25052,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700076/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700077/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700087/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700092/2016,12.15,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700093/2016,13.00,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700096/2016,13.00,22/03/2016,1,25052,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700105/2016,13.00,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700106/2016,13.00,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700110/2016,13.00,22/03/2016,1,25052,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700004/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700007/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700009/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700016/2016,13.00,22/03/2016,1,25053,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700019/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700020/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700021/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700023/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700026/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700027/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700041/2016,13.00,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700051/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700053/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700055/2016,13.45,22/03/2016,1,25053,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700064/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700069/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700075/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700078/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700079/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700089/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700098/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700099/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700102/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700103/2016,13.45,22/03/2016,1,25053,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700109/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700113/2016,13.45,22/03/2016,1,25053,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700018/2016,13.45,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700033/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700035/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700040/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700043/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700044/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700045/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700048/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700052/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700067/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700068/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700081/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700091/2016,14.30,22/03/2016,1,25054,ADITA,M,47,A,,saheli,
0.0,YS-N24/47-4700094/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700095/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700114/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700115/2016,14.30,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700118/2016,15.15,22/03/2016,1,25054,DITA,M,47,A,,saheli,
0.0,YS-N24/47-4700120/2016,15.15,22/03/2016,1,25054,ADITA,M,47,A,,saheli,
0.0,YS-N24/47-4700121/2016,15.15,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700122/2016,15.15,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700125/2016,15.15,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700127/2016,15.15,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700130/2016,15.15,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700501/2016,15.15,22/03/2016,1,25054,CITA,M,47,A,,saheli,
0.0,YS-N24/47-4700012/2016,15.15,22/03/2016,1,27051,CCHM,M,47,A,,saheli,
0.0,YS-N24/47-4700025/2016,15.15,22/03/2016,1,27051,CCHM,M,47,A,,saheli,
0.0,YS-N24/47-4700042/2016,15.15,22/03/2016,1,27051,CCHM,M,47,A,,saheli,
0.0,YS-N24/47-4700061/2016,15.15,22/03/2016,1,27051,CCHM,M,47,A,,saheli,
0.0,YS-N24/47-4700111/2016,15.15,22/03/2016,1,27051,DCHM,M,47,A,,saheli,
0.0,YS-N24/47-4700117/2016,15.15,22/03/2016,1,27051,DCHM,M,47,A,,saheli,
0.0,YS-N24/47-4700148/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700152/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700153/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700154/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700155/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700158/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700162/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700163/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700168/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700170/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700174/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700177/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700196/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700206/2016,08.00,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700213/2016,08.45,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700224/2016,08.45,12/04/2016,1,25081,CITA,M,47,B,,cic,
0.0,YS-N24/47-4700225/2016,08.45,12/04/2016,1,25081,CITA,M,47,B,,cic,
