recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,01/04/2023,16:22,500.0,500.0,0.0,,,,,A,YS-N24/74-7200038/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,2.0,01/04/2023,17:50,500.0,500.0,0.0,,,,,A,YS-N24/74-7000200/2023,A,CASH,,,,,,N24,74,A,,suity,,0
,,3.0,01/04/2023,18:00,500.0,500.0,0.0,,,,,A,YS-N24/74-7000314/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,4.0,03/04/2023,16:10,500.0,500.0,0.0,,,,,A,YS-N24/74-7000223/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,5.0,05/04/2023,15:20,500.0,500.0,0.0,,,,,A,YS-N24/74-7000181/2023,A,CASH,,,,,,N24,74,A,,saheli,,0
,,6.0,05/04/2023,15:59,500.0,500.0,0.0,,,,,A,YS-N24/74-7000163/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,7.0,05/04/2023,16:01,500.0,500.0,0.0,,,,,A,YS-N24/74-7000090/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,8.0,05/04/2023,16:04,500.0,500.0,0.0,,,,,A,YS-N24/74-7200053/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,9.0,05/04/2023,16:05,500.0,500.0,0.0,,,,,A,YS-N24/74-7200052/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,10.0,05/04/2023,16:06,500.0,500.0,0.0,,,,,A,YS-N24/74-7200014/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,11.0,05/04/2023,16:12,500.0,500.0,0.0,,,,,A,YS-N24/74-7200031/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,12.0,06/04/2023,09:35,500.0,500.0,0.0,,,,,A,YS-N24/74-7000122/2023,A,CASH,,,,,,N24,74,A,,RAKHI DAS,,0
,,13.0,06/04/2023,09:39,500.0,500.0,0.0,,,,,A,YS-N24/74-7000048/2023,A,CASH,,,,,,N24,74,A,,RAKHI DAS,,0
,,14.0,06/04/2023,09:43,500.0,500.0,0.0,,,,,A,YS-N24/74-7000081/2023,A,CASH,,,,,,N24,74,A,,RAKHI DAS,,0
,,15.0,06/04/2023,11:52,500.0,500.0,0.0,,,,,A,YS-N24/74-7000116/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,16.0,06/04/2023,13:45,500.0,500.0,0.0,,,,,A,YS-N24/74-7000288/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,17.0,06/04/2023,18:26,500.0,500.0,0.0,,,,,A,YS-N24/74-7200091/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,18.0,06/04/2023,19:18,500.0,500.0,0.0,,,,,A,YS-N24/74-7200036/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,19.0,06/04/2023,19:20,500.0,500.0,0.0,,,,,A,YS-N24/74-7200020/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,20.0,06/04/2023,19:21,500.0,500.0,0.0,,,,,A,YS-N24/74-7200033/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,21.0,07/04/2023,10:08,500.0,500.0,0.0,,,,,A,YS-N24/74-7200006/2023,A,CASH,,,,,,N24,74,A,,saheli,,0
,,22.0,07/04/2023,10:13,500.0,500.0,0.0,,,,,A,YS-N24/74-7200032/2023,A,CASH,,,,,,N24,74,A,,saheli,,0
,,23.0,07/04/2023,11:49,500.0,500.0,0.0,,,,,A,YS-N24/74-7200008/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,24.0,07/04/2023,11:51,500.0,500.0,0.0,,,,,A,YS-N24/74-7200076/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,25.0,07/04/2023,19:29,500.0,500.0,0.0,,,,,A,YS-N24/74-7000009/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,26.0,07/04/2023,19:30,500.0,500.0,0.0,,,,,A,YS-N24/74-7000008/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,27.0,08/04/2023,10:04,500.0,500.0,0.0,,,,,A,YS-N24/74-7000108/2023,A,CASH,,,,,,N24,74,A,,RAKHI DAS,,0
,,28.0,08/04/2023,10:06,500.0,500.0,0.0,,,,,A,YS-N24/74-7000172/2023,A,CASH,,,,,,N24,74,A,,RAKHI DAS,,0
,,29.0,08/04/2023,10:16,500.0,500.0,0.0,,,,,A,YS-N24/74-7000123/2023,A,CASH,,,,,,N24,74,A,,RAKHI DAS,,0
,,30.0,08/04/2023,11:33,500.0,500.0,0.0,,,,,A,YS-N24/74-7000029/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,31.0,08/04/2023,14:03,500.0,500.0,0.0,,,,,A,YS-N24/74-7200055/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,32.0,08/04/2023,14:04,500.0,500.0,0.0,,,,,A,YS-N24/74-7200054/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,33.0,08/04/2023,14:05,500.0,500.0,0.0,,,,,A,YS-N24/74-7200035/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,34.0,08/04/2023,14:06,500.0,500.0,0.0,,,,,A,YS-N24/74-7200067/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,35.0,08/04/2023,14:24,500.0,500.0,0.0,,,,,A,YS-N24/74-7200030/2023,A,CASH,,,,,,N24,74,A,,deba,,0
,,36.0,08/04/2023,14:29,500.0,500.0,0.0,,,,,A,YS-N24/74-7200013/2023,A,CASH,,,,,,N24,74,A,,saheli,,0
,,37.0,08/04/2023,14:30,500.0,500.0,0.0,,,,,A,YS-N24/74-7200012/2023,A,CASH,,,,,,N24,74,A,,saheli,,0
,,38.0,08/04/2023,14:30,500.0,500.0,0.0,,,,,A,YS-N24/74-7200011/2023,A,CASH,,,,,,N24,74,A,,saheli,,0
,,39.0,08/04/2023,15:26,500.0,500.0,0.0,,,,,A,YS-N24/74-7200042/2023,A,CASH,,,,,,N24,74,A,,saheli,,0
,,40.0,08/04/2023,16:05,500.0,500.0,0.0,,,,,A,YS-N24/74-7000173/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,41.0,08/04/2023,16:18,500.0,500.0,0.0,,,,,A,YS-N24/74-7200079/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,42.0,08/04/2023,16:19,500.0,500.0,0.0,,,,,A,YS-N24/74-7200048/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,43.0,08/04/2023,16:20,500.0,500.0,0.0,,,,,A,YS-N24/74-7200024/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,44.0,10/04/2023,10:38,500.0,500.0,0.0,,,,,A,YS-N24/74-7000256/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,45.0,10/04/2023,11:28,500.0,500.0,0.0,,,,,A,YS-N24/74-7200004/2023,A,CASH,,,,,,N24,74,A,,cic,,0
,,46.0,10/04/2023,12:26,500.0,500.0,0.0,,,,,A,YS-N24/74-6900306/2023,A,CASH,,,,,,N24,74,A,,saheli,,0
