reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/41-3900192/2014,05/05/2014,1.0,12/06/2014,06/06/2014,361.0,10/07/2014,09/07/2014,872.0,11/08/2014,01/08/2014,1155.0,10/09/2014,09/09/2014,1729.0,10/10/2014,10/10/2014,2100.0,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
YS-N24/41-3900116/2014,05/05/2014,2.0,12/06/2014,13/06/2014,506.0,10/07/2014,11/07/2014,961.0,11/08/2014,,,10/09/2014,,,10/10/2014,,,,,,,,,,,,41,A,N24,3000.0,500.0,saheli
YS-N24/41-3900136/2014,05/05/2014,3.0,12/06/2014,10/06/2014,447.0,10/07/2014,11/07/2014,960.0,11/08/2014,08/08/2014,1319.0,10/09/2014,09/09/2014,1736.0,10/10/2014,14/10/2014,2213.0,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
YS-N24/41-3900163/2014,05/05/2014,4.0,12/06/2014,10/06/2014,454.0,10/07/2014,04/07/2014,720.0,11/08/2014,05/08/2014,1203.0,10/09/2014,05/09/2014,1623.0,10/10/2014,10/10/2014,2102.0,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
YS-N24/41-3900103/2014,05/05/2014,5.0,12/06/2014,06/06/2014,367.0,10/07/2014,08/07/2014,829.0,11/08/2014,05/08/2014,1200.0,10/09/2014,09/09/2014,1730.0,10/10/2014,17/10/2014,2265.0,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
YS-N24/41-3900070/2014,05/05/2014,6.0,12/06/2014,13/06/2014,515.0,10/07/2014,22/08/2014,1540.0,11/08/2014,22/08/2014,1540.0,10/09/2014,,,10/10/2014,,,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
YS-N24/41-3900126/2014,05/05/2014,7.0,12/06/2014,17/06/2014,551.0,10/07/2014,08/07/2014,847.0,11/08/2014,22/08/2014,1538.0,10/09/2014,23/09/2014,1959.0,10/10/2014,10/10/2014,2138.0,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
YS-N24/41-3900138/2014,05/05/2014,8.0,12/06/2014,06/06/2014,370.0,10/07/2014,04/07/2014,746.0,11/08/2014,05/08/2014,1216.0,10/09/2014,09/09/2014,1764.0,10/10/2014,10/10/2014,2139.0,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
YS-N24/41-3900082/2014,05/05/2014,9.0,12/06/2014,21/06/2014,589.0,10/07/2014,22/07/2014,1093.0,11/08/2014,12/08/2014,1440.0,10/09/2014,26/09/2014,1974.0,10/10/2014,10/10/2014,2137.0,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
YS-N24/41-3900143/2014,05/05/2014,10.0,12/06/2014,06/06/2014,372.0,10/07/2014,11/07/2014,967.0,11/08/2014,05/08/2014,1209.0,10/09/2014,05/09/2014,1638.0,10/10/2014,10/10/2014,2133.0,,,,,,,,,,41,A,N24,3000.0,500.0,PROMITA
