reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/41-3900192/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900116/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900136/2014,35,,CDTP(LAT),,,YS-N24/42-4200172/2014,CDTP(LAT),22001,,,,,,,,A,N,,saheli
YS-N24/41-3900109/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900163/2014,35,,CDTP(LAT),,,YS-N24/42-4200173/2014,CDTP(LAT),22001,,,,,,,,A,N,,saheli
YS-N24/41-3900103/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900070/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900126/2014,35,,ADITA,,,YS-N24/43-3900126/2015,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/41-3900138/2014,35,,ADITA,,,YS-N24/43-3900138/2015,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/41-3900082/2014,35,,ADITA,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900143/2014,35,,ADITA,,,YS-N24/43-3900143/2015,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/41-3900119/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900115/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900170/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900074/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900056/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900090/2014,35,,ADITA,,,YS-N24/43-3900090/2015,ADITA,45052,,,,,,,,A,N,,saheli
YS-N24/41-3900108/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900039/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900034/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900123/2014,33,,ADFAS,,,YS-N24/43-3900123/2015,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/41-3900124/2014,33,,ADFAS,,,YS-N24/43-3900124/2015,ADFAS,43051,,,,,,,,A,N,,PROMITA
YS-N24/41-3900002/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900111/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900007/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900058/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900050/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900102/2014,35,,CDTP(LAT),,,YS-N24/42-4200174/2014,CDTP(LAT),22001,,,,,,,,A,N,,saheli
YS-N24/41-3900139/2014,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900049/2014,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900135/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900004/2014,35,,ADITA,,,YS-N24/43-3900004/2015,ADITA,45052,,,,,,,,A,N,,saheli
YS-N24/41-3700209/2014,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3700214/2014,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900001/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900048/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-4100001/2014,25,,DITA,,,YS-N24/43-4100001/2015,DITA,35053,,,,,,,,A,N,,saheli
YS-N24/41-3900072/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900120/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900171/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900172/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900183/2014,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900055/2014,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900054/2014,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900145/2014,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900160/2014,33,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900389/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-4100002/2014,25,,DITA,,,YS-N24/43-4100002/2015,DITA,35053,,,,,,,,A,N,,saheli
YS-N24/41-3900003/2014,35,,ADITA,,,YS-N24/43-3900003/2015,ADITA,45052,,,,,,,,A,N,,saheli
YS-N24/41-4100003/2014,25,,DITA,,,YS-N24/43-4100003/2015,DITA,35055,,,,,,,,A,N,,PROMITA
YS-N24/41-4100004/2014,25,,DITA,,,YS-N24/43-4100004/2015,DITA,35051,,,,,,,,A,Y,,PROMITA
YS-N24/41-3700291/2014,43,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900133/2014,35,,CFAS(LAT),,,YS-N24/42-4200175/2014,CFAS(LAT),23001,,,,,,,,A,N,,saheli
YS-N24/41-3900121/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-3900485/2014,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/41-4100005/2014,25,,CDTP(LAT),,,YS-N24/44-4400488/2015,CDTP(LAT),22001,,,,,,,,A,N,,saheli
YS-N24/41-4100006/2014,25,,DITA,,,,,,,,,,,,,A,Y,,saheli
YS-N24/41-3900222/2014,35,,ADITA,,,YS-N24/43-3900222/2015,ADITA,45051,,,,,,,,A,N,,saheli
YS-N24/41-3900028/2014,35,,,,,,,,,,,,,,,A,N,,saheli
