reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/8-800001/2003,03/01/2003,1.0,10/02/2003,04/02/2003,690.0,10/03/2003,06/03/2003,1412.0,10/04/2003,03/04/2003,1902.0,10/05/2003,03/05/2003,2526.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800002/2003,03/01/2003,2.0,10/02/2003,07/02/2003,807.0,10/03/2003,05/03/2003,1354.0,10/04/2003,04/04/2003,1919.0,10/05/2003,05/05/2003,2570.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800003/2003,03/01/2003,3.0,10/02/2003,21/02/2003,1211.0,10/03/2003,07/03/2003,1480.0,10/04/2003,04/04/2003,1918.0,10/05/2003,05/05/2003,2569.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800004/2003,03/01/2003,4.0,10/02/2003,07/02/2003,806.0,10/03/2003,05/03/2003,1349.0,10/04/2003,04/04/2003,1915.0,10/05/2003,05/05/2003,2568.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800005/2003,03/01/2003,5.0,10/02/2003,07/02/2003,790.0,10/03/2003,10/03/2003,1671.0,10/04/2003,10/04/2003,2309.0,10/05/2003,09/05/2003,2812.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800006/2003,03/01/2003,6.0,10/02/2003,04/02/2003,689.0,10/03/2003,04/03/2003,1292.0,10/04/2003,03/04/2003,1901.0,10/05/2003,03/05/2003,2528.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800007/2003,03/01/2003,7.0,10/02/2003,11/02/2003,1057.0,10/03/2003,08/03/2003,1599.0,10/04/2003,15/04/2003,2398.0,10/05/2003,06/05/2003,2627.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800008/2003,03/01/2003,8.0,10/02/2003,04/02/2003,693.0,10/03/2003,08/03/2003,1600.0,10/04/2003,05/04/2003,1986.0,10/05/2003,10/05/2003,2899.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800009/2003,03/01/2003,9.0,10/02/2003,04/02/2003,692.0,10/03/2003,13/03/2003,1792.0,10/04/2003,10/04/2003,2307.0,10/05/2003,13/05/2003,2975.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
YS-N24/8-800010/2003,03/01/2003,10.0,10/02/2003,13/02/2003,1142.0,10/03/2003,13/03/2003,1793.0,10/04/2003,12/04/2003,2382.0,10/05/2003,13/05/2003,2976.0,10/06/2003,,0.0,,,0.0,,,0.0,,,0.0,8,A,N24,2400.0,0.0,UNKNOWN
