reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/56-5400013/2018,33,,ADFAS,,,YS-N24/58-5400013/2018,ADFAS,43001,,,,,,,,A,Y,,saheli
YS-N24/56-5400051/2018,33,,ADFAS,,,YS-N24/58-5400051/2018,ADFAS,43001,,,,,,,,A,Y,,saheli
YS-N24/56-5200354/2018,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200104/2018,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200368/2018,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200182/2018,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200015/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200068/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200047/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200366/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5400012/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/56-5400023/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/56-5200365/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200074/2018,45,,CDTP(LAT),,,YS-N24/57-5700138/2018,CDTP(LAT),22051,,,,,,,,A,N,,cic
YS-N24/56-5200119/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200120/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200071/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5400067/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/56-5200115/2018,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5400059/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/56-5200087/2018,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200105/2018,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200191/2018,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5400022/2018,33,,ADFAS,,,YS-N24/58-5400022/2018,ADFAS,43001,,,,,,,,A,Y,,saheli
YS-N24/56-5400096/2018,33,,ADFAS,,,YS-N24/58-5400096/2018,ADFAS,43001,,,,,,,,A,Y,,saheli
YS-N24/56-5400097/2018,33,,ADFAS,,,YS-N24/58-5400097/2018,ADFAS,43001,,,,,,,,A,Y,,saheli
YS-N24/56-5400047/2018,33,,ADFAS,,,YS-N24/58-5400047/2018,ADFAS,43001,,,,,,,,A,Y,,PROMITA
YS-N24/56-5400021/2018,33,,ADFAS,,,YS-N24/58-5400021/2018,ADFAS,43001,,,,,,,,A,Y,,PROMITA
YS-N24/56-5400037/2018,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/56-5200251/2018,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/56-5200183/2018,43,,,,,,,,,,,,,,,A,N,,cic
