reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/79-7700304/2024,05/07/2024,1.0,10/08/2024,30/09/2024,552.0,10/09/2024,30/09/2024,552.0,10/10/2024,28/02/2025,1276.0,10/11/2024,28/02/2025,1276.0,10/12/2024,28/02/2025,1276.0,,,,,,,,,,79,A,N24,3000.0,500.0,cic
YS-N24/79-7700273/2024,05/07/2024,2.0,10/08/2024,10/08/2024,234.0,10/09/2024,07/09/2024,390.0,10/10/2024,04/10/2024,571.0,10/11/2024,15/11/2024,935.0,10/12/2024,28/12/2024,1205.0,,,,,,,,,,79,A,N24,3000.0,500.0,toyeba
YS-N24/79-7700098/2024,05/07/2024,3.0,10/08/2024,10/08/2024,222.0,10/09/2024,12/09/2024,479.0,10/10/2024,23/10/2024,729.0,10/11/2024,16/11/2024,943.0,10/12/2024,02/01/2025,1213.0,,,,,,,,,,79,A,N24,3000.0,500.0,toyeba
YS-N24/79-7700233/2024,05/07/2024,4.0,10/08/2024,03/08/2024,137.0,10/09/2024,07/09/2024,381.0,10/10/2024,04/10/2024,573.0,10/11/2024,08/11/2024,821.0,10/12/2024,06/12/2024,1033.0,,,,,,,,,,79,A,N24,3000.0,500.0,saheli
YS-N24/79-7700008/2024,05/07/2024,5.0,10/08/2024,06/08/2024,153.0,10/09/2024,06/09/2024,370.0,10/10/2024,08/10/2024,643.0,10/11/2024,05/11/2024,779.0,10/12/2024,06/12/2024,1035.0,,,,,,,,,,79,A,N24,3000.0,500.0,saheli
YS-N24/79-7700102/2024,05/07/2024,6.0,10/08/2024,06/08/2024,154.0,10/09/2024,10/09/2024,436.0,10/10/2024,12/11/2024,899.0,10/11/2024,12/11/2024,899.0,10/12/2024,06/12/2024,1036.0,,,,,,,,,,79,A,N24,3000.0,500.0,saheli
YS-N24/79-7700204/2024,05/07/2024,7.0,10/08/2024,13/08/2024,247.0,10/09/2024,10/09/2024,435.0,10/10/2024,08/10/2024,641.0,10/11/2024,08/11/2024,825.0,10/12/2024,13/12/2024,1145.0,,,,,,,,,,79,A,N24,3000.0,500.0,saheli
YS-N24/79-7700283/2024,05/07/2024,8.0,10/08/2024,02/08/2024,136.0,10/09/2024,03/09/2024,344.0,10/10/2024,,,10/11/2024,,,10/12/2024,,,,,,,,,,,,79,A,N24,3000.0,500.0,saheli
YS-N24/79-7500031/2024,05/07/2024,9.0,10/08/2024,06/08/2024,158.0,10/09/2024,07/09/2024,398.0,10/10/2024,04/10/2024,585.0,10/11/2024,05/11/2024,786.0,10/12/2024,06/12/2024,1048.0,,,,,,,,,,79,A,N24,3000.0,500.0,LNG
YS-N24/79-7700138/2024,06/07/2024,10.0,10/08/2024,10/08/2024,221.0,10/09/2024,07/09/2024,383.0,10/10/2024,04/10/2024,583.0,10/11/2024,05/11/2024,780.0,10/12/2024,06/12/2024,1034.0,,,,,,,,,,79,A,N24,3000.0,500.0,saheli
