reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/63-5900257/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900041/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900008/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900478/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900120/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900121/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900028/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900031/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100093/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100090/2020,35,,ADITA,,,YS-N24/66-6100090/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-6100052/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100050/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100051/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100030/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100118/2020,35,,ADITA,,,YS-N24/66-6100118/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-6100117/2020,35,,ADITA,,,YS-N24/66-6100117/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-6100064/2020,35,,ADITA,,,YS-N24/66-6100064/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-6100034/2020,35,,ADITA,,,YS-N24/66-6100034/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-5900493/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900044/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900540/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900534/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900003/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900531/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900033/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100139/2020,33,,ADFAS,,,YS-N24/66-6100139/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100044/2020,33,,ADFAS,,,YS-N24/66-6100044/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100075/2020,33,,ADFAS,,,YS-N24/66-6100075/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100014/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100109/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100108/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100107/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100054/2020,33,,ADFAS,,,YS-N24/66-6100054/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100056/2020,33,,ADFAS,,,YS-N24/66-6100056/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100106/2020,33,,ADFAS,,,YS-N24/66-6100106/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100048/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-3100280/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100142/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100134/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100135/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900074/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100070/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100035/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100023/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100145/2020,33,,ADFAS,,,YS-N24/66-6100145/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100086/2020,35,,ADITA,,,YS-N24/66-6100086/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-5900018/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100113/2020,33,,ADFAS,,,YS-N24/66-6100113/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100100/2020,33,,ADFAS,,,YS-N24/66-6100100/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100161/2020,33,,ADFAS,,,YS-N24/66-6100161/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100039/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100101/2020,33,,ADFAS,,,YS-N24/66-6100101/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-5900019/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900489/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900099/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900002/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100082/2020,35,,ADITA,,,YS-N24/66-6100082/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-6100010/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100009/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100012/2020,32,,ADDTP,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100088/2020,33,,ADFAS,,,YS-N24/66-6100088/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-6100133/2020,32,,ADDTP,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-2700072/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900009/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100146/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100036/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900032/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100155/2020,35,,ADITA,,,YS-N24/66-6100155/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-6100015/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100089/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900020/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100128/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100124/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900073/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100121/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100147/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100027/2020,33,,ADFAS,,,YS-N24/66-6100027/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-5900416/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900291/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900243/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100026/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900400/2020,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100077/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900251/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100024/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100063/2020,32,,ADDTP,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100099/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900228/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900026/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900411/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100042/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-3600629/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900476/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6300001/2020,25,,CFAS(LAT),,,YS-N24/67-6700200/2021,CFAS(LAT),23051,,,,,,,,A,Y,,saikat dey
YS-N24/63-6100021/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100025/2020,33,,ADFAS,,,YS-N24/66-6100025/2021,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/63-5900098/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100060/2020,35,,ADITA,,,YS-N24/66-6100060/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-6100066/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100057/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100001/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900390/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900492/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100166/2020,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900394/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100081/2020,35,,ADITA,,,YS-N24/66-6100081/2021,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/63-6300002/2020,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900105/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6300003/2020,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6100110/2020,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900488/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6100029/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900500/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-6300004/2020,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-6300005/2020,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/63-5900336/2020,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/63-5900103/2020,45,,,,,,,,,,,,,,,A,N,,cic
