reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/61-5900531/2019,13/04/2019,1.0,10/05/2019,10/05/2019,137.0,11/06/2019,17/06/2019,619.0,10/07/2019,11/07/2019,892.0,10/08/2019,08/08/2019,1285.0,11/09/2019,12/09/2019,1675.0,,,,,,,,,,61,A,N24,3000.0,500.0,saheli
YS-N24/61-5700096/2019,13/04/2019,2.0,10/05/2019,13/04/2019,3.0,11/06/2019,13/04/2019,3.0,10/07/2019,13/04/2019,3.0,10/08/2019,13/04/2019,3.0,11/09/2019,13/04/2019,3.0,,,,,,,,,,61,A,N24,3000.0,500.0,saheli
YS-N24/61-5700054/2019,13/04/2019,4.0,10/05/2019,07/05/2019,99.0,11/06/2019,04/06/2019,409.0,10/07/2019,05/07/2019,758.0,10/08/2019,06/08/2019,1241.0,11/09/2019,06/09/2019,1583.0,,,,,,,,,,61,A,N24,3000.0,500.0,PROMITA
YS-N24/61-5700099/2019,13/04/2019,5.0,10/05/2019,10/05/2019,131.0,11/06/2019,07/06/2019,450.0,10/07/2019,10/07/2019,870.0,10/08/2019,09/08/2019,1351.0,11/09/2019,12/09/2019,1690.0,,,,,,,,,,61,A,N24,3000.0,500.0,PROMITA
YS-N24/61-5700075/2019,13/04/2019,6.0,10/05/2019,10/05/2019,133.0,11/06/2019,04/06/2019,410.0,10/07/2019,10/07/2019,891.0,10/08/2019,07/08/2019,1278.0,11/09/2019,06/09/2019,1586.0,,,,,,,,,,61,A,N24,3000.0,500.0,PROMITA
YS-N24/61-5700052/2019,13/04/2019,7.0,10/05/2019,10/05/2019,130.0,11/06/2019,31/05/2019,357.0,10/07/2019,19/07/2019,1043.0,10/08/2019,06/08/2019,1238.0,11/09/2019,06/09/2019,1584.0,,,,,,,,,,61,A,N24,3000.0,500.0,PROMITA
YS-N24/61-5700007/2019,13/04/2019,8.0,10/05/2019,17/05/2019,200.0,11/06/2019,19/07/2019,1042.0,10/07/2019,19/07/2019,1042.0,10/08/2019,05/12/2019,2047.0,11/09/2019,05/12/2019,2047.0,,,,,,,,,,61,A,N24,3000.0,500.0,PROMITA
YS-N24/61-5700049/2019,13/04/2019,9.0,10/05/2019,10/05/2019,134.0,11/06/2019,11/06/2019,513.0,10/07/2019,28/06/2019,699.0,10/08/2019,06/08/2019,1239.0,11/09/2019,13/09/2019,1713.0,,,,,,,,,,61,A,N24,3000.0,500.0,PROMITA
YS-N24/61-5700041/2019,13/04/2019,10.0,10/05/2019,11/05/2019,151.0,11/06/2019,19/06/2019,641.0,10/07/2019,10/07/2019,885.0,10/08/2019,16/08/2019,1420.0,11/09/2019,09/09/2019,1647.0,,,,,,,,,,61,A,N24,3000.0,500.0,PROMITA
YS-N24/61-5900002/2019,13/04/2019,11.0,10/05/2019,11/05/2019,139.0,11/06/2019,19/06/2019,626.0,10/07/2019,06/07/2019,760.0,10/08/2019,05/08/2019,1210.0,11/09/2019,07/09/2019,1592.0,,,,,,,,,,61,A,N24,3000.0,500.0,saheli
