reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/46-4400425/2015,37,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400058/2015,37,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400441/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400190/2015,35,,ADITA,,,YS-N24/48-4400190/2016,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/46-4400187/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400076/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400088/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400046/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400062/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400392/2015,35,,ADITA,ADITA,,YS-N24/48-4400392/2016,ADITA,45001,YS-N24/48-4400392/2016,ADITA,45001,,,,,A,N,,PROMITA
YS-N24/46-4400393/2015,35,,ADITA,,,YS-N24/48-4400393/2016,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/46-4400063/2015,35,,CDTP(LAT),,,YS-N24/47-4700166/2016,CDTP(LAT),22051,,,,,,,,A,N,,saheli
YS-N24/46-4400031/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400224/2015,35,,ADITA,,,YS-N24/48-4400224/2016,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/46-4400109/2015,35,,ADITA,ADITA,,YS-N24/48-4400109/2016,ADITA,45001,YS-N24/48-4400109/2016,ADITA,45001,,,,,A,N,,PROMITA
YS-N24/46-4400061/2015,35,,CDTP(LAT),,,YS-N24/47-4700603/2016,CDTP(LAT),22051,,,,,,,,A,N,,saheli
YS-N24/46-4400090/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400188/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400369/2015,35,,ADITA,ADITA,,YS-N24/48-4400369/2016,ADITA,45001,YS-N24/48-4400369/2016,ADITA,45001,,,,,A,N,,PROMITA
YS-N24/46-4400428/2015,35,,ADITA,,,YS-N24/48-4400428/2016,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/46-4400094/2015,35,,CDTP(LAT),,,YS-N24/47-4700165/2016,CDTP(LAT),22051,,,,,,,,A,N,,saheli
YS-N24/46-4400226/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400110/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400137/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400189/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/46-4400332/2015,35,,,,,,,,,,,,,,,A,N,,saheli
