reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/35-3300356/2013,05/11/2012,4.0,10/12/2012,12/12/2012,433.0,10/01/2013,09/01/2013,766.0,11/02/2013,08/02/2013,1197.0,11/03/2013,04/03/2013,1510.0,10/04/2013,12/04/2013,2870.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300355/2013,05/11/2012,5.0,10/12/2012,12/12/2012,432.0,10/01/2013,09/01/2013,765.0,11/02/2013,08/02/2013,1196.0,11/03/2013,04/03/2013,1511.0,10/04/2013,12/04/2013,2871.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300215/2013,05/11/2012,6.0,10/12/2012,20/12/2012,512.0,10/01/2013,21/01/2013,985.0,11/02/2013,04/02/2013,1070.0,11/03/2013,01/03/2013,1477.0,10/04/2013,08/04/2013,2490.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300148/2013,05/11/2012,7.0,10/12/2012,08/12/2012,331.0,10/01/2013,08/01/2013,710.0,11/02/2013,09/02/2013,1242.0,11/03/2013,09/03/2013,1725.0,10/04/2013,09/04/2013,2583.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300240/2013,05/11/2012,8.0,10/12/2012,04/12/2012,275.0,10/01/2013,17/01/2013,956.0,11/02/2013,07/02/2013,1147.0,11/03/2013,05/03/2013,1539.0,10/04/2013,09/04/2013,2598.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300111/2013,05/11/2012,9.0,10/12/2012,01/12/2012,256.0,10/01/2013,01/01/2013,579.0,11/02/2013,02/02/2013,1043.0,11/03/2013,02/03/2013,1486.0,10/04/2013,04/04/2013,2339.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300199/2013,05/11/2012,10.0,10/12/2012,05/12/2012,289.0,10/01/2013,04/01/2013,618.0,11/02/2013,04/02/2013,1071.0,11/03/2013,01/03/2013,1476.0,10/04/2013,08/04/2013,2491.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300172/2013,05/11/2012,11.0,10/12/2012,18/12/2012,508.0,10/01/2013,15/01/2013,919.0,11/02/2013,12/02/2013,1363.0,11/03/2013,09/03/2013,1759.0,10/04/2013,04/05/2013,3069.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300074/2013,05/11/2012,12.0,10/12/2012,10/12/2012,401.0,10/01/2013,11/02/2013,1353.0,11/02/2013,25/02/2013,1463.0,11/03/2013,25/02/2013,1463.0,10/04/2013,24/05/2013,3389.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300073/2013,05/11/2012,13.0,10/12/2012,10/12/2012,399.0,10/01/2013,09/01/2013,797.0,11/02/2013,11/02/2013,1347.0,11/03/2013,08/04/2013,2544.0,10/04/2013,08/04/2013,2544.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300114/2013,05/11/2012,14.0,10/12/2012,01/12/2012,260.0,10/01/2013,07/01/2013,698.0,11/02/2013,01/02/2013,1041.0,11/03/2013,04/03/2013,1528.0,10/04/2013,08/04/2013,2548.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300075/2013,05/11/2012,15.0,10/12/2012,10/12/2012,403.0,10/01/2013,09/01/2013,798.0,11/02/2013,08/02/2013,1231.0,11/03/2013,04/03/2013,1529.0,10/04/2013,08/04/2013,2545.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300108/2013,05/11/2012,16.0,10/12/2012,05/12/2012,298.0,10/01/2013,09/01/2013,805.0,11/02/2013,13/02/2013,1398.0,11/03/2013,08/03/2013,1701.0,10/04/2013,10/04/2013,2809.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300107/2013,05/11/2012,17.0,10/12/2012,10/12/2012,398.0,10/01/2013,09/01/2013,806.0,11/02/2013,06/02/2013,1141.0,11/03/2013,04/03/2013,1530.0,10/04/2013,05/04/2013,2409.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300136/2013,05/11/2012,18.0,10/12/2012,10/12/2012,402.0,10/01/2013,11/01/2013,891.0,11/02/2013,08/02/2013,1228.0,11/03/2013,08/03/2013,1698.0,10/04/2013,05/04/2013,2407.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300105/2013,05/11/2012,19.0,10/12/2012,04/01/2013,639.0,10/01/2013,04/01/2013,639.0,11/02/2013,01/02/2013,1042.0,11/03/2013,04/03/2013,1527.0,10/04/2013,05/04/2013,2404.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300149/2013,05/11/2012,20.0,10/12/2012,04/01/2013,640.0,10/01/2013,04/01/2013,640.0,11/02/2013,04/02/2013,1097.0,11/03/2013,06/03/2013,1595.0,10/04/2013,08/04/2013,2547.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300162/2013,05/11/2012,21.0,10/12/2012,10/12/2012,374.0,10/01/2013,04/01/2013,631.0,11/02/2013,08/02/2013,1217.0,11/03/2013,06/03/2013,1581.0,10/04/2013,08/04/2013,2497.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300011/2013,05/11/2012,22.0,10/12/2012,14/12/2012,465.0,10/01/2013,07/01/2013,687.0,11/02/2013,06/02/2013,1135.0,11/03/2013,06/03/2013,1590.0,10/04/2013,19/04/2013,2994.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300065/2013,05/11/2012,23.0,10/12/2012,10/12/2012,390.0,10/01/2013,09/01/2013,786.0,11/02/2013,11/02/2013,1335.0,11/03/2013,11/03/2013,1847.0,10/04/2013,12/04/2013,2883.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300082/2013,05/11/2012,24.0,10/12/2012,10/12/2012,391.0,10/01/2013,09/01/2013,789.0,11/02/2013,08/02/2013,1219.0,11/03/2013,15/03/2013,2045.0,10/04/2013,,,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300055/2013,05/11/2012,25.0,10/12/2012,07/12/2012,317.0,10/01/2013,04/01/2013,628.0,11/02/2013,01/02/2013,1037.0,11/03/2013,06/03/2013,1592.0,10/04/2013,05/04/2013,2393.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300056/2013,05/11/2012,26.0,10/12/2012,07/12/2012,318.0,10/01/2013,04/01/2013,629.0,11/02/2013,04/02/2013,1083.0,11/03/2013,08/03/2013,1674.0,10/04/2013,05/04/2013,2388.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300037/2013,05/11/2012,27.0,10/12/2012,10/12/2012,397.0,10/01/2013,10/01/2013,862.0,11/02/2013,09/02/2013,1285.0,11/03/2013,09/03/2013,1729.0,10/04/2013,10/04/2013,2810.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300175/2013,05/11/2012,28.0,10/12/2012,15/12/2012,475.0,10/01/2013,15/01/2013,922.0,11/02/2013,12/02/2013,1374.0,11/03/2013,09/03/2013,1741.0,10/04/2013,20/04/2013,3011.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300112/2013,05/11/2012,29.0,10/12/2012,05/12/2012,300.0,10/01/2013,09/01/2013,802.0,11/02/2013,08/02/2013,1230.0,11/03/2013,08/03/2013,1699.0,10/04/2013,10/04/2013,2811.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300064/2013,05/11/2012,30.0,10/12/2012,10/12/2012,375.0,10/01/2013,10/01/2013,869.0,11/02/2013,07/02/2013,1183.0,11/03/2013,09/03/2013,1799.0,10/04/2013,09/04/2013,2701.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300210/2013,05/11/2012,31.0,10/12/2012,08/12/2012,333.0,10/01/2013,10/01/2013,829.0,11/02/2013,09/02/2013,1270.0,11/03/2013,09/03/2013,1742.0,10/04/2013,09/04/2013,2642.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300095/2013,05/11/2012,32.0,10/12/2012,10/12/2012,379.0,10/01/2013,14/01/2013,895.0,11/02/2013,08/02/2013,1205.0,11/03/2013,13/03/2013,1956.0,10/04/2013,22/04/2013,3018.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300090/2013,05/11/2012,33.0,10/12/2012,03/12/2012,269.0,10/01/2013,04/01/2013,625.0,11/02/2013,04/02/2013,1092.0,11/03/2013,06/03/2013,1584.0,10/04/2013,03/04/2013,2314.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300034/2013,05/11/2012,34.0,10/12/2012,05/12/2012,296.0,10/01/2013,04/01/2013,632.0,11/02/2013,04/02/2013,1082.0,11/03/2013,06/03/2013,1587.0,10/04/2013,05/04/2013,2389.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300091/2013,05/11/2012,35.0,10/12/2012,10/12/2012,373.0,10/01/2013,07/01/2013,692.0,11/02/2013,04/02/2013,1080.0,11/03/2013,04/03/2013,1520.0,10/04/2013,03/04/2013,2313.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300092/2013,05/11/2012,36.0,10/12/2012,07/12/2012,313.0,10/01/2013,04/01/2013,624.0,11/02/2013,04/02/2013,1093.0,11/03/2013,01/03/2013,1478.0,10/04/2013,03/04/2013,2315.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300122/2013,05/11/2012,37.0,10/12/2012,10/12/2012,369.0,10/01/2013,04/01/2013,626.0,11/02/2013,22/02/2013,1456.0,11/03/2013,06/03/2013,1583.0,10/04/2013,10/04/2013,2763.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300305/2013,05/11/2012,38.0,10/12/2012,10/12/2012,385.0,10/01/2013,04/02/2013,1086.0,11/02/2013,04/02/2013,1086.0,11/03/2013,01/03/2013,1479.0,10/04/2013,03/05/2013,3063.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300160/2013,05/11/2012,39.0,10/12/2012,05/12/2012,294.0,10/01/2013,04/01/2013,627.0,11/02/2013,08/02/2013,1212.0,11/03/2013,13/03/2013,1986.0,10/04/2013,10/04/2013,2762.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300288/2013,05/11/2012,40.0,10/12/2012,,,10/01/2013,,,11/02/2013,,,11/03/2013,,,10/04/2013,,,,,,,,,,,,35,A,N24,3000.0,500.0,
YS-N24/35-3300176/2013,05/11/2012,41.0,10/12/2012,13/12/2012,448.0,10/01/2013,09/02/2013,1284.0,11/02/2013,09/02/2013,1284.0,11/03/2013,20/04/2013,3013.0,10/04/2013,07/05/2013,3105.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300171/2013,05/11/2012,42.0,10/12/2012,08/12/2012,328.0,10/01/2013,10/01/2013,832.0,11/02/2013,09/02/2013,1256.0,11/03/2013,05/03/2013,1550.0,10/04/2013,09/04/2013,2608.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300010/2013,05/11/2012,43.0,10/12/2012,10/12/2012,384.0,10/01/2013,09/01/2013,787.0,11/02/2013,11/02/2013,1342.0,11/03/2013,04/03/2013,1523.0,10/04/2013,12/04/2013,2888.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300325/2013,05/11/2012,44.0,10/12/2012,10/12/2012,363.0,10/01/2013,09/01/2013,781.0,11/02/2013,08/02/2013,1221.0,11/03/2013,11/03/2013,1837.0,10/04/2013,11/03/2013,1837.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300312/2013,05/11/2012,45.0,10/12/2012,08/12/2012,327.0,10/01/2013,07/01/2013,686.0,11/02/2013,08/02/2013,1213.0,11/03/2013,13/03/2013,1971.0,10/04/2013,22/04/2013,3020.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300311/2013,05/11/2012,46.0,10/12/2012,14/12/2012,464.0,10/01/2013,09/01/2013,782.0,11/02/2013,08/02/2013,1214.0,11/03/2013,13/03/2013,1972.0,10/04/2013,22/04/2013,3021.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300332/2013,05/11/2012,47.0,10/12/2012,05/12/2012,297.0,10/01/2013,02/01/2013,596.0,11/02/2013,07/02/2013,1162.0,11/03/2013,09/03/2013,1743.0,10/04/2013,09/04/2013,2617.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300115/2013,05/11/2012,48.0,10/12/2012,06/12/2012,303.0,10/01/2013,07/01/2013,688.0,11/02/2013,04/02/2013,1084.0,11/03/2013,06/03/2013,1589.0,10/04/2013,10/04/2013,2754.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300116/2013,05/11/2012,49.0,10/12/2012,13/12/2012,446.0,10/01/2013,04/01/2013,637.0,11/02/2013,04/02/2013,1085.0,11/03/2013,06/03/2013,1588.0,10/04/2013,05/04/2013,2391.0,,,,,,,,,,35,A,N24,3000.0,500.0,cic
YS-N24/35-3300290/2013,05/11/2012,50.0,10/12/2012,07/12/2012,314.0,10/01/2013,14/01/2013,903.0,11/02/2013,11/02/2013,1340.0,11/03/2013,08/03/2013,1692.0,10/04/2013,10/04/2013,2737.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300291/2013,05/11/2012,51.0,10/12/2012,07/12/2012,315.0,10/01/2013,14/01/2013,902.0,11/02/2013,11/02/2013,1341.0,11/03/2013,08/03/2013,1693.0,10/04/2013,10/04/2013,2736.0,,,,,,,,,,35,A,N24,3200.0,500.0,Debjani
YS-N24/35-3300287/2013,05/11/2012,52.0,10/12/2012,10/12/2012,380.0,10/01/2013,,,11/02/2013,,,11/03/2013,,,10/04/2013,,,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3100317/2013,05/11/2012,53.0,10/12/2012,11/12/2012,427.0,10/01/2013,15/01/2013,933.0,11/02/2013,19/02/2013,1443.0,11/03/2013,26/03/2013,2236.0,10/04/2013,09/05/2013,3152.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3100315/2013,05/11/2012,54.0,10/12/2012,11/12/2012,428.0,10/01/2013,15/01/2013,934.0,11/02/2013,19/02/2013,1442.0,11/03/2013,02/04/2013,2301.0,10/04/2013,13/06/2013,3411.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3100273/2013,05/11/2012,55.0,10/12/2012,15/12/2012,485.0,10/01/2013,15/01/2013,938.0,11/02/2013,07/03/2013,1637.0,11/03/2013,07/03/2013,1637.0,10/04/2013,,,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3100266/2013,05/11/2012,56.0,10/12/2012,13/12/2012,452.0,10/01/2013,15/01/2013,932.0,11/02/2013,09/02/2013,1294.0,11/03/2013,30/03/2013,2264.0,10/04/2013,27/04/2013,3044.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300307/2013,05/11/2012,57.0,10/12/2012,10/12/2012,381.0,10/01/2013,09/01/2013,769.0,11/02/2013,06/02/2013,1124.0,11/03/2013,04/03/2013,1517.0,10/04/2013,10/04/2013,2729.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300081/2013,05/11/2012,58.0,10/12/2012,10/12/2012,377.0,10/01/2013,10/01/2013,824.0,11/02/2013,09/02/2013,1252.0,11/03/2013,06/03/2013,1586.0,10/04/2013,10/04/2013,2755.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300080/2013,05/11/2012,59.0,10/12/2012,10/12/2012,376.0,10/01/2013,10/01/2013,823.0,11/02/2013,09/02/2013,1251.0,11/03/2013,06/03/2013,1585.0,10/04/2013,10/04/2013,2756.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300190/2013,05/11/2012,60.0,10/12/2012,15/12/2012,479.0,10/01/2013,12/02/2013,1359.0,11/02/2013,14/03/2013,2006.0,11/03/2013,23/04/2013,3024.0,10/04/2013,23/04/2013,3024.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300223/2013,05/11/2012,61.0,10/12/2012,08/12/2012,355.0,10/01/2013,08/01/2013,727.0,11/02/2013,07/02/2013,1152.0,11/03/2013,09/03/2013,1758.0,10/04/2013,09/04/2013,2650.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300222/2013,05/11/2012,62.0,10/12/2012,04/12/2012,286.0,10/01/2013,10/01/2013,833.0,11/02/2013,05/02/2013,1105.0,11/03/2013,07/03/2013,1603.0,10/04/2013,09/04/2013,2626.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300221/2013,05/11/2012,63.0,10/12/2012,08/12/2012,354.0,10/01/2013,10/01/2013,831.0,11/02/2013,02/02/2013,1045.0,11/03/2013,02/03/2013,1490.0,10/04/2013,02/04/2013,2298.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300249/2013,05/11/2012,64.0,10/12/2012,06/12/2012,306.0,10/01/2013,10/01/2013,827.0,11/02/2013,16/02/2013,1417.0,11/03/2013,14/03/2013,2014.0,10/04/2013,20/04/2013,3009.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300250/2013,05/11/2012,65.0,10/12/2012,04/12/2012,287.0,10/01/2013,19/01/2013,970.0,11/02/2013,19/02/2013,1437.0,11/03/2013,07/03/2013,1601.0,10/04/2013,16/04/2013,2951.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300280/2013,05/11/2012,66.0,10/12/2012,08/12/2012,339.0,10/01/2013,08/01/2013,715.0,11/02/2013,09/02/2013,1276.0,11/03/2013,26/03/2013,2238.0,10/04/2013,06/04/2013,2451.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300267/2013,05/11/2012,67.0,10/12/2012,09/01/2013,772.0,10/01/2013,04/02/2013,1081.0,11/02/2013,04/03/2013,1518.0,11/03/2013,03/05/2013,3060.0,10/04/2013,03/05/2013,3060.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300266/2013,05/11/2012,68.0,10/12/2012,10/01/2013,840.0,10/01/2013,10/01/2013,840.0,11/02/2013,14/02/2013,1409.0,11/03/2013,05/03/2013,1541.0,10/04/2013,06/04/2013,2450.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300067/2013,05/11/2012,69.0,10/12/2012,14/12/2012,466.0,10/01/2013,09/01/2013,801.0,11/02/2013,11/02/2013,1345.0,11/03/2013,01/04/2013,2285.0,10/04/2013,24/04/2013,3034.0,,,,,,,,,,35,A,N24,3000.0,500.0,Debjani
YS-N24/35-3300052/2013,05/11/2012,70.0,10/12/2012,12/12/2012,437.0,10/01/2013,25/01/2013,1021.0,11/02/2013,11/02/2013,1349.0,11/03/2013,11/03/2013,1880.0,10/04/2013,10/04/2013,2801.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300109/2013,05/11/2012,71.0,10/12/2012,08/12/2012,334.0,10/01/2013,08/01/2013,712.0,11/02/2013,12/02/2013,1376.0,11/03/2013,09/03/2013,1754.0,10/04/2013,30/05/2013,3397.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300179/2013,05/11/2012,72.0,10/12/2012,04/12/2012,280.0,10/01/2013,05/01/2013,647.0,11/02/2013,07/02/2013,1155.0,11/03/2013,12/03/2013,1932.0,10/04/2013,11/04/2013,2856.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300178/2013,05/11/2012,73.0,10/12/2012,06/12/2012,305.0,10/01/2013,15/01/2013,918.0,11/02/2013,16/02/2013,1423.0,11/03/2013,16/03/2013,2081.0,10/04/2013,11/04/2013,2855.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300177/2013,05/11/2012,74.0,10/12/2012,29/12/2012,569.0,10/01/2013,,,11/02/2013,,,11/03/2013,,,10/04/2013,,,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
YS-N24/35-3300193/2013,05/11/2012,75.0,10/12/2012,08/01/2013,725.0,10/01/2013,07/02/2013,1163.0,11/02/2013,12/03/2013,1930.0,11/03/2013,11/04/2013,2854.0,10/04/2013,16/05/2013,3330.0,,,,,,,,,,35,A,N24,3000.0,500.0,PROMITA
