reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/71-6900155/2022,05/07/2022,1.0,10/08/2022,23/08/2022,411.0,10/09/2022,13/09/2022,650.0,10/10/2022,14/10/2022,882.0,10/11/2022,06/12/2022,1386.0,10/12/2022,23/12/2022,1593.0,,,,,,,,,,71,A,N24,3000.0,500.0,saheli
YS-N24/71-6900156/2022,05/07/2022,2.0,10/08/2022,23/08/2022,410.0,10/09/2022,,,10/10/2022,,,10/11/2022,,,10/12/2022,,,,,,,,,,,,71,A,N24,3000.0,500.0,RAKHI DAS
YS-N24/71-6900062/2022,05/07/2022,3.0,10/08/2022,02/08/2022,172.0,10/09/2022,06/09/2022,516.0,10/10/2022,14/10/2022,892.0,10/11/2022,04/11/2022,1068.0,10/12/2022,02/12/2022,1358.0,,,,,,,,,,71,A,N24,3000.0,500.0,saheli
YS-N24/71-6900047/2022,05/07/2022,4.0,10/08/2022,16/08/2022,329.0,10/09/2022,13/09/2022,653.0,10/10/2022,08/11/2022,1131.0,10/11/2022,08/11/2022,1131.0,10/12/2022,31/01/2023,1670.0,,,,,,,,,,71,A,N24,3000.0,500.0,saheli
YS-N24/71-6900048/2022,05/07/2022,5.0,10/08/2022,16/08/2022,330.0,10/09/2022,13/09/2022,652.0,10/10/2022,31/01/2023,1669.0,10/11/2022,31/01/2023,1669.0,10/12/2022,31/01/2023,1669.0,,,,,,,,,,71,A,N24,3000.0,500.0,saheli
YS-N24/71-6700171/2022,05/07/2022,6.0,10/08/2022,10/08/2022,275.0,10/09/2022,03/09/2022,489.0,10/10/2022,31/10/2022,1034.0,10/11/2022,10/11/2022,1199.0,10/12/2022,22/12/2022,1590.0,,,,,,,,,,71,A,N24,3000.0,500.0,PROMITA
YS-N24/71-6700103/2022,05/07/2022,7.0,10/08/2022,10/08/2022,269.0,10/09/2022,08/09/2022,578.0,10/10/2022,13/10/2022,870.0,10/11/2022,10/11/2022,1207.0,10/12/2022,08/12/2022,1420.0,,,,,,,,,,71,A,N24,3000.0,500.0,PROMITA
YS-N24/71-6700090/2022,05/07/2022,8.0,10/08/2022,27/08/2022,457.0,10/09/2022,14/09/2022,671.0,10/10/2022,09/11/2022,1173.0,10/11/2022,09/11/2022,1173.0,10/12/2022,20/01/2023,1656.0,,,,,,,,,,71,A,N24,3000.0,500.0,saheli
YS-N24/71-6900264/2022,05/07/2022,9.0,10/08/2022,12/08/2022,315.0,10/09/2022,15/09/2022,678.0,10/10/2022,28/10/2022,1018.0,10/11/2022,02/12/2022,1361.0,10/12/2022,02/12/2022,1361.0,,,,,,,,,,71,A,N24,3000.0,500.0,cic
YS-N24/71-6900297/2022,05/07/2022,10.0,10/08/2022,23/08/2022,426.0,10/09/2022,16/09/2022,709.0,10/10/2022,21/10/2022,996.0,10/11/2022,22/11/2022,1312.0,10/12/2022,23/12/2022,1592.0,,,,,,,,,,71,A,N24,3000.0,500.0,saheli
YS-N24/71-6700078/2022,06/07/2022,11.0,10/08/2022,10/08/2022,276.0,10/09/2022,10/09/2022,626.0,10/10/2022,10/10/2022,787.0,10/11/2022,03/11/2022,1058.0,10/12/2022,05/12/2022,1373.0,,,,,,,,,,71,A,N24,3000.0,500.0,PROMITA
YS-N24/71-6700128/2022,06/07/2022,12.0,10/08/2022,06/08/2022,219.0,10/09/2022,07/09/2022,544.0,10/10/2022,13/10/2022,869.0,10/11/2022,03/11/2022,1059.0,10/12/2022,08/12/2022,1427.0,,,,,,,,,,71,A,N24,3000.0,500.0,cic
YS-N24/71-6900030/2022,07/07/2022,13.0,10/08/2022,18/08/2022,351.0,10/09/2022,08/09/2022,556.0,10/10/2022,02/11/2022,1046.0,10/11/2022,02/11/2022,1046.0,10/12/2022,20/01/2023,1657.0,,,,,,,,,,71,A,N24,3000.0,500.0,saheli
YS-N24/71-6900148/2022,07/07/2022,14.0,10/08/2022,04/08/2022,178.0,10/09/2022,,,10/10/2022,,,10/11/2022,,,10/12/2022,,,,,,,,,,,,71,A,N24,3000.0,500.0,PROMITA
YS-N24/71-6900268/2022,07/07/2022,15.0,10/08/2022,02/08/2022,175.0,10/09/2022,16/09/2022,710.0,10/10/2022,30/12/2022,1613.0,10/11/2022,30/12/2022,1613.0,10/12/2022,,,,,,,,,,,,71,A,N24,3000.0,500.0,saheli
YS-N24/71-6900119/2022,07/07/2022,16.0,10/08/2022,18/08/2022,349.0,10/09/2022,08/09/2022,562.0,10/10/2022,11/10/2022,828.0,10/11/2022,10/11/2022,1184.0,10/12/2022,06/12/2022,1392.0,,,,,,,,,,71,A,N24,3000.0,500.0,cic
YS-N24/71-6900260/2022,07/07/2022,17.0,10/08/2022,08/08/2022,234.0,10/09/2022,08/09/2022,561.0,10/10/2022,11/10/2022,826.0,10/11/2022,04/11/2022,1072.0,10/12/2022,06/12/2022,1393.0,,,,,,,,,,71,A,N24,3000.0,500.0,cic
YS-N24/71-6700160/2022,07/07/2022,18.0,10/08/2022,12/08/2022,299.0,10/09/2022,12/09/2022,640.0,10/10/2022,15/10/2022,935.0,10/11/2022,29/10/2022,1026.0,10/12/2022,24/12/2022,1600.0,,,,,,,,,,71,A,N24,3000.0,500.0,cic
YS-N24/71-6700073/2022,07/07/2022,19.0,10/08/2022,08/08/2022,254.0,10/09/2022,08/09/2022,574.0,10/10/2022,15/10/2022,928.0,10/11/2022,05/11/2022,1085.0,10/12/2022,08/12/2022,1438.0,,,,,,,,,,71,A,N24,3000.0,500.0,cic
YS-N24/71-6700074/2022,07/07/2022,20.0,10/08/2022,04/08/2022,181.0,10/09/2022,08/09/2022,564.0,10/10/2022,03/11/2022,1064.0,10/11/2022,03/11/2022,1064.0,10/12/2022,01/12/2022,1353.0,,,,,,,,,,71,A,N24,3000.0,500.0,cic
