reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/71-7100057/2022,23,L,ADFAS,,,YS-N24/73-7100057/2023,ADFAS,33051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100056/2022,23,L,ADFAS,,,YS-N24/73-7100056/2023,ADFAS,33051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900312/2022,33,L,ADFAS,,,YS-N24/73-6900312/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900093/2022,33,L,ADFAS,,,YS-N24/73-6900093/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100037/2022,25,L,ADITA,,,YS-N24/73-7100037/2023,ADITA,35052,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100055/2022,25,L,ADITA,,,YS-N24/73-7100055/2023,ADITA,35052,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100030/2022,25,L,ADITA,,,YS-N24/73-7100030/2023,ADITA,35052,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100029/2022,25,L,ADITA,,,YS-N24/73-7100029/2023,ADITA,35052,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100112/2022,23,L,ADFAS,,,YS-N24/73-7100112/2023,ADFAS,33051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100068/2022,25,L,ADITA,,,YS-N24/73-7100068/2023,ADITA,35051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100070/2022,25,L,ADITA,,,YS-N24/73-7100070/2023,ADITA,35051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100077/2022,25,L,ADITA,,,YS-N24/73-7100077/2023,ADITA,35051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900006/2022,33,L,ADFAS,,,YS-N24/73-6900006/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900287/2022,35,L,ADITA,,,YS-N24/73-6900287/2023,ADITA,45051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900224/2022,33,L,ADFAS,,,YS-N24/73-6900224/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900295/2022,33,L,ADFAS,,,YS-N24/73-6900295/2023,ADFAS,43051,,,,,,,73,A,,N24,deba
YS-N24/71-7100044/2022,25,L,ADITA,,,YS-N24/73-7100044/2023,ADITA,35052,,,,,,,73,A,,N24,deba
YS-N24/71-7100118/2022,23,L,ADFAS,,,YS-N24/73-7100118/2023,ADFAS,33051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100120/2022,23,L,ADFAS,,,YS-N24/73-7100120/2023,ADFAS,33051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100119/2022,23,L,ADFAS,,,YS-N24/73-7100119/2023,ADFAS,33051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900296/2022,35,L,ADITA,,,YS-N24/73-6900296/2023,ADITA,45051,,,,,,,73,A,,N24,saheli
YS-N24/71-6900155/2022,35,L,ADITA,,,YS-N24/73-6900155/2023,ADITA,45051,,,,,,,73,A,,N24,saheli
YS-N24/71-6900157/2022,35,L,ADITA,,,YS-N24/73-6900157/2023,ADITA,45051,,,,,,,73,A,,N24,saheli
YS-N24/71-6900095/2022,35,L,ADITA,,,YS-N24/73-6900095/2023,ADITA,45051,,,,,,,73,A,,N24,deba
YS-N24/71-6900320/2022,33,L,ADFAS,,,YS-N24/73-6900320/2023,ADFAS,43051,,,,,,,73,A,,N24,deba
YS-N24/71-7100010/2022,23,L,ADFAS,,,YS-N24/73-7100010/2023,ADFAS,33051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900201/2022,33,L,ADFAS,,,YS-N24/73-6900201/2023,ADFAS,43051,,,,,,,73,A,,N24,saheli
YS-N24/71-7100087/2022,25,L,ADITA,,,YS-N24/73-7100087/2023,ADITA,35051,,,,,,,73,A,,N24,saheli
YS-N24/71-7100078/2022,25,L,ADITA,,,YS-N24/73-7100078/2023,ADITA,35051,,,,,,,73,A,,N24,saheli
YS-N24/71-7100081/2022,23,L,ADFAS,,,YS-N24/73-7100081/2023,ADFAS,33051,,,,,,,73,A,,N24,saheli
YS-N24/71-7100064/2022,25,L,ADITA,,,YS-N24/73-7100064/2023,ADITA,35051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900070/2022,35,L,ADITA,,,YS-N24/73-6900070/2023,ADITA,45051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900058/2022,35,L,ADITA,,,YS-N24/73-6900058/2023,ADITA,45051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900069/2022,35,L,ADITA,,,YS-N24/73-6900069/2023,ADITA,45051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100114/2022,23,L,ADFAS,,,YS-N24/73-7100114/2023,ADFAS,33051,,,,,,,73,A,,N24,cic
YS-N24/71-7100048/2022,25,L,ADITA,,,YS-N24/73-7100048/2023,ADITA,35052,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100027/2022,25,L,ADITA,,,YS-N24/73-7100027/2023,ADITA,35052,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100028/2022,25,L,ADITA,,,YS-N24/73-7100028/2023,ADITA,35052,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900062/2022,35,L,ADITA,,,YS-N24/73-6900062/2023,ADITA,45051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100072/2022,25,L,ADITA,,,YS-N24/73-7100072/2023,ADITA,35051,,,,,,,73,A,,N24,deba
YS-N24/71-7100071/2022,25,L,ADITA,,,YS-N24/73-7100071/2023,ADITA,35051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100086/2022,22,L,ADDTP,,,YS-N24/73-7100086/2023,ADDTP,32051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-7100085/2022,25,L,ADITA,,,YS-N24/73-7100085/2023,ADITA,35051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900305/2022,33,L,ADFAS,,,YS-N24/73-6900305/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900308/2022,33,L,ADFAS,,,YS-N24/73-6900308/2023,ADFAS,43051,,,,,,,73,A,,N24,deba
YS-N24/71-6900323/2022,33,L,ADFAS,,,YS-N24/73-6900323/2023,ADFAS,43051,,,,,,,73,A,,N24,deba
YS-N24/71-6900303/2022,33,L,ADFAS,,,YS-N24/73-6900303/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900164/2022,33,L,ADFAS,,,YS-N24/73-6900164/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900165/2022,33,L,ADFAS,,,YS-N24/73-6900165/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900190/2022,33,L,ADFAS,,,YS-N24/73-6900190/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900259/2022,33,L,ADFAS,,,YS-N24/73-6900259/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
YS-N24/71-6900228/2022,33,L,ADFAS,,,YS-N24/73-6900228/2023,ADFAS,43051,,,,,,,73,A,,N24,PROMITA
