recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,05/07/2024,08:26,500.0,500.0,0.0,,,,,A,YS-M32/79-7700304/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,2.0,05/07/2024,08:30,500.0,500.0,0.0,,,,,A,YS-M32/79-7700273/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,3.0,05/07/2024,08:33,500.0,500.0,0.0,,,,,A,YS-M32/79-7700098/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,4.0,05/07/2024,08:37,500.0,500.0,0.0,,,,,A,YS-M32/79-7700233/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,5.0,05/07/2024,09:57,500.0,500.0,0.0,,,,,A,YS-M32/79-7700008/2024,A,CASH,,,,,,M32,79,A,,RAKHI DAS,,0
,,6.0,05/07/2024,10:00,500.0,500.0,0.0,,,,,A,YS-M32/79-7700102/2024,A,CASH,,,,,,M32,79,A,,RAKHI DAS,,0
,,7.0,05/07/2024,10:06,500.0,500.0,0.0,,,,,A,YS-M32/79-7700204/2024,A,CASH,,,,,,M32,79,A,,RAKHI DAS,,0
,,8.0,05/07/2024,13:53,500.0,500.0,0.0,,,,,A,YS-M32/79-7700283/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,9.0,05/07/2024,18:04,500.0,500.0,0.0,,,,,A,YS-M32/79-7500031/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,10.0,06/07/2024,09:19,500.0,500.0,0.0,,,,,A,YS-M32/79-7700138/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,11.0,06/07/2024,09:21,500.0,500.0,0.0,,,,,A,YS-M32/79-7700147/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,12.0,06/07/2024,09:26,500.0,500.0,0.0,,,,,A,YS-M32/79-7700214/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,13.0,06/07/2024,11:32,500.0,500.0,0.0,,,,,A,YS-M32/79-7700082/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,14.0,06/07/2024,11:33,500.0,500.0,0.0,,,,,A,YS-M32/79-7700100/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,15.0,06/07/2024,11:35,500.0,500.0,0.0,,,,,A,YS-M32/79-7700075/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,16.0,06/07/2024,11:35,500.0,500.0,0.0,,,,,A,YS-M32/79-7700076/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,17.0,06/07/2024,12:03,500.0,500.0,0.0,,,,,A,YS-M32/79-7700207/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,18.0,06/07/2024,14:06,500.0,500.0,0.0,,,,,A,YS-M32/79-7700305/2024,A,CASH,,,,,,M32,79,A,,toyeba,,0
,,19.0,06/07/2024,17:50,500.0,500.0,0.0,,,,,A,YS-M32/79-7500104/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,20.0,06/07/2024,18:07,500.0,500.0,0.0,,,,,A,YS-M32/79-7700012/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,21.0,08/07/2024,12:44,500.0,500.0,0.0,,,,,A,YS-M32/79-7700136/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,22.0,08/07/2024,12:44,500.0,500.0,0.0,,,,,A,YS-M32/79-7700003/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,23.0,08/07/2024,12:46,500.0,500.0,0.0,,,,,A,YS-M32/79-7700110/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,24.0,08/07/2024,12:47,500.0,500.0,0.0,,,,,A,YS-M32/79-7700111/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,25.0,08/07/2024,13:51,500.0,500.0,0.0,,,,,A,YS-M32/79-7700293/2024,A,CASH,,,,,,M32,79,A,,toyeba,,0
,,26.0,08/07/2024,13:52,500.0,500.0,0.0,,,,,A,YS-M32/79-7700292/2024,A,CASH,,,,,,M32,79,A,,toyeba,,0
,,27.0,08/07/2024,13:59,500.0,500.0,0.0,,,,,A,YS-M32/79-7700307/2024,A,CASH,,,,,,M32,79,A,,toyeba,,0
,,28.0,08/07/2024,14:01,500.0,500.0,0.0,,,,,A,YS-M32/79-7500103/2024,A,CASH,,,,,,M32,79,A,,toyeba,,0
,,29.0,08/07/2024,14:01,500.0,500.0,0.0,,,,,A,YS-M32/79-7500102/2024,A,CASH,,,,,,M32,79,A,,toyeba,,0
,,30.0,08/07/2024,16:21,500.0,500.0,0.0,,,,,A,YS-M32/79-7700116/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,31.0,08/07/2024,16:22,500.0,500.0,0.0,,,,,A,YS-M32/79-7700120/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,32.0,08/07/2024,16:23,500.0,500.0,0.0,,,,,A,YS-M32/79-7700118/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,33.0,08/07/2024,16:24,500.0,500.0,0.0,,,,,A,YS-M32/79-7700137/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,34.0,08/07/2024,16:25,500.0,500.0,0.0,,,,,A,YS-M32/79-7700129/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,35.0,08/07/2024,16:26,500.0,500.0,0.0,,,,,A,YS-M32/79-7500116/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,36.0,08/07/2024,17:48,500.0,500.0,0.0,,,,,A,YS-M32/79-7700133/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,37.0,08/07/2024,17:50,500.0,500.0,0.0,,,,,A,YS-M32/79-7700119/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,38.0,08/07/2024,17:53,500.0,500.0,0.0,,,,,A,YS-M32/79-7700134/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,39.0,08/07/2024,17:54,500.0,500.0,0.0,,,,,A,YS-M32/79-7700161/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,40.0,08/07/2024,18:02,500.0,500.0,0.0,,,,,A,YS-M32/79-7700193/2024,A,On/P,,08-07-2024,PUNJAB NATIONAL BANK,,,M32,79,A,,cic,,419091100266
,,41.0,08/07/2024,18:05,500.0,500.0,0.0,,,,,A,YS-M32/79-7700095/2024,A,On/P,,08-07-2024,INDIAN BANK,,,M32,79,A,,cic,,419086609697
,,42.0,08/07/2024,19:19,500.0,500.0,0.0,,,,,A,YS-M32/79-7700144/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,43.0,09/07/2024,09:24,500.0,500.0,0.0,,,,,A,YS-M32/79-7700042/2024,A,CASH,,,,,,M32,79,A,,RAKHI DAS,,0
,,44.0,09/07/2024,09:26,500.0,500.0,0.0,,,,,A,YS-M32/79-7700079/2024,A,CASH,,,,,,M32,79,A,,RAKHI DAS,,0
,,45.0,09/07/2024,09:50,500.0,500.0,0.0,,,,,A,YS-M32/79-7700048/2024,A,CASH,,,,,,M32,79,A,,RAKHI DAS,,0
,,46.0,09/07/2024,10:39,500.0,500.0,0.0,,,,,A,YS-M32/79-7700259/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,47.0,09/07/2024,10:40,500.0,500.0,0.0,,,,,A,YS-M32/79-7700261/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,48.0,09/07/2024,10:41,500.0,500.0,0.0,,,,,A,YS-M32/79-7700205/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,49.0,09/07/2024,10:43,500.0,500.0,0.0,,,,,A,YS-M32/79-7700217/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,50.0,09/07/2024,10:45,500.0,500.0,0.0,,,,,A,YS-M32/79-7700191/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,51.0,09/07/2024,10:47,500.0,500.0,0.0,,,,,A,YS-M32/79-7700285/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,52.0,09/07/2024,10:47,500.0,500.0,0.0,,,,,A,YS-M32/79-7700192/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,53.0,09/07/2024,10:55,500.0,500.0,0.0,,,,,A,YS-M32/79-7700242/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,54.0,09/07/2024,12:36,500.0,500.0,0.0,,,,,A,YS-M32/79-7700017/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,55.0,09/07/2024,12:58,500.0,500.0,0.0,,,,,A,YS-M32/79-7700073/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,56.0,09/07/2024,13:00,500.0,500.0,0.0,,,,,A,YS-M32/79-7700309/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,57.0,09/07/2024,13:03,500.0,500.0,0.0,,,,,A,YS-M32/79-7700308/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,58.0,09/07/2024,17:52,500.0,500.0,0.0,,,,,A,YS-M32/79-7700160/2024,A,CASH,,,,,,M32,79,A,,cic,,0
,,59.0,10/07/2024,09:46,500.0,500.0,0.0,,,,,A,YS-M32/79-7700143/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,60.0,10/07/2024,09:48,500.0,500.0,0.0,,,,,A,YS-M32/79-7700297/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
,,61.0,10/07/2024,10:54,500.0,500.0,0.0,,,,,A,YS-M32/79-7700108/2024,A,CASH,,,,,,M32,79,A,,saheli,,0
