reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/53-5100100/2017,06/04/2017,1.0,10/05/2017,06/05/2017,74.0,10/06/2017,17/06/2017,753.0,10/07/2017,15/07/2017,1218.0,10/08/2017,02/08/2017,1379.0,11/09/2017,18/11/2017,2351.0,,,,,,,,,,53,A,N24,3000.0,500.0,PROMITA
YS-N24/53-5100089/2017,06/04/2017,2.0,10/05/2017,08/05/2017,77.0,10/06/2017,05/06/2017,454.0,10/07/2017,06/07/2017,956.0,10/08/2017,07/08/2017,1485.0,11/09/2017,07/09/2017,1855.0,,,,,,,,,,53,A,N24,3000.0,500.0,saheli
YS-N24/53-5100015/2017,06/04/2017,3.0,10/05/2017,05/05/2017,65.0,10/06/2017,02/06/2017,417.0,10/07/2017,04/07/2017,913.0,10/08/2017,22/08/2017,1741.0,11/09/2017,08/09/2017,1895.0,,,,,,,,,,53,A,N24,3000.0,500.0,saheli
YS-N24/53-4900093/2017,06/04/2017,4.0,10/05/2017,22/05/2017,229.0,10/06/2017,20/07/2017,1244.0,10/07/2017,20/07/2017,1244.0,10/08/2017,20/07/2017,1244.0,11/09/2017,20/07/2017,1244.0,,,,,,,,,,53,A,N24,3000.0,500.0,saheli
YS-N24/53-4900067/2017,06/04/2017,5.0,10/05/2017,06/05/2017,70.0,10/06/2017,10/06/2017,603.0,10/07/2017,10/07/2017,1075.0,10/08/2017,10/08/2017,1592.0,11/09/2017,07/09/2017,1867.0,,,,,,,,,,53,A,N24,3000.0,500.0,PROMITA
YS-N24/53-4900097/2017,06/04/2017,6.0,10/05/2017,06/05/2017,71.0,10/06/2017,10/06/2017,639.0,10/07/2017,10/07/2017,1072.0,10/08/2017,25/08/2017,1761.0,11/09/2017,11/09/2017,1988.0,,,,,,,,,,53,A,N24,3000.0,500.0,saheli
YS-N24/53-4900131/2017,06/04/2017,7.0,10/05/2017,10/05/2017,96.0,10/06/2017,10/06/2017,602.0,10/07/2017,13/07/2017,1171.0,10/08/2017,10/08/2017,1588.0,11/09/2017,07/09/2017,1869.0,,,,,,,,,,53,A,N24,3000.0,500.0,PROMITA
YS-N24/53-4900103/2017,06/04/2017,8.0,10/05/2017,05/05/2017,66.0,10/06/2017,03/06/2017,439.0,10/07/2017,24/07/2017,1269.0,10/08/2017,24/08/2017,1754.0,11/09/2017,07/09/2017,1868.0,,,,,,,,,,53,A,N24,3000.0,500.0,PROMITA
YS-N24/53-5100123/2017,06/04/2017,9.0,10/05/2017,11/05/2017,102.0,10/06/2017,08/06/2017,518.0,10/07/2017,06/07/2017,957.0,10/08/2017,10/08/2017,1583.0,11/09/2017,,,,,,,,,,,,53,A,N24,3000.0,500.0,saheli
YS-N24/53-5100126/2017,06/04/2017,10.0,10/05/2017,08/05/2017,78.0,10/06/2017,05/06/2017,452.0,10/07/2017,06/07/2017,959.0,10/08/2017,03/08/2017,1393.0,11/09/2017,11/09/2017,1981.0,,,,,,,,,,53,A,N24,3000.0,500.0,saheli
