reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/53-5300160/2017,25,L,ADITA,,,YS-N24/55-5300160/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300151/2017,25,L,ADITA,,,YS-N24/55-5300151/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300150/2017,25,L,ADITA,,,YS-N24/55-5300150/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300126/2017,25,L,ADITA,,,YS-N24/55-5300126/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300127/2017,25,L,ADITA,,,YS-N24/55-5300127/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300148/2017,25,L,ADITA,,,YS-N24/55-5300148/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300149/2017,25,L,ADITA,,,YS-N24/55-5300149/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300006/2017,25,L,ADITA,,,YS-N24/55-5300006/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300152/2017,25,L,ADITA,,,YS-N24/55-5300152/2018,ADITA,35051,,,,,,,55,A,,N24,saheli
YS-N24/53-5300137/2017,25,L,CDTP(LAT),,,YS-N24/56-5600374/2018,CDTP(LAT),22001,,,,,,,55,A,,N24,saheli
YS-N24/53-5300159/2017,23,L,ADFAS,,,YS-N24/55-5300159/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300088/2017,23,L,ADFAS,,,YS-N24/55-5300088/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300165/2017,23,L,ADFAS,,,YS-N24/55-5300165/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300122/2017,23,L,ADFAS,,,YS-N24/55-5300122/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300074/2017,23,L,ADFAS,,,YS-N24/55-5300074/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300066/2017,23,L,ADFAS,,,YS-N24/55-5300066/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300161/2017,23,L,ADFAS,,,YS-N24/55-5300161/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300121/2017,23,L,ADFAS,,,YS-N24/55-5300121/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300043/2017,23,L,ADFAS,,,YS-N24/55-5300043/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300069/2017,23,L,ADFAS,,,YS-N24/55-5300069/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300164/2017,23,L,ADFAS,,,YS-N24/55-5300164/2018,ADFAS,33051,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300022/2017,25,L,ADITA,,,YS-N24/55-5300022/2018,ADITA,35052,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300033/2017,25,L,ADITA,,,YS-N24/55-5300033/2018,ADITA,35052,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300023/2017,25,L,ADITA,,,YS-N24/55-5300023/2018,ADITA,35052,,,,,,,55,A,,N24,PROMITA
YS-N24/53-5300012/2017,25,L,ADITA,,,YS-N24/55-5300012/2018,ADITA,35052,,,,,,,55,A,,N24,PROMITA
