recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,03/10/2024,08:57,500.0,500.0,0.0,,,,,A,YS-M32/80-7800006/2025,A,CASH,,,,,,M32,80,A,,saheli,,0
,,2.0,03/10/2024,08:58,500.0,500.0,0.0,,,,,A,YS-M32/80-7800051/2025,A,CASH,,,,,,M32,80,A,,saheli,,0
,,3.0,03/10/2024,14:38,500.0,500.0,0.0,,,,,A,YS-M32/80-7800059/2025,A,CASH,,,,,,M32,80,A,,cic,,0
,,4.0,04/10/2024,11:35,500.0,500.0,0.0,,,,,A,YS-M32/80-7800042/2025,A,On/P,,04-10-2024,BANK OF BARODA,,,M32,80,A,,saheli,,769677990487
,,5.0,04/10/2024,11:49,500.0,500.0,0.0,,,,,A,YS-M32/80-7800018/2025,A,CASH,,,,,,M32,80,A,,saheli,,0
,,6.0,04/10/2024,13:43,500.0,500.0,0.0,,,,,A,YS-M32/80-7800019/2025,A,CASH,,,,,,M32,80,A,,saheli,,0
,,7.0,04/10/2024,14:21,500.0,500.0,0.0,,,,,A,YS-M32/80-7800069/2025,A,CASH,,,,,,M32,80,A,,toyeba,,0
,,8.0,04/10/2024,14:22,500.0,500.0,0.0,,,,,A,YS-M32/80-7800079/2025,A,CASH,,,,,,M32,80,A,,toyeba,,0
,,9.0,04/10/2024,14:24,500.0,500.0,0.0,,,,,A,YS-M32/80-7800080/2025,A,CASH,,,,,,M32,80,A,,toyeba,,0
,,10.0,04/10/2024,17:15,500.0,500.0,0.0,,,,,A,YS-M32/80-7800035/2025,A,CASH,,,,,,M32,80,A,,cic,,0
,,11.0,04/10/2024,18:03,500.0,500.0,0.0,,,,,A,YS-M32/80-7600018/2025,A,CASH,,,,,,M32,80,A,,cic,,0
,,12.0,05/10/2024,16:07,500.0,500.0,0.0,,,,,A,YS-M32/80-7800013/2025,A,CASH,,,,,,M32,80,A,,toyeba,,0
,,13.0,05/10/2024,16:08,500.0,500.0,0.0,,,,,A,YS-M32/80-7800012/2025,A,CASH,,,,,,M32,80,A,,toyeba,,0
,,14.0,05/10/2024,16:09,500.0,500.0,0.0,,,,,A,YS-M32/80-7800014/2025,A,CASH,,,,,,M32,80,A,,toyeba,,0
,,15.0,05/10/2024,16:10,500.0,500.0,0.0,,,,,A,YS-M32/80-7800015/2025,A,CASH,,,,,,M32,80,A,,toyeba,,0
,,16.0,05/10/2024,16:26,500.0,500.0,0.0,,,,,A,YS-M32/80-7600065/2025,A,On/P,,05-10-2024,UNION BANK OF INDIA,,,M32,80,A,,cic,,427983970359
,,17.0,05/10/2024,16:30,500.0,500.0,0.0,,,,,A,YS-M32/80-7800040/2025,A,CASH,,,,,,M32,80,A,,cic,,0
