reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/77-7700304/2024,25,L,ADITA,,,YS-N24/79-7700304/2024,ADITA,35055,,,,,,,79,A,,N24,saheli
YS-N24/77-7700273/2024,25,L,ADITA,,,YS-N24/79-7700273/2024,ADITA,35054,,,,,,,79,A,,N24,saheli
YS-N24/77-7700098/2024,25,L,ADITA,,,YS-N24/79-7700098/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700233/2024,25,L,ADITA,,,YS-N24/79-7700233/2024,ADITA,35051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700008/2024,25,L,ADITA,,,YS-N24/79-7700008/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700102/2024,25,L,ADITA,,,YS-N24/79-7700102/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700204/2024,25,L,ADITA,,,YS-N24/79-7700204/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700283/2024,23,L,ADFAS,,,YS-N24/79-7700283/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7500031/2024,35,L,ADITA,,,YS-N24/79-7500031/2024,ADITA,45051,,,,,,,79,A,,N24,cic
YS-N24/77-7700138/2024,25,L,ADITA,,,YS-N24/79-7700138/2024,ADITA,35055,,,,,,,79,A,,N24,saheli
YS-N24/77-7700147/2024,25,L,ADITA,,,YS-N24/79-7700147/2024,ADITA,35051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700214/2024,25,L,ADITA,,,YS-N24/79-7700214/2024,ADITA,35055,,,,,,,79,A,,N24,saheli
YS-N24/77-7700082/2024,25,L,ADITA,,,YS-N24/79-7700082/2024,ADITA,35053,,,,,,,79,A,,N24,saheli
YS-N24/77-7700100/2024,25,L,ADITA,,,YS-N24/79-7700100/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700075/2024,25,L,ADITA,,,YS-N24/79-7700075/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700076/2024,25,L,ADITA,,,YS-N24/79-7700076/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700207/2024,22,L,ADDTP,,,YS-N24/79-7700207/2024,ADDTP,32051,,,,,,,79,A,,N24,cic
YS-N24/77-7700305/2024,22,L,ADDTP,,,YS-N24/79-7700305/2024,ADDTP,32051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7500104/2024,35,L,ADITA,,,YS-N24/79-7500104/2024,ADITA,45051,,,,,,,79,A,,N24,cic
YS-N24/77-7700012/2024,25,L,ADITA,,,YS-N24/79-7700012/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700136/2024,23,L,ADFAS,,,YS-N24/79-7700136/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700003/2024,23,L,ADFAS,,,YS-N24/79-7700003/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700110/2024,23,L,ADFAS,,,YS-N24/79-7700110/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700111/2024,23,L,ADFAS,,,YS-N24/79-7700111/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700293/2024,25,L,ADITA,,,YS-N24/79-7700293/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700292/2024,25,L,ADITA,,,YS-N24/79-7700292/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700307/2024,25,L,ADITA,,,YS-N24/79-7700307/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7500103/2024,33,L,ADFAS,,,YS-N24/79-7500103/2024,ADFAS,43051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7500102/2024,33,L,ADFAS,,,YS-N24/79-7500102/2024,ADFAS,43051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700116/2024,25,L,CFAS(LAT),,,YS-N24/80-8000345/2025,CFAS(LAT),23001,,,,,,,79,A,,N24,cic
YS-N24/77-7700120/2024,25,L,ADITA,,,YS-N24/79-7700120/2024,ADITA,35053,,,,,,,79,A,,N24,cic
YS-N24/77-7700118/2024,25,L,ADITA,,,YS-N24/79-7700118/2024,ADITA,35053,,,,,,,79,A,,N24,cic
YS-N24/77-7700137/2024,25,L,CFAS(LAT),,,YS-N24/80-8000295/2025,CFAS(LAT),23001,,,,,,,79,A,,N24,saheli
YS-N24/77-7700129/2024,25,L,CFAS(LAT),,,YS-N24/80-8000296/2025,CFAS(LAT),23001,,,,,,,79,A,,N24,saheli
YS-N24/77-7500116/2024,33,L,ADFAS,,,YS-N24/79-7500116/2024,ADFAS,43051,,,,,,,79,A,,N24,cic
YS-N24/77-7700133/2024,25,L,ADITA,,,YS-N24/79-7700133/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700119/2024,25,L,ADITA,,,YS-N24/79-7700119/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700134/2024,25,L,ADITA,,,YS-N24/79-7700134/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700161/2024,25,L,ADITA,,,YS-N24/79-7700161/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700193/2024,25,L,ADITA,,,YS-N24/79-7700193/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700095/2024,25,L,ADITA,,,YS-N24/79-7700095/2024,ADITA,35053,,,,,,,79,A,,N24,cic
YS-N24/77-7700144/2024,25,L,ADITA,,,YS-N24/79-7700144/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700042/2024,25,L,ADITA,,,YS-N24/79-7700042/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700079/2024,25,L,ADITA,,,YS-N24/79-7700079/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700048/2024,25,L,ADITA,,,YS-N24/79-7700048/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700259/2024,25,L,ADITA,,,YS-N24/79-7700259/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700261/2024,25,L,ADITA,,,YS-N24/79-7700261/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700205/2024,25,L,ADITA,,,YS-N24/79-7700205/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700217/2024,25,L,ADITA,,,YS-N24/79-7700217/2024,ADITA,35051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700191/2024,25,L,ADITA,,,YS-N24/79-7700191/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700285/2024,25,L,ADITA,,,YS-N24/79-7700285/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700192/2024,25,L,ADITA,,,YS-N24/79-7700192/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700242/2024,25,L,ADITA,,,YS-N24/79-7700242/2024,ADITA,35051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700017/2024,23,L,ADFAS,,,YS-N24/79-7700017/2024,ADFAS,33051,,,,,,,79,A,,N24,cic
YS-N24/77-7700073/2024,23,L,ADFAS,,,YS-N24/79-7700073/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700309/2024,23,L,ADFAS,,,YS-N24/79-7700309/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700308/2024,23,L,ADFAS,,,YS-N24/79-7700308/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700160/2024,25,L,ADITA,,,YS-N24/79-7700160/2024,ADITA,35053,,,,,,,79,A,,N24,cic
YS-N24/77-7700143/2024,25,L,ADITA,,,YS-N24/79-7700143/2024,ADITA,35051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700297/2024,25,L,ADITA,,,YS-N24/79-7700297/2024,ADITA,35055,,,,,,,79,A,,N24,saheli
YS-N24/77-7700108/2024,25,L,ADITA,,,YS-N24/79-7700108/2024,ADITA,35055,,,,,,,79,A,,N24,saheli
YS-N24/77-7700148/2024,22,L,ADDTP,,,YS-N24/79-7700148/2024,ADDTP,32051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700272/2024,22,L,ADDTP,,,YS-N24/79-7700272/2024,ADDTP,32051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700306/2024,22,L,ADDTP,,,YS-N24/79-7700306/2024,ADDTP,32051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700113/2024,25,L,ADITA,,,YS-N24/79-7700113/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700270/2024,25,L,ADITA,,,YS-N24/79-7700270/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700271/2024,25,L,ADITA,,,YS-N24/79-7700271/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700114/2024,25,L,ADITA,,,YS-N24/79-7700114/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700011/2024,23,L,ADFAS,,,YS-N24/79-7700011/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700047/2024,25,L,ADITA,,,YS-N24/79-7700047/2024,ADITA,35055,,,,,,,79,A,,N24,toyeba
YS-N24/77-7000228/2024,35,L,ADITA,,,YS-N24/79-7000228/2024,ADITA,45051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700002/2024,23,L,ADFAS,,,YS-N24/79-7700002/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700016/2024,23,L,ADFAS,,,YS-N24/79-7700016/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700060/2024,23,L,ADFAS,,,YS-N24/79-7700060/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700022/2024,23,L,ADFAS,,,YS-N24/79-7700022/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700299/2024,25,L,ADITA,,,YS-N24/79-7700299/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700281/2024,25,L,ADITA,,,YS-N24/79-7700281/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700316/2024,25,L,ADITA,,,YS-N24/79-7700316/2024,ADITA,35054,,,,,,,79,A,,N24,toyeba
YS-N24/77-7500001/2024,33,L,ADFAS,,,YS-N24/79-7500001/2024,ADFAS,43051,,,,,,,79,A,,N24,cic
YS-N24/77-7700097/2024,25,L,ADITA,,,YS-N24/79-7700097/2024,ADITA,35053,,,,,,,79,A,,N24,cic
YS-N24/77-7500091/2024,33,L,ADFAS,,,YS-N24/79-7500091/2024,ADFAS,43051,,,,,,,79,A,,N24,cic
YS-N24/77-7700050/2024,25,L,ADITA,,,YS-N24/79-7700050/2024,ADITA,35053,,,,,,,79,A,,N24,cic
YS-N24/77-7700188/2024,25,L,ADITA,,,YS-N24/79-7700188/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700115/2024,25,L,CFAS(LAT),,,YS-N24/80-8000294/2025,CFAS(LAT),23001,,,,,,,79,A,,N24,cic
YS-N24/77-7700044/2024,25,L,ADITA,,,YS-N24/79-7700044/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700124/2024,25,L,ADITA,,,YS-N24/79-7700124/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700260/2024,25,L,ADITA,,,YS-N24/79-7700260/2024,ADITA,35052,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700015/2024,25,L,ADITA,,,YS-N24/79-7700015/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700286/2024,23,L,ADFAS,,,YS-N24/79-7700286/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700186/2024,25,L,ADITA,,,YS-N24/79-7700186/2024,ADITA,35053,,,,,,,79,A,,N24,cic
YS-N24/77-7700187/2024,25,L,ADITA,,,YS-N24/79-7700187/2024,ADITA,35053,,,,,,,79,A,,N24,cic
YS-N24/77-7700176/2024,25,L,ADITA,,,YS-N24/79-7700176/2024,ADITA,35051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700159/2024,25,L,ADITA,,,YS-N24/79-7700159/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700087/2024,25,L,ADITA,,,YS-N24/79-7700087/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700311/2024,25,L,ADITA,,,YS-N24/79-7700311/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700179/2024,22,L,ADDTP,,,YS-N24/79-7700179/2024,ADDTP,32051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700174/2024,25,L,ADITA,,,YS-N24/79-7700174/2024,ADITA,35055,,,,,,,79,A,,N24,toyeba
YS-N24/77-6800383/2024,35,L,ADITA,,,YS-N24/79-6800383/2024,ADITA,45051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7500044/2024,35,L,ADITA,,,YS-N24/79-7500044/2024,ADITA,45051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7500023/2024,33,L,ADFAS,,,YS-N24/79-7500023/2024,ADFAS,43051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700127/2024,23,L,ADFAS,,,YS-N24/79-7700127/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700180/2024,25,L,ADITA,,,YS-N24/79-7700180/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700282/2024,25,L,ADITA,,,YS-N24/79-7700282/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700109/2024,25,L,CFAS(LAT),,,YS-N24/80-8000344/2025,CFAS(LAT),23001,,,,,,,79,A,,N24,saheli
YS-N24/77-7700030/2024,25,L,ADITA,,,YS-N24/79-7700030/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700031/2024,25,L,ADITA,,,YS-N24/79-7700031/2024,ADITA,35051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700265/2024,23,L,ADFAS,,,YS-N24/79-7700265/2024,ADFAS,33051,,,,,,,79,A,,N24,RAKHI DAS
YS-N24/77-7700322/2024,23,L,ADFAS,,,YS-N24/79-7700322/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700146/2024,25,L,ADITA,,,YS-N24/79-7700146/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700145/2024,25,L,ADITA,,,YS-N24/79-7700145/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700064/2024,25,L,ADITA,,,YS-N24/79-7700064/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700244/2024,23,L,ADFAS,,,YS-N24/79-7700244/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7500007/2024,35,L,ADITA,,,YS-N24/79-7500007/2024,ADITA,45051,,,,,,,79,A,,N24,cic
YS-N24/77-7500027/2024,35,L,ADITA,,,YS-N24/79-7500027/2024,ADITA,45051,,,,,,,79,A,,N24,cic
YS-N24/77-7500057/2024,35,L,ADITA,,,YS-N24/79-7500057/2024,ADITA,45051,,,,,,,79,A,,N24,cic
YS-N24/77-7700178/2024,25,L,ADITA,,,YS-N24/79-7700178/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7700052/2024,25,L,ADITA,,,YS-N24/79-7700052/2024,ADITA,35055,,,,,,,79,A,,N24,cic
YS-N24/77-7500065/2024,33,L,ADFAS,,,YS-N24/79-7500065/2024,ADFAS,43051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700059/2024,25,L,ADITA,,,YS-N24/79-7700059/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700291/2024,23,L,ADFAS,,,YS-N24/79-7700291/2024,ADFAS,33051,,,,,,,79,A,,N24,saheli
YS-N24/77-7700084/2024,25,L,ADITA,,,YS-N24/79-7700084/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700085/2024,25,L,ADITA,,,YS-N24/79-7700085/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700055/2024,25,L,ADITA,,,YS-N24/79-7700055/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7700090/2024,25,L,ADITA,,,YS-N24/79-7700090/2024,ADITA,35052,,,,,,,79,A,,N24,saheli
YS-N24/77-7500041/2024,35,L,ADITA,,,YS-N24/79-7500041/2024,ADITA,45051,,,,,,,79,A,,N24,cic
YS-N24/77-7500097/2024,35,L,ADITA,,,YS-N24/79-7500097/2024,ADITA,45051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700101/2024,23,L,ADFAS,,,YS-N24/79-7700101/2024,ADFAS,33051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7500066/2024,33,L,ADFAS,,,YS-N24/79-7500066/2024,ADFAS,43051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7500002/2024,33,L,ADFAS,,,YS-N24/79-7500002/2024,ADFAS,43051,,,,,,,79,A,,N24,toyeba
YS-N24/77-7700068/2024,25,L,CFAS(LAT),,,YS-N24/78-7800097/2024,CFAS(LAT),23001,,,,,,,78,A,,N24,cic
