reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/70-6800082/2022,06/04/2022,1.0,10/05/2022,07/05/2022,149.0,10/06/2022,01/06/2022,312.0,10/07/2022,06/07/2022,872.0,10/08/2022,06/08/2022,1534.0,10/09/2022,03/09/2022,1917.0,,,,,,,,,,70,A,N24,3000.0,500.0,PROMITA
YS-N24/70-6800126/2022,06/04/2022,2.0,10/05/2022,07/05/2022,150.0,10/06/2022,01/06/2022,314.0,10/07/2022,09/07/2022,1074.0,10/08/2022,06/08/2022,1516.0,10/09/2022,31/08/2022,1886.0,,,,,,,,,,70,A,N24,3000.0,500.0,cic
YS-N24/70-6800083/2022,06/04/2022,3.0,10/05/2022,07/05/2022,148.0,10/06/2022,01/06/2022,313.0,10/07/2022,06/07/2022,879.0,10/08/2022,06/08/2022,1533.0,10/09/2022,03/09/2022,1916.0,,,,,,,,,,70,A,N24,3000.0,500.0,PROMITA
YS-N24/70-6800055/2022,06/04/2022,4.0,10/05/2022,07/05/2022,153.0,10/06/2022,08/06/2022,445.0,10/07/2022,09/07/2022,1077.0,10/08/2022,10/08/2022,1655.0,10/09/2022,10/09/2022,2144.0,,,,,,,,,,70,A,N24,3000.0,500.0,deba
YS-N24/70-6800139/2022,07/04/2022,5.0,10/05/2022,02/05/2022,118.0,10/06/2022,02/06/2022,333.0,10/07/2022,04/07/2022,826.0,10/08/2022,04/08/2022,1433.0,10/09/2022,08/09/2022,2031.0,,,,,,,,,,70,A,N24,3000.0,500.0,PROMITA
YS-N24/70-6800026/2022,07/04/2022,6.0,10/05/2022,12/05/2022,199.0,10/06/2022,06/06/2022,375.0,10/07/2022,04/07/2022,829.0,10/08/2022,08/08/2022,1576.0,10/09/2022,05/09/2022,1933.0,,,,,,,,,,70,A,N24,3000.0,500.0,PROMITA
YS-N24/70-6800153/2022,07/04/2022,7.0,10/05/2022,16/05/2022,218.0,10/06/2022,06/06/2022,366.0,10/07/2022,11/07/2022,1114.0,10/08/2022,18/08/2022,1778.0,10/09/2022,12/09/2022,2168.0,,,,,,,,,,70,A,N24,3000.0,500.0,saheli
YS-N24/70-6800007/2022,07/04/2022,8.0,10/05/2022,05/05/2022,125.0,10/06/2022,09/06/2022,490.0,10/07/2022,11/07/2022,1127.0,10/08/2022,08/08/2022,1590.0,10/09/2022,05/09/2022,1937.0,,,,,,,,,,70,A,N24,3000.0,500.0,cic
YS-N24/70-6800028/2022,07/04/2022,9.0,10/05/2022,09/05/2022,158.0,10/06/2022,10/06/2022,503.0,10/07/2022,09/07/2022,1018.0,10/08/2022,10/08/2022,1605.0,10/09/2022,09/09/2022,2067.0,,,,,,,,,,70,A,N24,3000.0,500.0,PROMITA
YS-N24/70-6800081/2022,07/04/2022,10.0,10/05/2022,09/05/2022,159.0,10/06/2022,06/06/2022,378.0,10/07/2022,04/07/2022,825.0,10/08/2022,04/08/2022,1432.0,10/09/2022,08/09/2022,2041.0,,,,,,,,,,70,A,N24,3000.0,500.0,deba
YS-N24/70-6800119/2022,07/04/2022,11.0,10/05/2022,02/05/2022,117.0,10/06/2022,02/06/2022,323.0,10/07/2022,04/07/2022,828.0,10/08/2022,01/08/2022,1363.0,10/09/2022,08/09/2022,2029.0,,,,,,,,,,70,A,N24,3000.0,500.0,saheli
YS-N24/70-6600060/2022,07/04/2022,12.0,10/05/2022,12/05/2022,191.0,10/06/2022,09/06/2022,468.0,10/07/2022,09/07/2022,1033.0,10/08/2022,22/08/2022,1836.0,10/09/2022,05/09/2022,1932.0,,,,,,,,,,70,A,N24,3000.0,500.0,PROMITA
YS-N24/70-6600012/2022,07/04/2022,13.0,10/05/2022,09/05/2022,156.0,10/06/2022,13/06/2022,585.0,10/07/2022,11/07/2022,1117.0,10/08/2022,13/08/2022,1699.0,10/09/2022,12/09/2022,2164.0,,,,,,,,,,70,A,N24,3000.0,500.0,saheli
YS-N24/70-6600017/2022,07/04/2022,14.0,10/05/2022,12/05/2022,192.0,10/06/2022,09/06/2022,470.0,10/07/2022,07/07/2022,931.0,10/08/2022,22/08/2022,1837.0,10/09/2022,19/09/2022,2275.0,,,,,,,,,,70,A,N24,3000.0,500.0,saheli
YS-N24/70-6600069/2022,07/04/2022,15.0,10/05/2022,12/05/2022,190.0,10/06/2022,09/06/2022,469.0,10/07/2022,07/07/2022,930.0,10/08/2022,08/08/2022,1579.0,10/09/2022,12/09/2022,2167.0,,,,,,,,,,70,A,N24,3000.0,500.0,saheli
YS-N24/70-6600011/2022,07/04/2022,16.0,10/05/2022,09/05/2022,157.0,10/06/2022,06/06/2022,364.0,10/07/2022,11/07/2022,1120.0,10/08/2022,08/08/2022,1575.0,10/09/2022,12/09/2022,2165.0,,,,,,,,,,70,A,N24,3000.0,500.0,saheli
YS-N24/70-6600015/2022,07/04/2022,17.0,10/05/2022,10/06/2022,524.0,10/06/2022,10/06/2022,524.0,10/07/2022,18/07/2022,1257.0,10/08/2022,13/08/2022,1707.0,10/09/2022,15/09/2022,2239.0,,,,,,,,,,70,A,N24,3000.0,500.0,deba
YS-N24/70-6800166/2022,07/04/2022,18.0,10/05/2022,10/05/2022,172.0,10/06/2022,03/06/2022,342.0,10/07/2022,08/07/2022,969.0,10/08/2022,05/08/2022,1473.0,10/09/2022,07/09/2022,1988.0,,,,,,,,,,70,A,N24,3000.0,500.0,PROMITA
YS-N24/70-6800022/2022,07/04/2022,19.0,10/05/2022,09/05/2022,160.0,10/06/2022,06/06/2022,384.0,10/07/2022,07/07/2022,932.0,10/08/2022,18/08/2022,1782.0,10/09/2022,05/09/2022,1935.0,,,,,,,,,,70,A,N24,3000.0,500.0,deba
