reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/67-6500043/2021,10/05/2021,1.0,10/06/2021,09/09/2021,200.0,10/07/2021,21/10/2021,572.0,10/08/2021,11/11/2021,752.0,10/09/2021,09/12/2021,897.0,10/10/2021,06/01/2022,1030.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6500134/2021,10/05/2021,2.0,10/06/2021,09/09/2021,204.0,10/07/2021,09/09/2021,204.0,10/08/2021,11/11/2021,745.0,10/09/2021,15/11/2021,785.0,10/10/2021,17/01/2022,1078.0,,,,,,,,,,67,A,N24,3000.0,500.0,RAKHI DAS
YS-N24/67-6500141/2021,10/05/2021,3.0,10/06/2021,06/09/2021,168.0,10/07/2021,07/10/2021,516.0,10/08/2021,01/11/2021,656.0,10/09/2021,02/12/2021,859.0,10/10/2021,03/01/2022,1017.0,,,,,,,,,,67,A,N24,3000.0,500.0,RAKHI DAS
YS-N24/67-6500133/2021,10/05/2021,4.0,10/06/2021,,,10/07/2021,,,10/08/2021,,,10/09/2021,,,10/10/2021,,,,,,,,,,,,67,A,N24,3000.0,500.0,
YS-N24/67-6700001/2021,10/05/2021,5.0,10/06/2021,09/09/2021,210.0,10/07/2021,04/10/2021,466.0,10/08/2021,08/11/2021,690.0,10/09/2021,09/12/2021,912.0,10/10/2021,10/01/2022,1068.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6500015/2021,10/05/2021,6.0,10/06/2021,13/09/2021,271.0,10/07/2021,21/10/2021,569.0,10/08/2021,08/11/2021,689.0,10/09/2021,09/12/2021,906.0,10/10/2021,10/01/2022,1065.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6500016/2021,10/05/2021,7.0,10/06/2021,13/09/2021,272.0,10/07/2021,21/10/2021,568.0,10/08/2021,08/11/2021,688.0,10/09/2021,09/12/2021,905.0,10/10/2021,10/01/2022,1064.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6400011/2021,10/05/2021,8.0,10/06/2021,06/09/2021,167.0,10/07/2021,07/10/2021,494.0,10/08/2021,08/11/2021,692.0,10/09/2021,17/01/2022,1079.0,10/10/2021,07/02/2022,1109.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6500081/2021,10/05/2021,9.0,10/06/2021,09/09/2021,201.0,10/07/2021,25/10/2021,612.0,10/08/2021,11/11/2021,746.0,10/09/2021,09/12/2021,902.0,10/10/2021,10/01/2022,1062.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6400031/2021,10/05/2021,10.0,10/06/2021,10/09/2021,248.0,10/07/2021,08/10/2021,536.0,10/08/2021,19/11/2021,829.0,10/09/2021,10/12/2021,951.0,10/10/2021,07/01/2022,1055.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6500098/2021,10/05/2021,11.0,10/06/2021,07/09/2021,187.0,10/07/2021,08/10/2021,537.0,10/08/2021,02/11/2021,670.0,10/09/2021,07/12/2021,888.0,10/10/2021,07/01/2022,1053.0,,,,,,,,,,67,A,N24,3000.0,500.0,saikat dey
YS-N24/67-6500130/2021,10/05/2021,12.0,10/06/2021,10/09/2021,251.0,10/07/2021,19/11/2021,830.0,10/08/2021,23/11/2021,839.0,10/09/2021,07/12/2021,889.0,10/10/2021,07/01/2022,1052.0,,,,,,,,,,67,A,N24,3000.0,500.0,saikat dey
YS-N24/67-6500129/2021,10/05/2021,13.0,10/06/2021,10/09/2021,249.0,10/07/2021,05/10/2021,484.0,10/08/2021,02/11/2021,669.0,10/09/2021,10/12/2021,950.0,10/10/2021,07/01/2022,1054.0,,,,,,,,,,67,A,N24,3000.0,500.0,saikat dey
YS-N24/67-6500059/2021,10/05/2021,14.0,10/06/2021,04/09/2021,144.0,10/07/2021,09/10/2021,546.0,10/08/2021,09/10/2021,546.0,10/09/2021,07/12/2021,890.0,10/10/2021,07/12/2021,890.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6500014/2021,10/05/2021,15.0,10/06/2021,16/09/2021,307.0,10/07/2021,,,10/08/2021,,,10/09/2021,,,10/10/2021,,,,,,,,,,,,67,A,N24,3000.0,500.0,saikat dey
YS-N24/67-6500011/2021,11/05/2021,16.0,10/06/2021,04/09/2021,143.0,10/07/2021,06/10/2021,489.0,10/08/2021,08/11/2021,705.0,10/09/2021,13/12/2021,974.0,10/10/2021,10/01/2022,1071.0,,,,,,,,,,67,A,N24,3000.0,500.0,saikat dey
YS-N24/67-6500108/2021,11/05/2021,17.0,10/06/2021,15/09/2021,293.0,10/07/2021,,,10/08/2021,,,10/09/2021,,,10/10/2021,,,,,,,,,,,,67,A,N24,3000.0,500.0,saikat dey
YS-N24/67-6500008/2021,12/05/2021,18.0,10/06/2021,,,10/07/2021,,,10/08/2021,,,10/09/2021,,,10/10/2021,,,,,,,,,,,,67,A,N24,3000.0,500.0,
YS-N24/67-6500120/2021,13/05/2021,19.0,10/06/2021,09/09/2021,202.0,10/07/2021,25/10/2021,610.0,10/08/2021,11/11/2021,744.0,10/09/2021,09/12/2021,901.0,10/10/2021,10/01/2022,1063.0,,,,,,,,,,67,A,N24,3000.0,500.0,cic
YS-N24/67-6700002/2021,05/08/2021,20.0,10/07/2021,14/09/2021,283.0,10/08/2021,08/10/2021,527.0,10/09/2021,09/11/2021,716.0,10/10/2021,,,,,,,,,,,,,,,67,A,N24,2000.0,500.0,cic
