recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,19.0,05/11/2014,09:51,500.0,500.0,0.0,,,,,A,YS-N24/43-4100170/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,20.0,05/11/2014,09:55,500.0,500.0,0.0,,,,,A,YS-N24/43-4100132/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,21.0,05/11/2014,09:56,500.0,500.0,0.0,,,,,A,YS-N24/43-4100133/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,22.0,05/11/2014,10:03,500.0,500.0,0.0,,,,,A,YS-N24/43-4100159/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,23.0,05/11/2014,10:07,500.0,500.0,0.0,,,,,A,YS-N24/43-4100128/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,24.0,05/11/2014,10:09,500.0,500.0,0.0,,,,,A,YS-N24/43-4100191/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,25.0,05/11/2014,10:10,500.0,500.0,0.0,,,,,A,YS-N24/43-3900143/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,26.0,05/11/2014,10:13,500.0,500.0,0.0,,,,,A,YS-N24/43-4100171/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,27.0,05/11/2014,10:17,500.0,500.0,0.0,,,,,A,YS-N24/43-4100156/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,28.0,05/11/2014,10:17,500.0,500.0,0.0,,,,,A,YS-N24/43-4100163/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,29.0,05/11/2014,10:25,500.0,500.0,0.0,,,,,A,YS-N24/43-4100141/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,30.0,05/11/2014,10:25,500.0,500.0,0.0,,,,,A,YS-N24/43-4100136/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,31.0,05/11/2014,10:27,500.0,500.0,0.0,,,,,A,YS-N24/43-4100134/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,32.0,05/11/2014,10:27,500.0,500.0,0.0,,,,,A,YS-N24/43-4100135/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,33.0,05/11/2014,10:34,500.0,500.0,0.0,,,,,A,YS-N24/43-4100160/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,34.0,05/11/2014,10:36,500.0,500.0,0.0,,,,,A,YS-N24/43-4100002/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,35.0,05/11/2014,10:38,500.0,500.0,0.0,,,,,A,YS-N24/43-4100018/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,36.0,05/11/2014,10:39,500.0,500.0,0.0,,,,,A,YS-N24/43-4100001/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,37.0,05/11/2014,10:41,500.0,500.0,0.0,,,,,A,YS-N24/43-4100009/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,38.0,05/11/2014,10:43,500.0,500.0,0.0,,,,,A,YS-N24/43-3900459/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,39.0,05/11/2014,10:48,500.0,500.0,0.0,,,,,A,YS-N24/43-4100153/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,40.0,05/11/2014,10:48,500.0,500.0,0.0,,,,,A,YS-N24/43-4100143/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,41.0,05/11/2014,10:51,500.0,500.0,0.0,,,,,A,YS-N24/43-4100144/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,42.0,05/11/2014,10:52,500.0,500.0,0.0,,,,,A,YS-N24/43-4100151/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,43.0,05/11/2014,10:56,500.0,500.0,0.0,,,,,A,YS-N24/43-4100118/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,44.0,05/11/2014,10:58,500.0,500.0,0.0,,,,,A,YS-N24/43-3900138/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,45.0,05/11/2014,11:03,500.0,500.0,0.0,,,,,A,YS-N24/43-4100072/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,46.0,05/11/2014,11:06,500.0,500.0,0.0,,,,,A,YS-N24/43-4100104/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,47.0,05/11/2014,11:13,500.0,500.0,0.0,,,,,A,YS-N24/43-4100058/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
,,48.0,05/11/2014,11:15,500.0,500.0,0.0,,,,,A,YS-N24/43-4100057/2015,A,CASH,0.0,,,,,N24,43,A,,saheli,,
