reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/22-2200001/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200002/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200003/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200004/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200005/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200006/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200007/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200008/2009,25,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200009/2009,25,,DITA,,,,,,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200010/2009,25,,DITA,,,,,,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200011/2009,25,,DITA,,,YS-N24/23-2200011/2009,DITA,35023,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200012/2009,25,,DITA,,,YS-N24/23-2200012/2009,DITA,35028,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200013/2009,27,,DCHM,,,YS-N24/23-2200013/2009,DCHM,37021,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200014/2009,25,,DITA,,,YS-N24/23-2200014/2009,DITA,35026,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200015/2009,25,,DITA,,,YS-N24/23-2200015/2009,DITA,35026,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200016/2009,25,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200017/2009,25,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200018/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200019/2009,37,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200020/2009,25,,DITA,,,YS-N24/23-2200020/2009,DITA,35022,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200021/2009,25,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
YS-N24/22-2200022/2009,25,,DITA,,,,,,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200023/2009,25,,DITA,,,YS-N24/23-2200023/2009,DITA,35029,,,,,,,22,A,Y,N24,UNKNOWN
YS-N24/22-2200024/2009,25,,,,,,,,,,,,,,22,A,N,N24,UNKNOWN
