reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/23-2200011/2009,35,,,,,YS-N24/25-2500003/2010,,45001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200012/2009,35,,CDTP(LAT),,,YS-N24/24-2400049/2010,CDTP(LAT),22001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200013/2009,37,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200014/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200023/2009,35,,,,,YS-N24/25-2200023/2010,,45001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200028/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200030/2009,35,,CDTP(LAT),,,YS-N24/24-2400009/2010,CDTP(LAT),22001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200043/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200047/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200050/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200051/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200052/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200054/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200055/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200056/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200057/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200059/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200068/2009,35,,ADITA,,,YS-N24/25-2200068/2010,ADITA,45001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200069/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200073/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200074/2009,35,,CCHM,,,YS-N24/24-2400222/2010,CCHM,27001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200080/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200081/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200084/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200085/2009,35,,CDTP(LAT),,,YS-N24/24-2400012/2010,CDTP(LAT),22001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200088/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200092/2009,35,,CDTP(LAT),,,YS-N24/24-2400046/2010,CDTP(LAT),22001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200093/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200094/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200096/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200100/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200101/2009,35,,,,,YS-N24/25-2200101/2010,,45001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200107/2009,35,,CDTP(LAT),,,YS-N24/24-2400011/2010,CDTP(LAT),22001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200109/2009,35,,CDTP(LAT),,,YS-N24/24-2400047/2010,CDTP(LAT),22001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200114/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200120/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200131/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200136/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200144/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200145/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200150/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200155/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200160/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200162/2009,35,,ADITA,,,YS-N24/25-2200162/2010,ADITA,45001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200164/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200165/2009,35,,ADITA,,,YS-N24/25-2200165/2010,ADITA,45001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200166/2009,35,,CDTP(LAT),,,YS-N24/24-2400114/2010,CDTP(LAT),22001,,,,,,,23,A,N,N24,UNKNOWN
YS-N24/23-2200168/2009,35,,,,,,,,,,,,,,23,A,N,N24,UNKNOWN
