reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/23-2200136/2009,02/09/2009,1.0,10/10/2009,04/10/2009,253.0,10/11/2009,09/11/2009,616.0,10/12/2009,04/12/2009,887.0,10/01/2010,06/01/2010,1742.0,10/02/2010,05/02/2010,2489.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200242/2009,02/09/2009,2.0,10/10/2009,23/10/2009,359.0,10/11/2009,06/11/2009,489.0,10/12/2009,07/12/2009,1064.0,10/01/2010,04/01/2010,1631.0,10/02/2010,24/02/2010,3156.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200190/2009,02/09/2009,3.0,10/10/2009,30/10/2009,415.0,10/11/2009,06/11/2009,497.0,10/12/2009,02/12/2009,852.0,10/01/2010,04/01/2010,1634.0,10/02/2010,22/01/2010,2240.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200206/2009,02/09/2009,4.0,10/10/2009,06/11/2009,499.0,10/11/2009,06/11/2009,500.0,10/12/2009,11/12/2009,1378.0,10/01/2010,08/01/2010,1877.0,10/02/2010,08/02/2010,2653.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200166/2009,02/09/2009,5.0,10/10/2009,01/11/2009,428.0,10/11/2009,01/11/2009,429.0,10/12/2009,06/12/2009,932.0,10/01/2010,06/01/2010,1752.0,10/02/2010,03/02/2010,2390.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200165/2009,02/09/2009,6.0,10/10/2009,22/11/2009,815.0,10/11/2009,22/11/2009,816.0,10/12/2009,02/12/2009,853.0,10/01/2010,17/01/2010,2201.0,10/02/2010,03/02/2010,2394.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200169/2009,02/09/2009,7.0,10/10/2009,04/11/2009,463.0,10/11/2009,04/11/2009,464.0,10/12/2009,07/12/2009,1114.0,10/01/2010,10/01/2010,2083.0,10/02/2010,10/02/2010,2936.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200160/2009,02/09/2009,8.0,10/10/2009,08/10/2009,269.0,10/11/2009,07/11/2009,529.0,10/12/2009,12/12/2009,1393.0,10/01/2010,03/01/2010,1598.0,10/02/2010,06/03/2010,3313.0,/  /,,0.0,/  /,,0.0,/  /,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200174/2009,02/09/2009,9.0,10/10/2009,25/10/2009,380.0,10/11/2009,14/11/2009,763.0,10/12/2009,05/12/2009,898.0,10/01/2010,03/01/2010,1597.0,10/02/2010,06/02/2010,2565.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
YS-N24/23-2200222/2009,02/09/2009,10.0,10/10/2009,15/10/2009,322.0,10/11/2009,07/11/2009,527.0,10/12/2009,05/12/2009,911.0,10/01/2010,09/01/2010,1975.0,10/02/2010,06/02/2010,2559.0,,,0.0,,,0.0,,,0.0,23,A,N24,2400.0,0.0,UNKNOWN
