recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,04/01/2017,18:47,500.0,500.0,0.0,,,,,A,YS-N24/52-5000107/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,2.0,04/01/2017,18:48,500.0,500.0,0.0,,,,,A,YS-N24/52-5000022/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,3.0,04/01/2017,18:49,500.0,500.0,0.0,,,,,A,YS-N24/52-5000021/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,4.0,04/01/2017,18:49,500.0,500.0,0.0,,,,,A,YS-N24/52-5000046/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,5.0,04/01/2017,18:50,500.0,500.0,0.0,,,,,A,YS-N24/52-5000102/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,6.0,04/01/2017,18:50,500.0,500.0,0.0,,,,,A,YS-N24/52-5000060/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,7.0,04/01/2017,18:51,500.0,500.0,0.0,,,,,A,YS-N24/52-5000122/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,8.0,04/01/2017,18:51,500.0,500.0,0.0,,,,,A,YS-N24/52-5000006/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,9.0,04/01/2017,18:52,500.0,500.0,0.0,,,,,A,YS-N24/52-5000070/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,10.0,04/01/2017,19:26,500.0,500.0,0.0,,,,,A,YS-N24/52-5000065/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,11.0,04/01/2017,19:27,500.0,500.0,0.0,,,,,A,YS-N24/52-5000095/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,12.0,04/01/2017,19:27,500.0,500.0,0.0,,,,,A,YS-N24/52-5000066/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,13.0,05/01/2017,08:16,500.0,500.0,0.0,,,,,A,YS-N24/52-5000081/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,14.0,05/01/2017,10:00,500.0,500.0,0.0,,,,,A,YS-N24/52-5000082/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,15.0,05/01/2017,10:01,500.0,500.0,0.0,,,,,A,YS-N24/52-5000074/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,16.0,05/01/2017,10:03,500.0,500.0,0.0,,,,,A,YS-N24/52-5000020/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,17.0,05/01/2017,11:09,500.0,500.0,0.0,,,,,A,YS-N24/52-5000035/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,18.0,05/01/2017,11:15,500.0,500.0,0.0,,,,,A,YS-N24/52-5000042/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,19.0,05/01/2017,11:17,500.0,500.0,0.0,,,,,A,YS-N24/52-5000005/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,20.0,05/01/2017,12:18,500.0,500.0,0.0,,,,,A,YS-N24/52-5000051/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,21.0,05/01/2017,13:47,500.0,500.0,0.0,,,,,A,YS-N24/52-5000037/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,22.0,05/01/2017,13:51,500.0,500.0,0.0,,,,,A,YS-N24/52-5000018/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,23.0,05/01/2017,14:16,500.0,500.0,0.0,,,,,A,YS-N24/52-5000004/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,24.0,06/01/2017,11:25,500.0,500.0,0.0,,,,,A,YS-N24/52-5000010/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,25.0,06/01/2017,13:48,500.0,500.0,0.0,,,,,A,YS-N24/52-5000015/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,26.0,06/01/2017,13:48,500.0,500.0,0.0,,,,,A,YS-N24/52-5000017/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,27.0,06/01/2017,13:50,500.0,500.0,0.0,,,,,A,YS-N24/52-5000016/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,28.0,06/01/2017,13:50,500.0,500.0,0.0,,,,,A,YS-N24/52-5000007/2017,A,CASH,,,,,,N24,52,A,,PROMITA,,0
,,29.0,07/01/2017,17:11,500.0,500.0,0.0,,,,,A,YS-N24/52-5000071/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
,,30.0,07/01/2017,17:12,500.0,500.0,0.0,,,,,A,YS-N24/52-5000072/2017,A,CASH,,,,,,N24,52,A,,saheli,,0
