reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/52-5000107/2017,04/01/2017,1.0,10/02/2017,18/02/2017,170.0,10/03/2017,08/03/2017,284.0,10/04/2017,09/04/2017,843.0,10/05/2017,06/05/2017,1459.0,10/06/2017,07/06/2017,1954.0,,,,,,,,,,52,A,N24,3000.0,500.0,PROMITA
YS-N24/52-5000022/2017,04/01/2017,2.0,10/02/2017,04/02/2017,82.0,10/03/2017,01/03/2017,213.0,10/04/2017,08/04/2017,824.0,10/05/2017,06/05/2017,1449.0,10/06/2017,03/06/2017,1854.0,,,,,,,,,,52,A,N24,3000.0,500.0,PROMITA
YS-N24/52-5000021/2017,04/01/2017,3.0,10/02/2017,04/02/2017,83.0,10/03/2017,04/03/2017,228.0,10/04/2017,05/04/2017,674.0,10/05/2017,06/05/2017,1450.0,10/06/2017,03/06/2017,1855.0,,,,,,,,,,52,A,N24,3000.0,500.0,PROMITA
YS-N24/52-5000046/2017,04/01/2017,4.0,10/02/2017,08/02/2017,110.0,10/03/2017,08/03/2017,287.0,10/04/2017,09/04/2017,844.0,10/05/2017,06/05/2017,1446.0,10/06/2017,14/06/2017,2143.0,,,,,,,,,,52,A,N24,3000.0,500.0,PROMITA
YS-N24/52-5000102/2017,04/01/2017,5.0,10/02/2017,08/02/2017,114.0,10/03/2017,01/03/2017,210.0,10/04/2017,10/04/2017,879.0,10/05/2017,04/05/2017,1336.0,10/06/2017,24/05/2017,1802.0,,,,,,,,,,52,A,N24,3000.0,500.0,PROMITA
YS-N24/52-5000060/2017,04/01/2017,6.0,10/02/2017,04/02/2017,84.0,10/03/2017,04/03/2017,230.0,10/04/2017,08/04/2017,830.0,10/05/2017,06/05/2017,1451.0,10/06/2017,03/06/2017,1851.0,,,,,,,,,,52,A,N24,3000.0,500.0,PROMITA
YS-N24/52-5000122/2017,04/01/2017,7.0,10/02/2017,04/02/2017,79.0,10/03/2017,08/03/2017,285.0,10/04/2017,01/04/2017,527.0,10/05/2017,06/05/2017,1448.0,10/06/2017,06/06/2017,1889.0,,,,,,,,,,52,A,N24,3000.0,500.0,saheli
YS-N24/52-5000006/2017,04/01/2017,8.0,10/02/2017,06/02/2017,88.0,10/03/2017,04/03/2017,229.0,10/04/2017,03/04/2017,595.0,10/05/2017,03/05/2017,1323.0,10/06/2017,05/06/2017,1858.0,,,,,,,,,,52,A,N24,3000.0,500.0,saheli
YS-N24/52-5000070/2017,04/01/2017,9.0,10/02/2017,08/02/2017,115.0,10/03/2017,11/03/2017,345.0,10/04/2017,01/04/2017,526.0,10/05/2017,03/05/2017,1325.0,10/06/2017,03/06/2017,1853.0,,,,,,,,,,52,A,N24,3000.0,500.0,PROMITA
YS-N24/52-5000065/2017,04/01/2017,10.0,10/02/2017,,,10/03/2017,,,10/04/2017,,,10/05/2017,,,10/06/2017,,,,,,,,,,,,52,A,N24,3000.0,500.0,
