reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/60-6000325/2019,25,L,ADITA,,,YS-N24/62-6000325/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000309/2019,25,L,ADITA,,,YS-N24/62-6000309/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000201/2019,23,L,ADFAS,,,YS-N24/62-6000201/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000260/2019,23,L,ADFAS,,,YS-N24/62-6000260/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000199/2019,23,L,ADFAS,,,YS-N24/62-6000199/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000126/2019,23,L,ADFAS,,,YS-N24/62-6000126/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000016/2019,23,L,ADFAS,,,YS-N24/62-6000016/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000284/2019,23,L,ADFAS,,,YS-N24/62-6000284/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000158/2019,23,L,ADFAS,,,YS-N24/62-6000158/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000106/2019,23,L,ADFAS,,,YS-N24/62-6000106/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000189/2019,23,L,ADFAS,,,YS-N24/62-6000189/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000058/2019,23,L,ADFAS,,,YS-N24/62-6000058/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000061/2019,23,L,ADFAS,,,YS-N24/62-6000061/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000127/2019,23,L,ADFAS,,,YS-N24/62-6000127/2019,ADFAS,33001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-5800014/2019,33,L,ADFAS,,,YS-N24/62-5800014/2019,ADFAS,43001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-5800017/2019,33,L,ADFAS,,,YS-N24/62-5800017/2019,ADFAS,43001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-5800086/2019,33,L,ADFAS,,,YS-N24/62-5800086/2019,ADFAS,43001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000048/2019,25,L,ADITA,,,YS-N24/62-6000048/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000241/2019,25,L,ADITA,,,YS-N24/62-6000241/2019,ADITA,35003,,,,,,,62,A,,N24,saheli
YS-N24/60-5800095/2019,35,L,ADITA,,,YS-N24/62-5800095/2019,ADITA,45001,,,,,,,62,A,,N24,saheli
YS-N24/60-5800016/2019,35,L,ADITA,,,YS-N24/62-5800016/2019,ADITA,45001,,,,,,,62,A,,N24,saheli
YS-N24/60-5800020/2019,35,L,ADITA,,,YS-N24/62-5800020/2019,ADITA,45001,,,,,,,62,A,,N24,saheli
YS-N24/60-5800094/2019,35,L,ADITA,,,YS-N24/62-5800094/2019,ADITA,45001,,,,,,,62,A,,N24,saheli
YS-N24/60-5800091/2019,35,L,ADITA,,,YS-N24/62-5800091/2019,ADITA,45001,,,,,,,62,A,,N24,saheli
YS-N24/60-6000233/2019,25,L,ADITA,,,YS-N24/62-6000233/2019,ADITA,35002,,,,,,,62,A,,N24,saheli
YS-N24/60-6000066/2019,25,L,ADITA,,,YS-N24/62-6000066/2019,ADITA,35002,,,,,,,62,A,,N24,saheli
YS-N24/60-6000065/2019,25,L,ADITA,,,YS-N24/62-6000065/2019,ADITA,35002,,,,,,,62,A,,N24,saheli
YS-N24/60-6000372/2019,25,L,ADITA,,,YS-N24/62-6000372/2019,ADITA,35002,,,,,,,62,A,,N24,saheli
YS-N24/60-6000336/2019,25,L,ADITA,,,YS-N24/62-6000336/2019,ADITA,35001,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000346/2019,25,L,CFAS(LAT),,,YS-N24/69-6900321/2022,CFAS(LAT),23052,,,,,,,62,A,,N24,deba
YS-N24/60-6000183/2019,25,L,ADITA,,,YS-N24/62-6000183/2019,ADITA,35002,,,,,,,62,A,,N24,saheli
YS-N24/60-6000115/2019,25,L,ADITA,,,YS-N24/62-6000115/2019,ADITA,35002,,,,,,,62,A,,N24,saheli
YS-N24/60-6000119/2019,25,L,ADITA,,,YS-N24/62-6000119/2019,ADITA,35002,,,,,,,62,A,,N24,saheli
YS-N24/60-6000118/2019,25,L,ADITA,,,YS-N24/62-6000118/2019,ADITA,35002,,,,,,,62,A,,N24,saheli
YS-N24/60-6000285/2019,25,L,ADITA,,,YS-N24/62-6000285/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000279/2019,25,L,ADITA,,,YS-N24/62-6000279/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000351/2019,25,L,ADITA,,,YS-N24/62-6000351/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000039/2019,25,L,ADITA,,,YS-N24/62-6000039/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000075/2019,25,L,ADITA,,,YS-N24/62-6000075/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-6000027/2019,25,L,ADITA,,,YS-N24/62-6000027/2019,ADITA,35003,,,,,,,62,A,,N24,PROMITA
YS-N24/60-3100504/2019,35,L,ADITA,,,YS-N24/62-3100504/2019,ADITA,45001,,,,,,,62,A,,N24,saheli
