reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/64-6400011/2020,23,L,ADFAS,,,YS-N24/67-6400011/2021,ADFAS,33051,,,,,,,67,A,,N24,saheli
YS-N24/64-6400031/2020,25,L,ADITA,,,YS-N24/67-6400031/2021,ADITA,35051,,,,,,,67,A,,N24,saheli
YS-N24/64-6200063/2020,33,L,ADFAS,,,YS-N24/67-6200063/2021,ADFAS,43051,,,,,,,67,A,,N24,cic
YS-N24/64-6400027/2020,23,L,ADFAS,,,YS-N24/67-6400027/2021,ADFAS,33051,,,,,,,67,A,,N24,cic
YS-N24/64-6200067/2020,35,L,ADITA,,,YS-N24/67-6200067/2021,ADITA,45051,,,,,,,67,A,,N24,cic
YS-N24/64-6200057/2020,33,L,ADFAS,,,YS-N24/67-6200057/2021,ADFAS,43051,,,,,,,67,A,,N24,saikat dey
YS-N24/64-6400002/2020,23,L,ADFAS,,,YS-N24/67-6400002/2021,ADFAS,33051,,,,,,,67,A,,N24,saikat dey
YS-N24/64-6400001/2020,23,L,ADFAS,,,YS-N24/67-6400001/2021,ADFAS,33051,,,,,,,67,A,,N24,saikat dey
YS-N24/64-6400003/2020,25,L,ADITA,,,YS-N24/67-6400003/2021,ADITA,35052,,,,,,,67,A,,N24,saikat dey
YS-N24/64-6200036/2020,35,L,ADITA,,,YS-N24/67-6200036/2021,ADITA,45051,,,,,,,67,A,,N24,saikat dey
YS-N24/64-6200074/2020,33,L,ADFAS,,,YS-N24/67-6200074/2021,ADFAS,43051,,,,,,,67,A,,N24,cic
YS-N24/64-6200080/2020,33,L,ADFAS,,,YS-N24/67-6200080/2021,ADFAS,43051,,,,,,,67,A,,N24,cic
YS-N24/64-6400012/2020,23,L,ADFAS,,,YS-N24/67-6400012/2021,ADFAS,33051,,,,,,,67,A,,N24,saikat dey
YS-N24/64-6200085/2020,33,L,ADFAS,,,YS-N24/67-6200085/2021,ADFAS,43051,,,,,,,67,A,,N24,cic
YS-N24/64-6200044/2020,33,L,ADFAS,,,YS-N24/68-6200044/2022,ADFAS,43001,,,,,,,68,A,,N24,cic
YS-N24/64-6200017/2020,35,L,ADITA,,,YS-N24/68-6200017/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/64-6400008/2020,25,L,ADITA,,,YS-N24/70-6400008/2022,ADITA,35004,,,,,,,70,A,,N24,saheli
