reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/16-1600001/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600002/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600003/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600004/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600005/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600006/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600007/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600008/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600009/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600010/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600011/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600012/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600013/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600014/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600015/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600016/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600017/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600018/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600019/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600020/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600021/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600022/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600023/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600024/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600025/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600026/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600027/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600028/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600029/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600030/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600031/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600032/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600033/2007,32,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600034/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600035/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600036/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600037/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600038/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600039/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600040/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600041/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600042/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600043/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600044/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600045/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600046/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600047/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600048/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600049/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600050/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600051/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600052/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600053/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
YS-N24/16-1600054/2007,35,,,,,,,,,,,,,,16,A,N,N24,UNKNOWN
