reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/16-1600001/2007,06/12/2006,1.0,10/01/2007,12/02/2007,2572.0,10/02/2007,26/02/2007,2714.0,10/03/2007,05/03/2007,2820.0,10/04/2007,06/04/2007,4039.0,10/05/2007,04/05/2007,4934.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600002/2007,06/12/2006,2.0,10/01/2007,12/01/2007,1250.0,10/02/2007,05/02/2007,1747.0,10/03/2007,05/03/2007,2816.0,10/04/2007,04/04/2007,3878.0,10/05/2007,04/05/2007,4933.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600003/2007,06/12/2006,3.0,10/01/2007,10/01/2007,1085.0,10/02/2007,07/02/2007,1942.0,10/03/2007,05/03/2007,2817.0,10/04/2007,04/04/2007,3877.0,10/05/2007,04/05/2007,4932.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600004/2007,06/12/2006,4.0,10/01/2007,10/01/2007,1082.0,10/02/2007,07/02/2007,1940.0,10/03/2007,07/03/2007,3002.0,10/04/2007,04/04/2007,3879.0,10/05/2007,04/05/2007,4928.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600005/2007,06/12/2006,5.0,10/01/2007,10/01/2007,1101.0,10/02/2007,02/02/2007,1648.0,10/03/2007,05/03/2007,2829.0,10/04/2007,04/04/2007,3893.0,10/05/2007,18/05/2007,5795.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600006/2007,06/12/2006,6.0,10/01/2007,12/01/2007,1254.0,10/02/2007,05/02/2007,1750.0,10/03/2007,05/03/2007,2828.0,10/04/2007,04/04/2007,3889.0,10/05/2007,04/05/2007,4949.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600007/2007,06/12/2006,7.0,10/01/2007,12/01/2007,1253.0,10/02/2007,07/02/2007,1962.0,10/03/2007,07/03/2007,3032.0,10/04/2007,06/04/2007,4050.0,10/05/2007,09/05/2007,5414.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600008/2007,06/12/2006,8.0,10/01/2007,10/01/2007,1100.0,10/02/2007,02/02/2007,1647.0,10/03/2007,02/03/2007,2755.0,10/04/2007,04/04/2007,3892.0,10/05/2007,02/05/2007,4864.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600009/2007,06/12/2006,9.0,10/01/2007,09/01/2007,771.0,10/02/2007,05/02/2007,1753.0,10/03/2007,06/03/2007,2919.0,10/04/2007,06/04/2007,4049.0,10/05/2007,04/05/2007,4945.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600010/2007,06/12/2006,10.0,10/01/2007,17/01/2007,1484.0,10/02/2007,19/02/2007,2651.0,10/03/2007,05/03/2007,2830.0,10/04/2007,04/04/2007,3891.0,10/05/2007,07/05/2007,5116.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600011/2007,06/12/2006,11.0,10/01/2007,29/01/2007,1610.0,10/02/2007,05/02/2007,1752.0,10/03/2007,07/03/2007,3034.0,10/04/2007,23/04/2007,4821.0,10/05/2007,18/05/2007,5803.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600012/2007,06/12/2006,12.0,10/01/2007,17/01/2007,1480.0,10/02/2007,07/02/2007,1961.0,10/03/2007,07/03/2007,3033.0,10/04/2007,26/04/2007,4837.0,10/05/2007,07/05/2007,5117.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600013/2007,06/12/2006,13.0,10/01/2007,12/01/2007,1281.0,10/02/2007,09/02/2007,2186.0,10/03/2007,05/03/2007,2818.0,10/04/2007,06/04/2007,4040.0,10/05/2007,04/05/2007,4930.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600014/2007,06/12/2006,14.0,10/01/2007,17/01/2007,1556.0,10/02/2007,10/02/2007,2511.0,10/03/2007,10/03/2007,3587.0,10/04/2007,09/05/2007,5405.0,10/05/2007,09/05/2007,5405.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600015/2007,06/12/2006,15.0,10/01/2007,09/02/2007,2197.0,10/02/2007,09/02/2007,2197.0,10/03/2007,09/03/2007,3243.0,10/04/2007,09/05/2007,5388.0,10/05/2007,09/05/2007,5388.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
YS-N24/16-1600016/2007,06/12/2006,16.0,10/01/2007,10/01/2007,1089.0,10/02/2007,06/02/2007,1921.0,10/03/2007,06/03/2007,2983.0,10/04/2007,10/04/2007,4718.0,10/05/2007,10/05/2007,5693.0,,,0.0,,,0.0,,,0.0,16,A,N24,2400.0,0.0,UNKNOWN
