reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/48-4600111/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600113/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600007/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600100/2016,35,,ADITA,,,YS-N24/50-4600100/2016,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/48-4600104/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600126/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600125/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600114/2016,35,,CDTP(LAT),,,YS-N24/49-4900140/2016,CDTP(LAT),22051,,,,,,,,A,N,,PROMITA
YS-N24/48-4600002/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600115/2016,37,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600016/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600072/2016,35,,ADITA,,,YS-N24/50-4600072/2016,ADITA,45001,,,,,,,,A,N,,saheli
YS-N24/48-4600047/2016,37,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600048/2016,37,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600019/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600020/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600037/2016,35,,ADITA,,,YS-N24/50-4600037/2016,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/48-4600154/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600027/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600015/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4400236/2016,45,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4400386/2016,45,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4400240/2016,45,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4400021/2016,43,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4400022/2016,43,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600078/2016,35,,ADITA,,,YS-N24/50-4600078/2016,ADITA,45001,,,,,,,,A,N,,saheli
YS-N24/48-4600098/2016,35,,ADITA,,,YS-N24/50-4600098/2016,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/48-4600054/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4400369/2016,45,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600109/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600087/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/48-4600121/2016,35,,,,,,,,,,,,,,,A,N,,PROMITA
