reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/48-4600111/2016,01/02/2016,9.0,10/03/2016,07/03/2016,397.0,11/04/2016,11/04/2016,1532.0,10/05/2016,09/05/2016,2162.0,10/06/2016,09/06/2016,2847.0,11/07/2016,11/07/2016,3444.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600113/2016,01/02/2016,10.0,10/03/2016,14/03/2016,632.0,11/04/2016,18/04/2016,1682.0,10/05/2016,23/05/2016,2458.0,10/06/2016,30/06/2016,3124.0,11/07/2016,21/07/2016,3658.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600007/2016,01/02/2016,11.0,10/03/2016,10/03/2016,532.0,11/04/2016,07/04/2016,1246.0,10/05/2016,05/05/2016,1909.0,10/06/2016,06/06/2016,2619.0,11/07/2016,04/08/2016,3726.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600100/2016,02/02/2016,12.0,10/03/2016,04/03/2016,265.0,11/04/2016,19/04/2016,1699.0,10/05/2016,03/05/2016,1837.0,10/06/2016,03/06/2016,2536.0,11/07/2016,09/08/2016,3733.0,,,,,,,,,,48,A,N24,3000.0,500.0,saheli
YS-N24/48-4600104/2016,02/02/2016,13.0,10/03/2016,04/03/2016,264.0,11/04/2016,31/03/2016,966.0,10/05/2016,28/04/2016,1803.0,10/06/2016,30/05/2016,2482.0,11/07/2016,29/06/2016,3119.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600126/2016,02/02/2016,14.0,10/03/2016,15/03/2016,640.0,11/04/2016,,,10/05/2016,,,10/06/2016,,,11/07/2016,,,,,,,,,,,,48,A,N24,3000.0,500.0,saheli
YS-N24/48-4600125/2016,02/02/2016,15.0,10/03/2016,15/03/2016,639.0,11/04/2016,,,10/05/2016,,,10/06/2016,,,11/07/2016,,,,,,,,,,,,48,A,N24,3000.0,500.0,saheli
YS-N24/48-4600114/2016,02/02/2016,16.0,10/03/2016,01/03/2016,211.0,11/04/2016,16/04/2016,1641.0,10/05/2016,16/04/2016,1641.0,10/06/2016,04/06/2016,2541.0,11/07/2016,22/06/2016,3083.0,,,,,,,,,,48,A,N24,3000.0,500.0,saheli
YS-N24/48-4600002/2016,02/02/2016,17.0,10/03/2016,30/04/2016,1812.0,11/04/2016,30/04/2016,1812.0,10/05/2016,09/05/2016,2174.0,10/06/2016,08/06/2016,2720.0,11/07/2016,08/08/2016,3731.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600115/2016,02/02/2016,18.0,10/03/2016,01/03/2016,225.0,11/04/2016,01/04/2016,993.0,10/05/2016,06/05/2016,1977.0,10/06/2016,10/06/2016,2900.0,11/07/2016,05/07/2016,3221.0,,,,,,,,,,48,A,N24,3200.0,500.0,PROMITA
YS-N24/48-4600016/2016,02/02/2016,19.0,10/03/2016,08/03/2016,447.0,11/04/2016,09/04/2016,1378.0,10/05/2016,14/05/2016,2365.0,10/06/2016,31/05/2016,2485.0,11/07/2016,11/07/2016,3463.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600072/2016,02/02/2016,20.0,10/03/2016,07/03/2016,396.0,11/04/2016,11/04/2016,1531.0,10/05/2016,26/05/2016,2469.0,10/06/2016,14/07/2016,3577.0,11/07/2016,14/07/2016,3577.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600047/2016,02/02/2016,21.0,10/03/2016,04/03/2016,301.0,11/04/2016,08/04/2016,1339.0,10/05/2016,06/05/2016,1973.0,10/06/2016,11/06/2016,2927.0,11/07/2016,05/07/2016,3218.0,,,,,,,,,,48,A,N24,3200.0,500.0,PROMITA
YS-N24/48-4600048/2016,02/02/2016,22.0,10/03/2016,04/03/2016,302.0,11/04/2016,08/04/2016,1340.0,10/05/2016,06/05/2016,1972.0,10/06/2016,11/06/2016,2928.0,11/07/2016,05/07/2016,3219.0,,,,,,,,,,48,A,N24,3200.0,500.0,PROMITA
YS-N24/48-4600019/2016,03/02/2016,23.0,10/03/2016,04/03/2016,284.0,11/04/2016,08/04/2016,1295.0,10/05/2016,03/05/2016,1829.0,10/06/2016,03/06/2016,2527.0,11/07/2016,01/07/2016,3129.0,,,,,,,,,,48,A,N24,3000.0,500.0,saheli
YS-N24/48-4600020/2016,03/02/2016,24.0,10/03/2016,08/03/2016,405.0,11/04/2016,08/04/2016,1296.0,10/05/2016,06/05/2016,1947.0,10/06/2016,07/06/2016,2646.0,11/07/2016,05/07/2016,3213.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600037/2016,03/02/2016,25.0,10/03/2016,04/03/2016,285.0,11/04/2016,01/04/2016,974.0,10/05/2016,06/05/2016,1949.0,10/06/2016,03/06/2016,2531.0,11/07/2016,01/07/2016,3132.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600154/2016,03/02/2016,26.0,10/03/2016,08/03/2016,433.0,11/04/2016,05/04/2016,1081.0,10/05/2016,03/05/2016,1833.0,10/06/2016,07/06/2016,2654.0,11/07/2016,05/07/2016,3200.0,,,,,,,,,,48,A,N24,3000.0,500.0,saheli
YS-N24/48-4600027/2016,03/02/2016,27.0,10/03/2016,10/03/2016,537.0,11/04/2016,31/05/2016,2487.0,10/05/2016,31/05/2016,2487.0,10/06/2016,06/06/2016,2617.0,11/07/2016,11/07/2016,3460.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
YS-N24/48-4600015/2016,03/02/2016,28.0,10/03/2016,28/03/2016,909.0,11/04/2016,11/04/2016,1499.0,10/05/2016,23/05/2016,2456.0,10/06/2016,17/06/2016,3053.0,11/07/2016,30/07/2016,3704.0,,,,,,,,,,48,A,N24,3000.0,500.0,saheli
YS-N24/48-4400236/2016,04/02/2016,30.0,10/03/2016,10/03/2016,497.0,11/04/2016,18/04/2016,1665.0,10/05/2016,,,10/06/2016,,,11/07/2016,,,,,,,,,,,,48,A,N24,3000.0,500.0,saheli
YS-N24/48-4400386/2016,04/02/2016,31.0,10/03/2016,08/03/2016,400.0,11/04/2016,04/04/2016,1045.0,10/05/2016,02/05/2016,1821.0,10/06/2016,09/06/2016,2819.0,11/07/2016,04/07/2016,3169.0,,,,,,,,,,48,A,N24,3000.0,500.0,PROMITA
