recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,05/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800001/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,2.0,05/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800002/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,3.0,05/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,1,YS-N24/18-1800002/2007,1,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,4.0,05/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,1,YS-N24/18-1800001/2007,1,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,5.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800003/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,6.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800004/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,7.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800005/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,8.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800006/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,9.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800007/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,10.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800008/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,11.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800009/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,12.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800010/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,13.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800011/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,14.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800012/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,15.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800013/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,16.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800014/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,17.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800015/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,18.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800016/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,19.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800017/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,20.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800018/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,21.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800019/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,22.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800020/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,23.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800021/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,24.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800022/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,25.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800023/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,26.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800024/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,27.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800025/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,28.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800026/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,29.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800027/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,30.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800028/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,31.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800029/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,32.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800030/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,33.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800031/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,34.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800032/2007,A,CASH,0.0,,,,L,N24,18,A,,UNKNOWN,,
,,35.0,06/06/2007,,700.0,700.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800033/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,36.0,06/06/2007,,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800034/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,37.0,06/06/2007,,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800035/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,38.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800036/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,39.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800037/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,40.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800038/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,41.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800039/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,42.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800040/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,43.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800041/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,44.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800042/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,45.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800043/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,46.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800044/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,47.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800045/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,48.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800046/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,49.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800047/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,50.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800048/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,51.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800049/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,52.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800050/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,53.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800051/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,54.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800052/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,55.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800053/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,56.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800054/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,57.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800055/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,58.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800056/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,59.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800057/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,60.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,1,YS-N24/18-1800057/2007,1,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,61.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800058/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,62.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800059/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,63.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800060/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,64.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800061/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,65.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800062/2007,A,CASH,0.0,,,,L,N24,18,A,,UNKNOWN,,
,,66.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800063/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,67.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800064/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,68.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800065/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,69.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800066/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,70.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800067/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,71.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800068/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,72.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800069/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,73.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800070/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,74.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800071/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
,,75.0,06/06/2007,,400.0,400.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/18-1800072/2007,A,CASH,0.0,,,,,N24,18,A,,UNKNOWN,,
