reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/37-3700001/2013,25,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/37-3700002/2013,25,,CFAS(LAT),,,YS-N24/40-4000481/2014,CFAS(LAT),23001,,,,,,,,A,N,,cic
YS-N24/37-3700003/2013,25,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/37-3700004/2013,25,,,,,,,,,,,,,,,A,N,,Debjani
YS-N24/37-3700005/2013,25,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3700006/2013,25,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3700007/2013,25,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500060/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500124/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500094/2013,35,,CDTP(LAT),,,YS-N24/35-3500094/2013,CDTP(LAT),22001,,,,,,,,A,N,,cic
YS-N24/37-3500001/2013,35,,CDTP(LAT),,,YS-N24/38-3800228/2013,CDTP(LAT),22001,,,,,,,,A,N,,cic
YS-N24/37-3500013/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500064/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500065/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500076/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500012/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500009/2013,35,,ADITA,ADITA,,YS-N24/39-3500009/2014,ADITA,45051,YS-N24/39-3500009/2014,ADITA,45051,,,,,A,N,,sharbani
YS-N24/37-3500011/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500038/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500162/2013,35,,CCAD,,,YS-N24/38-3800282/2013,CCAD,21001,,,,,,,,A,N,,cic
YS-N24/37-3500161/2013,35,,ADITA,,,YS-N24/39-3500161/2014,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/37-3500083/2013,35,,ADITA,,,YS-N24/39-3500083/2014,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/37-3500084/2013,35,,ADITA,,,YS-N24/39-3500084/2014,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/37-3500148/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500145/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500028/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500189/2013,35,,CDTP(LAT),,,YS-N24/38-3800278/2013,CDTP(LAT),22001,,,,,,,,A,N,,cic
YS-N24/37-3500041/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500142/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500141/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500129/2013,35,,CFAS(LAT),,,YS-N24/38-3800264/2013,CFAS(LAT),23002,,,,,,,,A,N,,cic
YS-N24/37-3500082/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500091/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500036/2013,35,,ADITA,ADITA,,YS-N24/39-3500036/2014,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/37-3500109/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500135/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500190/2013,35,,CDTP(L),,,YS-N24/38-3800273,CDTP(L),22001,,,,,,,,A,N,,cic
YS-N24/37-3500104/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500103/2013,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/37-3500144/2013,35,,CFAS(LAT),,,YS-N24/38-3800230/2013,CFAS(LAT),23002,,,,,,,,A,N,,cic
