reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/49-4700040/2016,35,,CFAS(LAT),,,YS-N24/50-5000112/2016,CFAS(LAT),23001,,,,,,,,A,N,,cic
YS-N24/49-4700118/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700125/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700501/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700110/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700094/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700127/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700399/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700240/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700146/2016,35,,ADITA,,,YS-N24/51-4700146/2017,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/49-4700416/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700216/2016,35,,ADITA,,,YS-N24/56-4700216/2018,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/49-4700215/2016,35,,ADITA,,,YS-N24/56-4700215/2018,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/49-4700181/2016,35,,ADITA,,,YS-N24/51-4700181/2017,ADITA,45051,,,,,,,,A,N,,PROMITA
YS-N24/49-4700204/2016,35,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700237/2016,35,,CFAS(LAT),,,YS-N24/50-5000115/2016,CFAS(LAT),23001,,,,,,,,A,N,,cic
YS-N24/49-4700138/2016,35,,CFAS(LAT),,,YS-N24/50-5000111/2016,CFAS(LAT),23001,,,,,,,,A,N,,cic
YS-N24/49-4500017/2016,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4500169/2016,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4500206/2016,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/49-4700483/2016,35,,,,,,,,,,,,,,,A,N,,cic
