reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/42-4200001/2014,22,,DDTP,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4200002/2014,25,,CDTP(LAT),DITA,,YS-N24/43-4300189/2015,CDTP(LAT),22051,YS-N24/44-4200002/2015,DITA,35002,,,,,A,N,,saheli
YS-N24/42-4000419/2014,33,,ADFAS,,,YS-N24/44-4000419/2015,ADFAS,43001,,,,,,,,A,N,,saheli
YS-N24/42-4000387/2014,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4000261/2014,33,,ADFAS,,,YS-N24/44-4000261/2015,ADFAS,43001,,,,,,,,A,N,,saheli
YS-N24/42-4000186/2014,33,,ADFAS,,,YS-N24/44-4000186/2015,ADFAS,43001,,,,,,,,A,N,,saheli
YS-N24/42-4000498/2014,33,,ADFAS,,,YS-N24/44-4000498/2015,ADFAS,43001,,,,,,,,A,N,,saheli
YS-N24/42-3800027/2014,43,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4000340/2014,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4000355/2014,35,,CDTP(LAT),,,YS-N24/43-4300196/2015,CDTP(LAT),22051,,,,,,,,A,N,,PROMITA
YS-N24/42-4000343/2014,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4000107/2014,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4000108/2014,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4000127/2014,35,,,,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4000379/2014,35,,ADITA,,,YS-N24/44-4000379/2015,ADITA,45001,,,,,,,,A,N,,cic
YS-N24/42-4000395/2014,35,,CFAS(L),,,,,,,,,,,,,A,N,,PROMITA
YS-N24/42-4000391/2014,35,,,,,,,,,,,,,,,A,N,,PROMITA
