recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,05/02/2014,08:53,500.0,500.0,0.0,,,,,A,YS-N24/40-3800079/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,2.0,05/02/2014,09:02,500.0,500.0,0.0,,,,,A,YS-N24/40-3800095/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,3.0,05/02/2014,09:14,500.0,500.0,0.0,,,,,A,YS-N24/40-3800145/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,4.0,05/02/2014,09:18,500.0,500.0,0.0,,,,,A,YS-N24/40-3800096/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,5.0,05/02/2014,09:20,500.0,500.0,0.0,,,,,A,YS-N24/40-3800103/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,6.0,05/02/2014,09:21,500.0,500.0,0.0,,,,,A,YS-N24/40-3800163/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,7.0,05/02/2014,09:24,500.0,500.0,0.0,,,,,A,YS-N24/40-3800003/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,8.0,05/02/2014,09:26,500.0,500.0,0.0,,,,,A,YS-N24/40-3800012/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,9.0,05/02/2014,09:27,500.0,500.0,0.0,,,,,A,YS-N24/40-3800122/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,10.0,05/02/2014,09:30,500.0,500.0,0.0,,,,,A,YS-N24/40-3800182/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,11.0,05/02/2014,09:34,500.0,500.0,0.0,,,,,A,YS-N24/40-3800210/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,12.0,05/02/2014,09:39,500.0,500.0,0.0,,,,,A,YS-N24/40-3800219/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,13.0,05/02/2014,09:46,500.0,500.0,0.0,,,,,A,YS-N24/40-3800106/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,14.0,05/02/2014,09:54,500.0,500.0,0.0,,,,,A,YS-N24/40-3800023/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
,,15.0,05/02/2014,09:56,500.0,500.0,0.0,,,,,A,YS-N24/40-3800144/2014,A,CASH,0.0,,,,,N24,40,A,,sharbani,,
