reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/11-1100001/2004,07/07/2004,1.0,10/08/2004,14/08/2004,9127.0,10/09/2004,02/09/2004,9251.0,10/10/2004,09/10/2004,10322.0,10/11/2004,02/11/2004,10629.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
YS-N24/11-1100002/2004,07/07/2004,2.0,10/08/2004,07/08/2004,933.0,10/09/2004,07/09/2004,9437.0,10/10/2004,09/10/2004,10321.0,10/11/2004,04/11/2004,10709.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
YS-N24/11-1100003/2004,07/07/2004,3.0,10/08/2004,10/08/2004,8967.0,10/09/2004,07/09/2004,9440.0,10/10/2004,09/10/2004,10315.0,10/11/2004,09/11/2004,10998.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
YS-N24/11-1100004/2004,07/07/2004,4.0,10/08/2004,06/08/2004,862.0,10/09/2004,08/09/2004,9527.0,10/10/2004,04/10/2004,9981.0,10/11/2004,05/11/2004,10753.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
YS-N24/11-1100005/2004,07/07/2004,5.0,10/08/2004,08/09/2004,9525.0,10/09/2004,08/09/2004,9525.0,10/10/2004,03/11/2004,10661.0,10/11/2004,03/11/2004,10661.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
YS-N24/11-1100006/2004,07/07/2004,6.0,10/08/2004,07/07/2004,7.0,10/09/2004,07/07/2004,7.0,10/10/2004,07/07/2004,7.0,10/11/2004,07/07/2004,7.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
YS-N24/11-1100007/2004,07/07/2004,8.0,10/08/2004,04/08/2004,789.0,10/09/2004,24/09/2004,9917.0,10/10/2004,08/10/2004,10187.0,10/11/2004,08/11/2004,10898.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
YS-N24/11-1100008/2004,07/07/2004,9.0,10/08/2004,09/08/2004,1084.0,10/09/2004,06/09/2004,9380.0,10/10/2004,,0.0,10/11/2004,,0.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,3000.0,500.0,UNKNOWN
YS-N24/11-1100009/2004,07/07/2004,10.0,10/08/2004,09/08/2004,1049.0,10/09/2004,08/09/2004,9516.0,10/10/2004,06/10/2004,10077.0,10/11/2004,05/11/2004,10742.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
YS-N24/11-1100010/2004,07/07/2004,11.0,10/08/2004,06/08/2004,858.0,10/09/2004,10/09/2004,9742.0,10/10/2004,06/10/2004,10078.0,10/11/2004,08/11/2004,10873.0,10/12/2004,,0.0,,,0.0,,,0.0,,,0.0,11,A,N24,2400.0,0.0,UNKNOWN
