rollno,reg_no,time,date,lab,batch,batch1,term,session,ses_half,Centre,USER,Remarks
53.0,YS-N24/25-2300168/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
54.0,YS-N24/25-2300073/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
55.0,YS-N24/25-2300183/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
56.0,YS-N24/25-2300010/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
57.0,YS-N24/25-2500002/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
58.0,YS-N24/25-2300150/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
59.0,YS-N24/25-2500005/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
60.0,YS-N24/25-2300100/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
61.0,YS-N24/25-2300109/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
62.0,YS-N24/25-2500006/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
63.0,YS-N24/25-2300056/2010,8.00,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
64.0,YS-N24/25-2300046/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
65.0,YS-N24/25-2300065/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
66.0,YS-N24/25-2300111/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
67.0,YS-N24/25-2300163/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
68.0,YS-N24/25-2300184/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
69.0,YS-N24/25-2300199/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
70.0,YS-N24/25-2300113/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
71.0,YS-N24/25-2300155/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
72.0,YS-N24/25-1901328/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
73.0,YS-N24/25-2300110/2010,9.30,24/09/2010,,35001,DITA,F,25,A,N24,UNKNOWN,
74.0,YS-N24/25-2300097/2010,9.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
75.0,YS-N24/25-2300120/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
76.0,YS-N24/25-2500009/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
77.0,YS-N24/25-2500008/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
78.0,YS-N24/25-2300131/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
79.0,YS-N24/25-2300144/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
80.0,YS-N24/25-2300009/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
81.0,YS-N24/25-2300138/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
82.0,YS-N24/25-2300040/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
83.0,YS-N24/25-2300145/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
84.0,YS-N24/25-2300185/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
85.0,YS-N24/25-2300036/2010,11.00,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
86.0,YS-N24/25-2300069/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
87.0,YS-N24/25-2300188/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
88.0,YS-N24/25-2300187/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
89.0,YS-N24/25-2300082/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
90.0,YS-N24/25-2300038/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
91.0,YS-N24/25-2300052/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
92.0,YS-N24/25-2300034/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
93.0,YS-N24/25-2300154/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
94.0,YS-N24/25-2300002/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
95.0,YS-N24/25-2300177/2010,12.30,24/09/2010,,35002,DITA,F,25,A,N24,UNKNOWN,
96.0,YS-N24/25-2300130/2010,12.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
97.0,YS-N24/25-2300077/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
98.0,YS-N24/25-2300176/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
99.0,YS-N24/25-2300032/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
100.0,YS-N24/25-2300165/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
101.0,YS-N24/25-2300173/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
102.0,YS-N24/25-2300091/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
103.0,YS-N24/25-2300186/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
104.0,YS-N24/25-2500001/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
105.0,YS-N24/25-2300087/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
106.0,YS-N24/25-2300175/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
107.0,YS-N24/25-2300169/2010,14.00,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
108.0,YS-N24/25-2300158/2010,15.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
109.0,YS-N24/25-2300170/2010,15.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
110.0,YS-N24/25-2300171/2010,15.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
111.0,YS-N24/25-2300088/2010,15.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
112.0,YS-N24/25-2300047/2010,15.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
113.0,YS-N24/25-2300164/2010,15.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
114.0,YS-N24/25-2300098/2010,15.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
115.0,YS-N24/25-2300031/2010,15.30,24/09/2010,,35003,DITA,F,25,A,N24,UNKNOWN,
116.0,YS-N24/25-2300083/2010,15.30,24/09/2010,,35004,DITA,F,25,A,N24,UNKNOWN,
117.0,YS-N24/25-2300118/2010,15.30,24/09/2010,,35004,DITA,F,25,A,N24,UNKNOWN,
118.0,YS-N24/25-2500007/2010,15.30,24/09/2010,,35004,DITA,F,25,A,N24,UNKNOWN,
119.0,YS-N24/25-2300015/2010,17.00,24/09/2010,,35004,DITA,F,25,A,N24,UNKNOWN,
120.0,YS-N24/25-2300086/2010,17.00,24/09/2010,,35004,DITA,F,25,A,N24,UNKNOWN,
