reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/72-7200038/2023,23,L,ADFAS,,,YS-N24/74-7200038/2023,ADFAS,33001,,,,,,,74,A,,N24,deba
YS-N24/72-7000200/2023,33,L,ADFAS,,,YS-N24/74-7000200/2023,ADFAS,43001,,,,,,,74,A,,N24,suity
YS-N24/72-7000314/2023,33,L,ADFAS,,,YS-N24/74-7000314/2023,ADFAS,43001,,,,,,,74,A,,N24,cic
YS-N24/72-7000223/2023,35,L,ADITA,,,YS-N24/74-7000223/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000181/2023,35,L,ADITA,,,YS-N24/74-7000181/2023,ADITA,45001,,,,,,,74,A,,N24,saheli
YS-N24/72-7000163/2023,33,L,ADFAS,,,YS-N24/74-7000163/2023,ADFAS,43001,,,,,,,74,A,,N24,deba
YS-N24/72-7000090/2023,33,L,ADFAS,,,YS-N24/74-7000090/2023,ADFAS,43001,,,,,,,74,A,,N24,deba
YS-N24/72-7200053/2023,25,L,ADITA,,,YS-N24/74-7200053/2023,ADITA,35001,,,,,,,74,A,,N24,deba
YS-N24/72-7200052/2023,25,L,ADITA,,,YS-N24/74-7200052/2023,ADITA,35001,,,,,,,74,A,,N24,deba
YS-N24/72-7200014/2023,25,L,ADITA,,,YS-N24/74-7200014/2023,ADITA,35001,,,,,,,74,A,,N24,deba
YS-N24/72-7200031/2023,23,L,ADFAS,,,YS-N24/74-7200031/2023,ADFAS,33001,,,,,,,74,A,,N24,cic
YS-N24/72-7000122/2023,35,L,ADITA,,,YS-N24/74-7000122/2023,ADITA,45001,,,,,,,74,A,,N24,RAKHI DAS
YS-N24/72-7000048/2023,35,L,ADITA,,,YS-N24/74-7000048/2023,ADITA,45001,,,,,,,74,A,,N24,RAKHI DAS
YS-N24/72-7000081/2023,35,L,ADITA,,,YS-N24/74-7000081/2023,ADITA,45001,,,,,,,74,A,,N24,RAKHI DAS
YS-N24/72-7000116/2023,35,L,ADITA,,,YS-N24/74-7000116/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000288/2023,35,L,ADITA,,,YS-N24/74-7000288/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7200091/2023,25,L,ADITA,,,YS-N24/74-7200091/2023,ADITA,35001,,,,,,,74,A,,N24,cic
YS-N24/72-7200036/2023,25,L,ADITA,,,YS-N24/74-7200036/2023,ADITA,35002,,,,,,,74,A,,N24,cic
YS-N24/72-7200020/2023,25,L,ADITA,,,YS-N24/74-7200020/2023,ADITA,35002,,,,,,,74,A,,N24,cic
YS-N24/72-7200033/2023,25,L,ADITA,,,YS-N24/74-7200033/2023,ADITA,35002,,,,,,,74,A,,N24,cic
YS-N24/72-7200006/2023,25,L,ADITA,,,YS-N24/74-7200006/2023,ADITA,35001,,,,,,,74,A,,N24,saheli
YS-N24/72-7200032/2023,25,L,ADITA,,,YS-N24/74-7200032/2023,ADITA,35001,,,,,,,74,A,,N24,saheli
YS-N24/72-7200008/2023,25,L,ADITA,,,YS-N24/74-7200008/2023,ADITA,35001,,,,,,,74,A,,N24,cic
YS-N24/72-7200076/2023,25,L,ADITA,,,YS-N24/74-7200076/2023,ADITA,35001,,,,,,,74,A,,N24,cic
YS-N24/72-7000009/2023,35,L,ADITA,,,YS-N24/74-7000009/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000008/2023,35,L,ADITA,,,YS-N24/74-7000008/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000108/2023,35,L,ADITA,,,YS-N24/74-7000108/2023,ADITA,45001,,,,,,,74,A,,N24,RAKHI DAS
YS-N24/72-7000172/2023,35,L,ADITA,,,YS-N24/74-7000172/2023,ADITA,45001,,,,,,,74,A,,N24,RAKHI DAS
YS-N24/72-7000123/2023,35,L,ADITA,,,YS-N24/74-7000123/2023,ADITA,45001,,,,,,,74,A,,N24,RAKHI DAS
YS-N24/72-7000029/2023,35,L,ADITA,,,YS-N24/74-7000029/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7200055/2023,25,L,ADITA,,,YS-N24/74-7200055/2023,ADITA,35001,,,,,,,74,A,,N24,deba
YS-N24/72-7200054/2023,25,L,ADITA,,,YS-N24/74-7200054/2023,ADITA,35001,,,,,,,74,A,,N24,deba
YS-N24/72-7200035/2023,23,L,ADFAS,,,YS-N24/74-7200035/2023,ADFAS,33001,,,,,,,74,A,,N24,deba
YS-N24/72-7200067/2023,23,L,ADFAS,,,YS-N24/74-7200067/2023,ADFAS,33001,,,,,,,74,A,,N24,deba
YS-N24/72-7200030/2023,25,L,ADITA,,,YS-N24/74-7200030/2023,ADITA,35001,,,,,,,74,A,,N24,deba
YS-N24/72-7200013/2023,23,L,ADFAS,,,YS-N24/74-7200013/2023,ADFAS,33001,,,,,,,74,A,,N24,saheli
YS-N24/72-7200012/2023,23,L,ADFAS,,,YS-N24/74-7200012/2023,ADFAS,33001,,,,,,,74,A,,N24,saheli
YS-N24/72-7200011/2023,23,L,ADFAS,,,YS-N24/74-7200011/2023,ADFAS,33001,,,,,,,74,A,,N24,saheli
YS-N24/72-7200042/2023,25,L,ADITA,,,YS-N24/74-7200042/2023,ADITA,35001,,,,,,,74,A,,N24,saheli
YS-N24/72-7000173/2023,33,L,ADFAS,,,YS-N24/74-7000173/2023,ADFAS,43001,,,,,,,74,A,,N24,cic
YS-N24/72-7200079/2023,23,L,ADFAS,,,YS-N24/74-7200079/2023,ADFAS,33001,,,,,,,74,A,,N24,cic
YS-N24/72-7200048/2023,23,L,ADFAS,,,YS-N24/74-7200048/2023,ADFAS,33001,,,,,,,74,A,,N24,cic
YS-N24/72-7200024/2023,23,L,ADFAS,,,YS-N24/74-7200024/2023,ADFAS,33001,,,,,,,74,A,,N24,cic
YS-N24/72-7000256/2023,35,L,ADITA,,,YS-N24/74-7000256/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7200004/2023,25,L,ADITA,,,YS-N24/74-7200004/2023,ADITA,35001,,,,,,,74,A,,N24,cic
YS-N24/72-7000037/2023,35,L,ADITA,,,YS-N24/74-7000037/2023,ADITA,45001,,,,,,,74,A,,N24,saheli
YS-N24/72-7000284/2023,35,L,ADITA,,,YS-N24/74-7000284/2023,ADITA,45001,,,,,,,74,A,,N24,saheli
YS-N24/72-7000269/2023,35,L,ADITA,,,YS-N24/74-7000269/2023,ADITA,45001,,,,,,,74,A,,N24,saheli
YS-N24/72-7000226/2023,35,L,ADITA,,,YS-N24/74-7000226/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000196/2023,35,L,ADITA,,,YS-N24/74-7000196/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000135/2023,35,L,ADITA,,,YS-N24/74-7000135/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000098/2023,35,L,ADITA,,,YS-N24/74-7000098/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7200037/2023,25,L,ADITA,,,YS-N24/74-7200037/2023,ADITA,35002,,,,,,,74,A,,N24,cic
YS-N24/72-7200016/2023,25,L,CFAS(LAT),,,YS-N24/77-7700317/2024,CFAS(LAT),23052,,,,,,,74,A,,N24,cic
YS-N24/72-7200017/2023,25,L,ADITA,,,YS-N24/74-7200017/2023,ADITA,35002,,,,,,,74,A,,N24,cic
YS-N24/72-7200007/2023,25,L,ADITA,,,YS-N24/74-7200007/2023,ADITA,35001,,,,,,,74,A,,N24,saheli
YS-N24/72-7200015/2023,25,L,ADITA,,,YS-N24/74-7200015/2023,ADITA,35001,,,,,,,74,A,,N24,cic
YS-N24/72-7200070/2023,23,L,ADFAS,,,YS-N24/74-7200070/2023,ADFAS,33001,,,,,,,74,A,,N24,cic
YS-N24/72-7200043/2023,25,L,ADITA,,,YS-N24/74-7200043/2023,ADITA,35002,,,,,,,74,A,,N24,cic
YS-N24/72-7000227/2023,35,L,ADITA,,,YS-N24/74-7000227/2023,ADITA,45001,,,,,,,74,A,,N24,RAKHI DAS
YS-N24/72-7000246/2023,35,L,ADITA,,,YS-N24/74-7000246/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000189/2023,35,L,ADITA,,,YS-N24/74-7000189/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000107/2023,35,L,ADITA,,,YS-N24/74-7000107/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7000136/2023,35,L,ADITA,,,YS-N24/74-7000136/2023,ADITA,45001,,,,,,,74,A,,N24,cic
YS-N24/72-7200001/2023,35,L,ADITA,,,YS-N24/74-7200001/2023,ADITA,45001,,,,,,,74,A,,N24,RAKHI DAS
YS-N24/72-7000195/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000222/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000197/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000086/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000023/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000036/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000007/2023,35,,ADITA,,,YS-N24/74-7000007/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/72-6800028/2023,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/72-6800145/2023,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/72-6800081/2023,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/72-7000117/2023,35,,ADITA,,,YS-N24/74-7000117/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/72-7000101/2023,35,,ADITA,,,YS-N24/77-7000101/2024,ADITA,45051,,,,,,,,A,Y,,saheli
YS-N24/72-7000102/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000263/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000142/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000141/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000143/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000174/2023,35,,ADITA,,,YS-N24/74-7000174/2023,ADITA,45002,,,,,,,,A,Y,,RAKHI DAS
YS-N24/72-6800164/2023,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/72-6800166/2023,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/72-7000249/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000254/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-6800109/2023,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/72-6800108/2023,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/72-7000089/2023,33,,ADFAS,,,YS-N24/74-7000089/2023,ADFAS,43001,,,,,,,,A,Y,,cic
YS-N24/72-7000031/2023,33,,ADFAS,,,YS-N24/74-7000031/2023,ADFAS,43001,,,,,,,,A,Y,,cic
YS-N24/72-7000030/2023,33,,ADFAS,,,YS-N24/74-7000030/2023,ADFAS,43001,,,,,,,,A,Y,,cic
YS-N24/72-7000156/2023,33,,ADFAS,,,YS-N24/75-7000156/2023,ADFAS,43051,,,,,,,,A,Y,,cic
YS-N24/72-7000045/2023,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/72-7000190/2023,35,,ADITA,,,YS-N24/74-7000190/2023,ADITA,45002,,,,,,,,A,Y,,cic
YS-N24/72-7000073/2023,35,,ADITA,,,YS-N24/74-7000073/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/72-7000205/2023,35,,ADITA,,,YS-N24/74-7000205/2023,ADITA,45001,,,,,,,,A,Y,,saheli
YS-N24/72-7000061/2023,35,,ADITA,,,YS-N24/74-7000061/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/72-7000074/2023,35,,ADITA,,,YS-N24/74-7000074/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/72-7000215/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000231/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000217/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000046/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000069/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000076/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000049/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000043/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000002/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000279/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000003/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000104/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000006/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000070/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000027/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000005/2023,35,,ADITA,,,YS-N24/74-7000005/2023,ADITA,45002,,,,,,,,A,Y,,RAKHI DAS
YS-N24/72-7000014/2023,35,,ADITA,,,YS-N24/74-7000014/2023,ADITA,45002,,,,,,,,A,Y,,RAKHI DAS
YS-N24/72-7000121/2023,35,,ADITA,,,YS-N24/74-7000121/2023,ADITA,45001,,,,,,,,A,Y,,RAKHI DAS
YS-N24/72-7000080/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000082/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/72-7000285/2023,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
