reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/72-7000195/2023,10/10/2022,1.0,10/11/2022,10/11/2022,349.0,10/12/2022,09/12/2022,591.0,10/01/2023,10/01/2023,961.0,10/02/2023,11/02/2023,1306.0,10/03/2023,11/03/2023,1584.0,,,,,,,,,,72,A,N24,3000.0,500.0,saheli
YS-N24/72-7000222/2023,10/10/2022,2.0,10/11/2022,10/11/2022,348.0,10/12/2022,10/12/2022,625.0,10/01/2023,10/01/2023,962.0,10/02/2023,11/02/2023,1307.0,10/03/2023,11/03/2023,1585.0,,,,,,,,,,72,A,N24,3000.0,500.0,saheli
YS-N24/72-7000197/2023,10/10/2022,3.0,10/11/2022,07/11/2022,253.0,10/12/2022,15/12/2022,729.0,10/01/2023,16/01/2023,1060.0,10/02/2023,16/02/2023,1365.0,10/03/2023,13/03/2023,1651.0,,,,,,,,,,72,A,N24,3000.0,500.0,cic
YS-N24/72-7000086/2023,10/10/2022,4.0,10/11/2022,03/11/2022,217.0,10/12/2022,09/12/2022,602.0,10/01/2023,06/02/2023,1177.0,10/02/2023,06/02/2023,1177.0,10/03/2023,06/03/2023,1456.0,,,,,,,,,,72,A,N24,3000.0,500.0,saheli
YS-N24/72-7000196/2023,10/10/2022,5.0,10/11/2022,10/11/2022,351.0,10/12/2022,08/12/2022,589.0,10/01/2023,16/01/2023,1066.0,10/02/2023,09/02/2023,1275.0,10/03/2023,09/03/2023,1534.0,,,,,,,,,,72,A,N24,3000.0,500.0,cic
YS-N24/72-7000226/2023,10/10/2022,6.0,10/11/2022,07/11/2022,249.0,10/12/2022,01/12/2022,475.0,10/01/2023,16/01/2023,1065.0,10/02/2023,13/02/2023,1339.0,10/03/2023,09/03/2023,1533.0,,,,,,,,,,72,A,N24,3000.0,500.0,cic
YS-N24/72-7000098/2023,10/10/2022,7.0,10/11/2022,07/11/2022,256.0,10/12/2022,08/12/2022,588.0,10/01/2023,09/01/2023,917.0,10/02/2023,09/02/2023,1276.0,10/03/2023,10/03/2023,1582.0,,,,,,,,,,72,A,N24,3000.0,500.0,cic
YS-N24/72-7000023/2023,11/10/2022,8.0,10/11/2022,08/11/2022,271.0,10/12/2022,02/12/2022,484.0,10/01/2023,11/01/2023,987.0,10/02/2023,15/02/2023,1358.0,10/03/2023,08/03/2023,1484.0,,,,,,,,,,72,A,N24,3000.0,500.0,saheli
YS-N24/72-7000036/2023,11/10/2022,9.0,10/11/2022,08/11/2022,273.0,10/12/2022,02/12/2022,477.0,10/01/2023,09/02/2023,1257.0,10/02/2023,09/02/2023,1257.0,10/03/2023,06/03/2023,1466.0,,,,,,,,,,72,A,N24,3000.0,500.0,saheli
YS-N24/72-7000107/2023,11/10/2022,10.0,10/11/2022,23/12/2022,809.0,10/12/2022,23/12/2022,809.0,10/01/2023,24/01/2023,1120.0,10/02/2023,13/04/2023,2169.0,10/03/2023,13/04/2023,2169.0,,,,,,,,,,72,A,N24,3000.0,500.0,cic
