reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/50-5000001/2016,02/08/2016,7.0,06/10/2016,,,10/11/2016,,,10/12/2016,,,10/01/2017,,,,,,,,,,,,,,,50,A,N24,2000.0,350.0,PROMITA
YS-N24/50-4800003/2016,03/08/2016,10.0,10/09/2016,07/09/2016,496.0,06/10/2016,03/10/2016,869.0,10/11/2016,09/11/2016,1347.0,10/12/2016,08/12/2016,1696.0,10/01/2017,07/01/2017,2013.0,,,,,,,,,,50,A,N24,3000.0,500.0,PROMITA
YS-N24/50-4800359/2016,03/08/2016,11.0,10/09/2016,03/09/2016,432.0,06/10/2016,08/11/2016,1331.0,10/11/2016,08/11/2016,1331.0,10/12/2016,10/12/2016,1767.0,10/01/2017,18/01/2017,2136.0,,,,,,,,,,50,A,N24,3000.0,500.0,saheli
YS-N24/50-4800304/2016,03/08/2016,12.0,10/09/2016,09/09/2016,590.0,06/10/2016,01/10/2016,837.0,10/11/2016,16/11/2016,1459.0,10/12/2016,10/12/2016,1771.0,10/01/2017,07/01/2017,2015.0,,,,,,,,,,50,A,N24,3000.0,500.0,PROMITA
YS-N24/50-4800014/2016,03/08/2016,13.0,10/09/2016,09/09/2016,593.0,06/10/2016,05/10/2016,1017.0,10/11/2016,15/11/2016,1431.0,10/12/2016,13/01/2017,2114.0,10/01/2017,13/01/2017,2114.0,,,,,,,,,,50,A,N24,3000.0,500.0,saheli
YS-N24/50-4800491/2016,03/08/2016,14.0,10/09/2016,03/08/2016,15.0,06/10/2016,03/08/2016,15.0,10/11/2016,03/08/2016,15.0,10/12/2016,03/08/2016,15.0,10/01/2017,03/08/2016,15.0,,,,,,,,,,50,A,N24,3000.0,500.0,PROMITA
YS-N24/50-4800347/2016,03/08/2016,16.0,10/09/2016,10/09/2016,629.0,06/10/2016,06/10/2016,1085.0,10/11/2016,10/11/2016,1360.0,10/12/2016,12/12/2016,1799.0,10/01/2017,,,,,,,,,,,,50,A,N24,3000.0,500.0,saheli
YS-N24/50-4800332/2016,03/08/2016,17.0,10/09/2016,14/09/2016,682.0,06/10/2016,19/10/2016,1127.0,10/11/2016,16/11/2016,1456.0,10/12/2016,10/12/2016,1773.0,10/01/2017,21/01/2017,2164.0,,,,,,,,,,50,A,N24,3000.0,500.0,PROMITA
YS-N24/50-4800131/2016,03/08/2016,18.0,10/09/2016,21/09/2016,782.0,06/10/2016,22/10/2016,1164.0,10/11/2016,23/11/2016,1520.0,10/12/2016,07/12/2016,1676.0,10/01/2017,18/01/2017,2139.0,,,,,,,,,,50,A,N24,3000.0,500.0,PROMITA
YS-N24/50-4800225/2016,03/08/2016,19.0,10/09/2016,10/09/2016,630.0,06/10/2016,06/10/2016,1075.0,10/11/2016,07/11/2016,1312.0,10/12/2016,21/12/2016,1909.0,10/01/2017,11/01/2017,2105.0,,,,,,,,,,50,A,N24,3000.0,500.0,PROMITA
