recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,30/01/2021,12:22,500.0,500.0,0.0,,,,,A,YS-N24/66-6300067/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,2.0,30/01/2021,12:46,500.0,500.0,0.0,,,,,A,YS-N24/66-6300009/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,3.0,30/01/2021,12:47,500.0,500.0,0.0,,,,,A,YS-N24/66-6100028/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,4.0,30/01/2021,12:52,500.0,500.0,0.0,,,,,A,YS-N24/66-6300031/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,5.0,01/02/2021,11:45,500.0,500.0,0.0,,,,,A,YS-N24/66-6300060/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,6.0,01/02/2021,11:50,500.0,500.0,0.0,,,,,A,YS-N24/66-6300058/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,7.0,01/02/2021,11:51,500.0,500.0,0.0,,,,,A,YS-N24/66-6300054/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,8.0,01/02/2021,11:52,500.0,500.0,0.0,,,,,A,YS-N24/66-6300384/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,9.0,01/02/2021,11:54,500.0,500.0,0.0,,,,,A,YS-N24/66-6300035/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,10.0,01/02/2021,11:55,500.0,500.0,0.0,,,,,A,YS-N24/66-6300050/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,11.0,01/02/2021,11:56,500.0,500.0,0.0,,,,,A,YS-N24/66-6100081/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,12.0,01/02/2021,12:02,500.0,500.0,0.0,,,,,A,YS-N24/66-6300020/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,13.0,01/02/2021,16:21,500.0,500.0,0.0,,,,,A,YS-N24/66-6300010/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,14.0,01/02/2021,16:22,500.0,500.0,0.0,,,,,A,YS-N24/66-6300030/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,15.0,01/02/2021,16:37,500.0,500.0,0.0,,,,,A,YS-N24/66-6300051/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,16.0,01/02/2021,16:39,500.0,500.0,0.0,,,,,A,YS-N24/66-6300033/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,17.0,01/02/2021,16:44,500.0,500.0,,,,0.0,0.0,1,YS-N24/66-6300033/2021,I,CASH,,,,,,N24,66,A,,saheli,,
,,18.0,02/02/2021,13:58,500.0,500.0,0.0,,,,,A,YS-N24/66-6100118/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,19.0,02/02/2021,14:00,500.0,500.0,0.0,,,,,A,YS-N24/66-6100117/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
,,20.0,02/02/2021,16:06,500.0,500.0,0.0,,,,,A,YS-N24/66-6100101/2021,A,CASH,,,,,,N24,66,A,,saheli,,0
