reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/66-6600066/2021,25,L,ADITA,,,YS-N24/68-6600066/2022,ADITA,35002,,,,,,,68,A,,N24,cic
YS-N24/66-6600060/2021,25,L,ADITA,,,YS-N24/68-6600060/2022,ADITA,35002,,,,,,,68,A,,N24,cic
YS-N24/66-6600057/2021,25,L,ADITA,,,YS-N24/68-6600057/2022,ADITA,35002,,,,,,,68,A,,N24,cic
YS-N24/66-6600043/2021,25,L,ADITA,,,YS-N24/68-6600043/2022,ADITA,35002,,,,,,,68,A,,N24,cic
YS-N24/66-6600049/2021,25,L,ADITA,,,YS-N24/68-6600049/2022,ADITA,35002,,,,,,,68,A,,N24,cic
YS-N24/66-6600027/2021,25,L,ADITA,,,YS-N24/68-6600027/2022,ADITA,35001,,,,,,,68,A,,N24,cic
YS-N24/66-6600015/2021,25,L,ADITA,,,YS-N24/68-6600015/2022,ADITA,35001,,,,,,,68,A,,N24,cic
YS-N24/66-6600017/2021,25,L,ADITA,,,YS-N24/68-6600017/2022,ADITA,35001,,,,,,,68,A,,N24,cic
YS-N24/66-6600016/2021,25,L,ADITA,,,YS-N24/68-6600016/2022,ADITA,35001,,,,,,,68,A,,N24,cic
YS-N24/66-6600033/2021,25,L,ADITA,,,YS-N24/68-6600033/2022,ADITA,35001,,,,,,,68,A,,N24,cic
YS-N24/66-6600011/2021,25,L,ADITA,,,YS-N24/68-6600011/2022,ADITA,35001,,,,,,,68,A,,N24,cic
YS-N24/66-6600012/2021,25,L,ADITA,,,YS-N24/68-6600012/2022,ADITA,35001,,,,,,,68,A,,N24,cic
YS-N24/66-6600065/2021,35,L,ADITA,,,YS-N24/68-6600065/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-6600064/2021,25,L,ADITA,,,YS-N24/68-6600064/2022,ADITA,35002,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600078/2021,25,L,ADITA,,,YS-N24/68-6600078/2022,ADITA,35002,,,,,,,68,A,,N24,cic
YS-N24/66-6300050/2021,35,L,ADITA,,,YS-N24/68-6300050/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-4300259/2021,35,L,ADITA,,,YS-N24/68-4300259/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-6600032/2021,35,L,ADITA,,,YS-N24/68-6600032/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-4300257/2021,35,L,ADITA,,,YS-N24/68-4300257/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-4300256/2021,35,L,ADITA,,,YS-N24/68-4300256/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-6600069/2021,25,L,ADITA,,,YS-N24/68-6600069/2022,ADITA,35002,,,,,,,68,A,,N24,cic
YS-N24/66-6600086/2021,25,L,ADITA,,,YS-N24/68-6600086/2022,ADITA,35002,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600083/2021,23,L,ADFAS,,,YS-N24/68-6600083/2022,ADFAS,33001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600085/2021,23,L,ADFAS,,,YS-N24/68-6600085/2022,ADFAS,33001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600088/2021,23,L,ADFAS,,,YS-N24/68-6600088/2022,ADFAS,33001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600089/2021,23,L,ADFAS,,,YS-N24/68-6600089/2022,ADFAS,33001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600087/2021,23,L,ADFAS,,,YS-N24/68-6600087/2022,ADFAS,33001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600072/2021,25,L,ADITA,,,YS-N24/68-6600072/2022,ADITA,35002,,,,,,,68,A,,N24,cic
YS-N24/66-6600079/2021,23,L,ADFAS,,,YS-N24/68-6600079/2022,ADFAS,33001,,,,,,,68,A,,N24,RAKHI DAS
YS-N24/66-6600080/2021,23,L,ADFAS,,,YS-N24/68-6600080/2022,ADFAS,33001,,,,,,,68,A,,N24,RAKHI DAS
YS-N24/66-6600063/2021,25,L,ADITA,,,YS-N24/68-6600063/2022,ADITA,35002,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600068/2021,25,L,ADITA,,,YS-N24/68-6600068/2022,ADITA,35002,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6300059/2021,33,L,ADFAS,,,YS-N24/68-6300059/2022,ADFAS,43001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6300069/2021,33,L,ADFAS,,,YS-N24/68-6300069/2022,ADFAS,43001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600036/2021,25,L,ADITA,,,YS-N24/68-6600036/2022,ADITA,35002,,,,,,,68,A,,N24,RAKHI DAS
YS-N24/66-6600001/2021,33,L,ADFAS,,,YS-N24/68-6600001/2022,ADFAS,43001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-5500352/2021,35,L,ADITA,,,YS-N24/68-5500352/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-4300566/2021,35,L,ADITA,,,YS-N24/68-4300566/2022,ADITA,45001,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600067/2021,25,L,ADITA,,,YS-N24/68-6600067/2022,ADITA,35002,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6600056/2021,25,L,ADITA,,,YS-N24/68-6600056/2022,ADITA,35002,,,,,,,68,A,,N24,saikat dey
YS-N24/66-6300009/2021,35,L,ADITA,,,YS-N24/68-6300009/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-6300113/2021,35,L,ADITA,,,YS-N24/68-6300113/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-6300049/2021,35,L,ADITA,,,YS-N24/68-6300049/2022,ADITA,45001,,,,,,,68,A,,N24,cic
YS-N24/66-6300067/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6100028/2021,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/66-6300031/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6300060/2021,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6300058/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6300054/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6300384/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6300035/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6100081/2021,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/66-6300010/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6300030/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6300051/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6300033/2021,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/66-6100118/2021,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/66-6100117/2021,45,,,,,,,,,,,,,,,A,N,,cic
YS-N24/66-6100101/2021,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/66-6100040/2021,45,,,,,,,,,,,,,,,A,N,,cic
