reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/28-1601204/2011,35,,ADITA,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2101079/2011,35,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2101085/2011,35,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2101086/2011,35,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2101104/2011,35,,ADITA,,,YS-N24/47-2101104/2016,ADITA,45051,,,,,,,28,A,N,N24,PROMITA
YS-N24/28-2101106/2011,35,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400002/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400004/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400013/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400015/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400022/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400073/2011,45,,CDTP(LAT),,,YS-N24/29-2900349/2011,CDTP(LAT),22052,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400099/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400100/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400112/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400138/2011,45,,CDTP(LAT),,,YS-N24/29-2900323/2011,CDTP(LAT),22051,,,,,,,28,A,N,N24,UNKNOWN
YS-N24/28-2400145/2011,45,,,,,,,,,,,,,,28,A,N,N24,UNKNOWN
