reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/3-300001/2000,13/07/2000,1.0,10/08/2000,04/09/2000,951.0,10/09/2000,19/10/2000,2092.0,10/10/2000,09/11/2000,2757.0,10/11/2000,23/12/2000,3645.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300002/2000,13/07/2000,2.0,10/08/2000,01/09/2000,915.0,10/09/2000,12/09/2000,1595.0,10/10/2000,20/10/2000,2132.0,10/11/2000,12/12/2000,3554.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300003/2000,13/07/2000,3.0,10/08/2000,06/09/2000,1144.0,10/09/2000,18/10/2000,2024.0,10/10/2000,08/11/2000,2697.0,10/11/2000,06/12/2000,3234.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300004/2000,13/07/2000,4.0,10/08/2000,03/11/2000,2384.0,10/09/2000,03/11/2000,2384.0,10/10/2000,12/12/2000,3558.0,10/11/2000,19/01/2001,3791.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300005/2000,13/07/2000,5.0,10/08/2000,05/09/2000,1020.0,10/09/2000,07/11/2000,2583.0,10/10/2000,07/11/2000,2584.0,10/11/2000,16/01/2001,3778.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300006/2000,13/07/2000,6.0,10/08/2000,05/09/2000,1023.0,10/09/2000,31/10/2000,2324.0,10/10/2000,07/11/2000,2585.0,10/11/2000,05/12/2000,3176.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300007/2000,13/07/2000,7.0,10/08/2000,05/09/2000,1016.0,10/09/2000,03/11/2000,2379.0,10/10/2000,03/11/2000,2379.0,10/11/2000,08/12/2000,3397.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300008/2000,13/07/2000,8.0,10/08/2000,08/09/2000,1394.0,10/09/2000,24/10/2000,2243.0,10/10/2000,10/11/2000,2855.0,10/11/2000,07/12/2000,3305.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300009/2000,13/07/2000,9.0,10/08/2000,06/09/2000,1165.0,10/09/2000,21/10/2000,2160.0,10/10/2000,08/11/2000,2698.0,10/11/2000,06/12/2000,3233.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300010/2000,13/07/2000,10.0,10/08/2000,10/09/2000,1576.0,10/09/2000,16/10/2000,1868.0,10/10/2000,06/11/2000,2505.0,10/11/2000,07/12/2000,3342.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300011/2000,13/07/2000,11.0,10/08/2000,05/09/2000,1030.0,10/09/2000,21/11/2000,2982.0,10/10/2000,21/11/2000,2982.0,10/11/2000,19/01/2001,3789.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300012/2000,13/07/2000,12.0,10/08/2000,02/09/2000,939.0,10/09/2000,18/10/2000,2074.0,10/10/2000,04/11/2000,2439.0,10/11/2000,02/12/2000,3059.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300013/2000,13/07/2000,13.0,10/08/2000,09/09/2000,1508.0,10/09/2000,18/10/2000,2075.0,10/10/2000,09/11/2000,2811.0,10/11/2000,09/12/2000,3488.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300014/2000,13/07/2000,14.0,10/08/2000,06/09/2000,1205.0,10/09/2000,18/10/2000,2061.0,10/10/2000,09/11/2000,2747.0,10/11/2000,09/12/2000,3489.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300015/2000,13/07/2000,15.0,10/08/2000,06/09/2000,1221.0,10/09/2000,18/10/2000,2067.0,10/10/2000,07/11/2000,2666.0,10/11/2000,02/12/2000,3066.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300016/2000,13/07/2000,16.0,10/08/2000,16/09/2000,1627.0,10/09/2000,09/12/2000,3492.0,10/10/2000,09/12/2000,3492.0,10/11/2000,09/12/2000,3492.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300017/2000,14/07/2000,17.0,10/08/2000,06/09/2000,1112.0,10/09/2000,18/10/2000,2020.0,10/10/2000,15/11/2000,2947.0,10/11/2000,06/01/2001,3722.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300018/2000,14/07/2000,18.0,10/08/2000,07/09/2000,1267.0,10/09/2000,31/10/2000,2323.0,10/10/2000,28/11/2000,3006.0,10/11/2000,08/12/2000,3408.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300019/2000,14/07/2000,19.0,10/08/2000,09/09/2000,1476.0,10/09/2000,14/10/2000,1775.0,10/10/2000,08/11/2000,2700.0,10/11/2000,09/12/2000,3490.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300020/2000,14/07/2000,20.0,10/08/2000,18/10/2000,2022.0,10/09/2000,18/10/2000,2022.0,10/10/2000,17/11/2000,2965.0,10/11/2000,06/01/2001,3726.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300021/2000,14/07/2000,21.0,10/08/2000,12/09/2000,1594.0,10/09/2000,13/10/2000,1724.0,10/10/2000,10/11/2000,2839.0,10/11/2000,06/01/2001,3727.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300022/2000,14/07/2000,22.0,10/08/2000,07/09/2000,1237.0,10/09/2000,16/10/2000,1837.0,10/10/2000,09/11/2000,2766.0,10/11/2000,07/12/2000,3308.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300023/2000,14/07/2000,23.0,10/08/2000,02/09/2000,927.0,10/09/2000,18/10/2000,2019.0,10/10/2000,11/11/2000,2894.0,10/11/2000,29/11/2000,3013.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300024/2000,14/07/2000,24.0,10/08/2000,06/09/2000,1138.0,10/09/2000,18/10/2000,2018.0,10/10/2000,07/11/2000,2641.0,10/11/2000,06/12/2000,3238.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300025/2000,14/07/2000,25.0,10/08/2000,,0.0,10/09/2000,,0.0,10/10/2000,,0.0,10/11/2000,,0.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300026/2000,14/07/2000,26.0,10/08/2000,17/10/2000,1950.0,10/09/2000,10/11/2000,2850.0,10/10/2000,15/12/2000,3597.0,10/11/2000,09/01/2001,3742.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300027/2000,14/07/2000,27.0,10/08/2000,06/09/2000,1139.0,10/09/2000,25/10/2000,2284.0,10/10/2000,04/11/2000,2423.0,10/11/2000,09/12/2000,3460.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300028/2000,14/07/2000,28.0,10/08/2000,,0.0,10/09/2000,,0.0,10/10/2000,,0.0,10/11/2000,,0.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300029/2000,14/07/2000,29.0,10/08/2000,,0.0,10/09/2000,,0.0,10/10/2000,,0.0,10/11/2000,,0.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300030/2000,14/07/2000,30.0,10/08/2000,05/09/2000,1061.0,10/09/2000,24/10/2000,2262.0,10/10/2000,07/11/2000,2643.0,10/11/2000,09/12/2000,3463.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300031/2000,14/07/2000,31.0,10/08/2000,06/09/2000,1125.0,10/09/2000,21/10/2000,2158.0,10/10/2000,29/11/2000,3010.0,10/11/2000,10/12/2000,3505.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300032/2000,14/07/2000,32.0,10/08/2000,05/09/2000,1028.0,10/09/2000,13/10/2000,1715.0,10/10/2000,07/11/2000,2603.0,10/11/2000,08/12/2000,3401.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300033/2000,14/07/2000,33.0,10/08/2000,09/09/2000,1475.0,10/09/2000,07/11/2000,2604.0,10/10/2000,07/11/2000,2604.0,10/11/2000,12/12/2000,3555.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300034/2000,14/07/2000,34.0,10/08/2000,19/09/2000,1639.0,10/09/2000,17/10/2000,1936.0,10/10/2000,07/11/2000,2589.0,10/11/2000,08/12/2000,3406.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300035/2000,14/07/2000,35.0,10/08/2000,08/09/2000,1396.0,10/09/2000,13/10/2000,1717.0,10/10/2000,10/11/2000,2851.0,10/11/2000,12/12/2000,3552.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300036/2000,14/07/2000,36.0,10/08/2000,,0.0,10/09/2000,,0.0,10/10/2000,,0.0,10/11/2000,,0.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300037/2000,14/07/2000,37.0,10/08/2000,05/09/2000,1055.0,10/09/2000,17/10/2000,1968.0,10/10/2000,07/11/2000,2625.0,10/11/2000,19/12/2000,3627.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300038/2000,14/07/2000,38.0,10/08/2000,05/09/2000,1047.0,10/09/2000,13/10/2000,1726.0,10/10/2000,07/11/2000,2619.0,10/11/2000,05/12/2000,3180.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300039/2000,14/07/2000,39.0,10/08/2000,07/09/2000,1291.0,10/09/2000,19/10/2000,2109.0,10/10/2000,09/11/2000,2803.0,10/11/2000,14/12/2000,3588.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300040/2000,14/07/2000,40.0,10/08/2000,04/09/2000,974.0,10/09/2000,19/10/2000,2102.0,10/10/2000,06/11/2000,2506.0,10/11/2000,04/12/2000,3141.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300041/2000,14/07/2000,41.0,10/08/2000,06/09/2000,1123.0,10/09/2000,25/10/2000,2289.0,10/10/2000,21/11/2000,3015.0,10/11/2000,21/11/2000,3015.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300042/2000,14/07/2000,42.0,10/08/2000,06/09/2000,1124.0,10/09/2000,25/10/2000,2290.0,10/10/2000,21/11/2000,2981.0,10/11/2000,22/12/2000,3642.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
YS-N24/3-300043/2000,14/07/2000,43.0,10/08/2000,29/09/2000,1699.0,10/09/2000,,0.0,10/10/2000,,0.0,10/11/2000,,0.0,10/12/2000,,0.0,,,0.0,,,0.0,,,0.0,3,A,N24,2400.0,0.0,UNKNOWN
