reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/76-7200042/2024,04/10/2023,1.0,10/11/2023,08/11/2023,140.0,10/12/2023,15/12/2023,382.0,10/01/2024,03/01/2024,464.0,10/02/2024,15/02/2024,894.0,10/03/2024,31/03/2024,1574.0,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400135/2024,04/10/2023,2.0,10/11/2023,08/11/2023,127.0,10/12/2023,16/12/2023,392.0,10/01/2024,17/02/2024,915.0,10/02/2024,,,10/03/2024,,,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400131/2024,04/10/2023,3.0,10/11/2023,08/11/2023,128.0,10/12/2023,09/12/2023,268.0,10/01/2024,,,10/02/2024,,,10/03/2024,,,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400133/2024,05/10/2023,4.0,10/11/2023,09/11/2023,149.0,10/12/2023,11/12/2023,324.0,10/01/2024,08/01/2024,518.0,10/02/2024,08/02/2024,783.0,10/03/2024,07/03/2024,1233.0,,,,,,,,,,76,A,N24,3000.0,500.0,cic
YS-N24/76-7400124/2024,05/10/2023,5.0,10/11/2023,09/11/2023,152.0,10/12/2023,14/12/2023,375.0,10/01/2024,11/01/2024,615.0,10/02/2024,08/02/2024,788.0,10/03/2024,07/03/2024,1241.0,,,,,,,,,,76,A,N24,3000.0,500.0,cic
YS-N24/76-7400008/2024,05/10/2023,6.0,10/11/2023,02/11/2023,98.0,10/12/2023,11/12/2023,330.0,10/01/2024,08/01/2024,538.0,10/02/2024,08/02/2024,786.0,10/03/2024,07/03/2024,1235.0,,,,,,,,,,76,A,N24,3000.0,500.0,cic
YS-N24/76-7400063/2024,06/10/2023,7.0,10/11/2023,03/11/2023,101.0,10/12/2023,08/12/2023,254.0,10/01/2024,10/01/2024,572.0,10/02/2024,03/02/2024,707.0,10/03/2024,06/03/2024,1189.0,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400046/2024,06/10/2023,8.0,10/11/2023,03/11/2023,100.0,10/12/2023,08/12/2023,259.0,10/01/2024,09/01/2024,564.0,10/02/2024,09/02/2024,802.0,10/03/2024,12/03/2024,1393.0,,,,,,,,,,76,A,N24,3000.0,500.0,cic
YS-N24/76-7400018/2024,06/10/2023,9.0,10/11/2023,07/11/2023,123.0,10/12/2023,08/12/2023,260.0,10/01/2024,05/01/2024,493.0,10/02/2024,09/02/2024,801.0,10/03/2024,05/03/2024,1182.0,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400028/2024,06/10/2023,10.0,10/11/2023,03/11/2023,99.0,10/12/2023,01/12/2023,210.0,10/01/2024,16/01/2024,647.0,10/02/2024,09/02/2024,800.0,10/03/2024,05/03/2024,1180.0,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400040/2024,06/10/2023,11.0,10/11/2023,07/11/2023,121.0,10/12/2023,04/12/2023,219.0,10/01/2024,09/01/2024,558.0,10/02/2024,06/02/2024,733.0,10/03/2024,05/03/2024,1178.0,,,,,,,,,,76,A,N24,3000.0,500.0,LNG
YS-N24/76-7400034/2024,06/10/2023,12.0,10/11/2023,,,10/12/2023,,,10/01/2024,,,10/02/2024,,,10/03/2024,,,,,,,,,,,,76,A,N24,3000.0,500.0,
YS-N24/76-7400118/2024,06/10/2023,13.0,10/11/2023,21/11/2023,185.0,10/12/2023,29/12/2023,443.0,10/01/2024,09/01/2024,563.0,10/02/2024,08/03/2024,1251.0,10/03/2024,08/03/2024,1251.0,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400109/2024,06/10/2023,14.0,10/11/2023,10/11/2023,165.0,10/12/2023,18/12/2023,402.0,10/01/2024,10/02/2024,835.0,10/02/2024,10/02/2024,835.0,10/03/2024,19/03/2024,1511.0,,,,,,,,,,76,A,N24,3000.0,500.0,LNG
YS-N24/76-7400089/2024,06/10/2023,15.0,10/11/2023,10/11/2023,168.0,10/12/2023,12/12/2023,343.0,10/01/2024,16/01/2024,648.0,10/02/2024,06/02/2024,737.0,10/03/2024,08/03/2024,1279.0,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400085/2024,06/10/2023,16.0,10/11/2023,10/11/2023,169.0,10/12/2023,08/12/2023,257.0,10/01/2024,16/02/2024,906.0,10/02/2024,16/02/2024,906.0,10/03/2024,29/03/2024,1565.0,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400021/2024,07/10/2023,17.0,10/11/2023,07/11/2023,125.0,10/12/2023,09/12/2023,267.0,10/01/2024,10/01/2024,576.0,10/02/2024,10/02/2024,824.0,10/03/2024,06/03/2024,1187.0,,,,,,,,,,76,A,N24,3000.0,500.0,saheli
YS-N24/76-7400062/2024,07/10/2023,18.0,10/11/2023,04/11/2023,106.0,10/12/2023,06/12/2023,233.0,10/01/2024,06/01/2024,499.0,10/02/2024,07/02/2024,753.0,10/03/2024,09/03/2024,1319.0,,,,,,,,,,76,A,N24,3000.0,500.0,cic
YS-N24/76-7400049/2024,07/10/2023,19.0,10/11/2023,08/11/2023,130.0,10/12/2023,02/12/2023,212.0,10/01/2024,06/01/2024,500.0,10/02/2024,17/02/2024,912.0,10/03/2024,13/03/2024,1399.0,,,,,,,,,,76,A,N24,3000.0,500.0,RAKHI DAS
YS-N24/76-7400053/2024,07/10/2023,20.0,10/11/2023,04/11/2023,105.0,10/12/2023,12/06/2024,2117.0,10/01/2024,12/06/2024,2117.0,10/02/2024,12/06/2024,2117.0,10/03/2024,12/06/2024,2117.0,,,,,,,,,,76,A,N24,3000.0,500.0,RAKHI DAS
YS-N24/76-7200079/2024,07/10/2023,21.0,10/11/2023,04/11/2023,111.0,10/12/2023,06/12/2023,236.0,10/01/2024,06/01/2024,502.0,10/02/2024,07/02/2024,764.0,10/03/2024,09/03/2024,1321.0,,,,,,,,,,76,A,N24,3000.0,500.0,cic
