reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/27-2700001/2011,20/11/2010,1.0,10/01/2011,08/01/2011,674.0,10/02/2011,10/02/2011,1181.0,10/03/2011,10/03/2011,1590.0,10/04/2011,09/05/2011,2373.0,,,0.0,,,0.0,,,0.0,,,0.0,27,A,N24,2000.0,350.0,UNKNOWN
YS-N24/27-2700002/2011,20/11/2010,2.0,10/01/2011,,0.0,10/02/2011,,0.0,10/03/2011,,0.0,10/04/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,27,A,N24,2000.0,350.0,UNKNOWN
YS-N24/27-2700003/2011,20/11/2010,3.0,10/01/2011,01/02/2011,952.0,10/02/2011,03/02/2011,988.0,10/03/2011,,0.0,10/04/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,27,A,N24,2000.0,350.0,UNKNOWN
YS-N24/27-2500049/2011,22/11/2010,4.0,21/12/2010,15/12/2010,321.0,10/01/2011,17/01/2011,859.0,10/02/2011,04/02/2011,991.0,10/03/2011,04/03/2011,1357.0,10/04/2011,04/04/2011,1849.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2700004/2011,22/11/2010,5.0,10/01/2011,,0.0,10/02/2011,,0.0,10/03/2011,,0.0,10/04/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,27,A,N24,2000.0,350.0,UNKNOWN
YS-N24/27-2500018/2011,22/11/2010,6.0,21/12/2010,20/12/2010,354.0,10/01/2011,10/01/2011,740.0,10/02/2011,02/02/2011,966.0,10/03/2011,09/03/2011,1528.0,10/04/2011,15/04/2011,2283.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500272/2011,22/11/2010,7.0,21/12/2010,21/12/2010,402.0,10/01/2011,07/01/2011,602.0,10/02/2011,09/02/2011,1100.0,10/03/2011,07/03/2011,1425.0,10/04/2011,06/04/2011,1902.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500027/2011,22/11/2010,8.0,21/12/2010,24/12/2010,443.0,10/01/2011,17/01/2011,862.0,10/02/2011,10/02/2011,1164.0,10/03/2011,10/03/2011,1566.0,10/04/2011,11/04/2011,2200.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500273/2011,22/11/2010,9.0,21/12/2010,21/12/2010,410.0,10/01/2011,10/01/2011,701.0,10/02/2011,09/02/2011,1101.0,10/03/2011,14/03/2011,1662.0,10/04/2011,08/04/2011,2004.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500276/2011,22/11/2010,10.0,21/12/2010,22/12/2010,414.0,10/01/2011,10/01/2011,765.0,10/02/2011,22/02/2011,1316.0,10/03/2011,11/03/2011,1635.0,10/04/2011,08/04/2011,2060.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500275/2011,22/11/2010,11.0,21/12/2010,22/12/2010,415.0,10/01/2011,10/01/2011,766.0,10/02/2011,22/02/2011,1317.0,10/03/2011,11/03/2011,1632.0,10/04/2011,08/04/2011,2058.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500037/2011,22/11/2010,12.0,21/12/2010,15/12/2010,320.0,10/01/2011,12/01/2011,804.0,10/02/2011,14/02/2011,1250.0,10/03/2011,14/03/2011,1661.0,10/04/2011,08/04/2011,2005.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500015/2011,22/11/2010,13.0,21/12/2010,21/12/2010,385.0,10/01/2011,05/01/2011,554.0,10/02/2011,11/02/2011,1209.0,10/03/2011,04/03/2011,1355.0,10/04/2011,08/04/2011,2021.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500011/2011,22/11/2010,14.0,21/12/2010,24/12/2010,463.0,10/01/2011,03/01/2011,525.0,10/02/2011,02/02/2011,953.0,10/03/2011,04/03/2011,1358.0,10/04/2011,06/04/2011,1903.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500025/2011,22/11/2010,15.0,21/12/2010,24/12/2010,445.0,10/01/2011,05/01/2011,553.0,10/02/2011,04/02/2011,990.0,10/03/2011,04/03/2011,1356.0,10/04/2011,08/04/2011,2007.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500024/2011,22/11/2010,16.0,21/12/2010,24/12/2010,444.0,10/01/2011,10/01/2011,700.0,10/02/2011,09/02/2011,1099.0,10/03/2011,09/03/2011,1490.0,10/04/2011,08/04/2011,2006.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500095/2011,22/11/2010,17.0,21/12/2010,02/12/2010,187.0,10/01/2011,04/01/2011,535.0,10/02/2011,23/02/2011,1318.0,10/03/2011,04/03/2011,1382.0,10/04/2011,06/04/2011,1937.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500341/2011,22/11/2010,18.0,21/12/2010,09/12/2010,263.0,10/01/2011,08/01/2011,647.0,10/02/2011,10/02/2011,1141.0,10/03/2011,10/03/2011,1546.0,10/04/2011,09/04/2011,2084.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500352/2011,22/11/2010,19.0,21/12/2010,21/12/2010,397.0,10/01/2011,10/01/2011,747.0,10/02/2011,07/02/2011,1096.0,10/03/2011,07/03/2011,1450.0,10/04/2011,08/04/2011,2009.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500041/2011,22/11/2010,20.0,21/12/2010,22/12/2010,421.0,10/01/2011,07/01/2011,623.0,10/02/2011,11/02/2011,1208.0,10/03/2011,07/03/2011,1436.0,10/04/2011,06/04/2011,1936.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500040/2011,22/11/2010,21.0,21/12/2010,23/12/2010,437.0,10/01/2011,07/01/2011,624.0,10/02/2011,09/02/2011,1117.0,10/03/2011,14/03/2011,1672.0,10/04/2011,08/04/2011,2042.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500172/2011,22/11/2010,22.0,21/12/2010,27/12/2010,474.0,10/01/2011,14/01/2011,835.0,10/02/2011,18/02/2011,1294.0,10/03/2011,04/03/2011,1368.0,10/04/2011,20/04/2011,2315.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500058/2011,22/11/2010,23.0,21/12/2010,22/12/2010,423.0,10/01/2011,05/01/2011,555.0,10/02/2011,07/02/2011,1061.0,10/03/2011,07/03/2011,1418.0,10/04/2011,08/04/2011,2008.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500105/2011,22/11/2010,24.0,21/12/2010,10/12/2010,285.0,10/01/2011,07/01/2011,628.0,10/02/2011,07/02/2011,1081.0,10/03/2011,09/03/2011,1515.0,10/04/2011,11/04/2011,2210.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500153/2011,22/11/2010,25.0,21/12/2010,21/12/2010,382.0,10/01/2011,07/01/2011,627.0,10/02/2011,04/02/2011,1009.0,10/03/2011,02/03/2011,1340.0,10/04/2011,06/04/2011,1927.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500249/2011,22/11/2010,26.0,21/12/2010,07/01/2011,634.0,10/01/2011,10/01/2011,756.0,10/02/2011,09/02/2011,1133.0,10/03/2011,09/03/2011,1535.0,10/04/2011,08/04/2011,2055.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500248/2011,22/11/2010,27.0,21/12/2010,07/01/2011,635.0,10/01/2011,10/01/2011,755.0,10/02/2011,09/02/2011,1132.0,10/03/2011,09/03/2011,1534.0,10/04/2011,08/04/2011,2056.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500052/2011,22/11/2010,28.0,21/12/2010,23/12/2010,440.0,10/01/2011,10/01/2011,734.0,10/02/2011,04/02/2011,1011.0,10/03/2011,09/03/2011,1517.0,10/04/2011,08/04/2011,2040.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500053/2011,22/11/2010,29.0,21/12/2010,23/12/2010,439.0,10/01/2011,10/01/2011,733.0,10/02/2011,04/02/2011,1012.0,10/03/2011,09/03/2011,1516.0,10/04/2011,08/04/2011,2041.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500051/2011,22/11/2010,30.0,21/12/2010,22/12/2010,420.0,10/01/2011,12/01/2011,813.0,10/02/2011,04/02/2011,1013.0,10/03/2011,04/03/2011,1367.0,10/04/2011,06/04/2011,1925.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500026/2011,22/11/2010,31.0,21/12/2010,24/12/2010,457.0,10/01/2011,10/01/2011,729.0,10/02/2011,04/02/2011,1010.0,10/03/2011,25/03/2011,1782.0,10/04/2011,06/04/2011,1928.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500313/2011,22/11/2010,32.0,21/12/2010,07/12/2010,234.0,10/01/2011,06/01/2011,583.0,10/02/2011,03/02/2011,980.0,10/03/2011,08/03/2011,1476.0,10/04/2011,09/04/2011,2101.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500205/2011,22/11/2010,33.0,21/12/2010,20/12/2010,358.0,10/01/2011,05/01/2011,560.0,10/02/2011,31/01/2011,939.0,10/03/2011,07/03/2011,1417.0,10/04/2011,08/04/2011,2017.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500186/2011,22/11/2010,34.0,21/12/2010,20/12/2010,357.0,10/01/2011,10/01/2011,704.0,10/02/2011,09/02/2011,1105.0,10/03/2011,07/03/2011,1424.0,10/04/2011,08/04/2011,2015.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500013/2011,22/11/2010,35.0,21/12/2010,20/12/2010,359.0,10/01/2011,13/01/2011,832.0,10/02/2011,10/02/2011,1172.0,10/03/2011,11/03/2011,1626.0,10/04/2011,09/04/2011,2116.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500023/2011,22/11/2010,36.0,21/12/2010,21/12/2010,376.0,10/01/2011,08/01/2011,662.0,10/02/2011,09/02/2011,1113.0,10/03/2011,10/03/2011,1572.0,10/04/2011,05/04/2011,1880.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500012/2011,22/11/2010,37.0,21/12/2010,22/12/2010,419.0,10/01/2011,11/01/2011,788.0,10/02/2011,12/02/2011,1228.0,10/03/2011,10/03/2011,1567.0,10/04/2011,09/04/2011,2117.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500014/2011,22/11/2010,38.0,21/12/2010,24/12/2010,451.0,10/01/2011,11/01/2011,779.0,10/02/2011,12/02/2011,1230.0,10/03/2011,15/03/2011,1689.0,10/04/2011,12/04/2011,2234.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500143/2011,22/11/2010,39.0,21/12/2010,22/12/2010,418.0,10/01/2011,11/01/2011,780.0,10/02/2011,15/02/2011,1271.0,10/03/2011,15/03/2011,1688.0,10/04/2011,14/04/2011,2275.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500029/2011,22/11/2010,40.0,21/12/2010,15/12/2010,324.0,10/01/2011,08/01/2011,660.0,10/02/2011,05/02/2011,1037.0,10/03/2011,08/03/2011,1474.0,10/04/2011,09/04/2011,2102.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500033/2011,22/11/2010,41.0,21/12/2010,21/12/2010,381.0,10/01/2011,06/01/2011,584.0,10/02/2011,10/02/2011,1174.0,10/03/2011,10/03/2011,1578.0,10/04/2011,09/04/2011,2100.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500212/2011,22/11/2010,42.0,21/12/2010,21/12/2010,389.0,10/01/2011,08/01/2011,658.0,10/02/2011,10/02/2011,1176.0,10/03/2011,07/04/2011,1972.0,10/04/2011,07/04/2011,1972.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500315/2011,22/11/2010,43.0,21/12/2010,06/12/2010,225.0,10/01/2011,12/01/2011,818.0,10/02/2011,02/02/2011,965.0,10/03/2011,04/03/2011,1373.0,10/04/2011,04/04/2011,1863.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
YS-N24/27-2500252/2011,22/11/2010,44.0,21/12/2010,01/12/2010,178.0,10/01/2011,,0.0,10/02/2011,,0.0,10/03/2011,,0.0,10/04/2011,,0.0,,,0.0,,,0.0,,,0.0,27,A,N24,3000.0,500.0,UNKNOWN
