reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/27-1100612/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-1661169/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2100425/2011,32,,CFAS(LAT),,,YS-N24/28-2800479/2011,CFAS(LAT),23001,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2110814/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2200144/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300287/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300304/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300309/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300311/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300322/2011,43,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300341/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300397/2011,45,,CDTP(L),,,28-2800472,CDTP,22001,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300401/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300421/2011,43,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300428/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300448/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300459/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300465/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300479/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300508/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300617/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300620/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300621/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300631/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300665/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2300671/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2303556/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2303566/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2303622/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2303692/2011,45,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2400404/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2404357/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2404358/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2404360/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500011/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500012/2011,35,,CDTP(LAT),,,YS-N24/28-2800469/2011,CDTP(LAT),22001,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500013/2011,35,,CDTP(LAT),,,YS-N24/28-2800471/2011,CDTP(LAT),22001,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500014/2011,35,,CDTP(LAT),,,YS-N24/28-2800470/2011,CDTP(LAT),22001,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500015/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500017/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500018/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500020/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500021/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500022/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500023/2011,35,,ADITA,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500024/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500025/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500026/2011,35,,ADITA,,,YS-N24/29-2500026/2011,ADITA,45051,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500027/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500029/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500030/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500033/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500035/2011,35,,CDTP(L),,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500037/2011,35,,,,,YS-N24/29-2500037/2011,,45051,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500040/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500041/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500043/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500049/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500051/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500052/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500053/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500058/2011,35,,CFAS(LAT),,,YS-N24/28-2800464/2011,CFAS(LAT),23001,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500059/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500065/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500069/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500071/2011,32,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500076/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500077/2011,32,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500079/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500080/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500085/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500087/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500089/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500090/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500093/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500095/2011,35,,ADITA,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500102/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500103/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500105/2011,35,,ADITA,,,YS-N24/29-2500105/2011,ADITA,45051,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500106/2011,32,,CITA(LAT),,,YS-N24/28-2800462/2011,CITA(LAT),25012,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500107/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500108/2011,33,,ADFAS,,,YS-N24/29-2500108/2011,ADFAS,43051,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500110/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500112/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500114/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500122/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500123/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500124/2011,35,,CDTP(L),,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500125/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500126/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500127/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500131/2011,32,,CCHM,CITA(L),,YS-N24/29-2900044,CCHM,27051,YS-N24/28-2800459/2011,CITA(L),25012,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500132/2011,32,,CITA(LAT),CCHM,,YS-N24/28-2800460/2011,CITA(LAT),25012,YS-N24/29-2900045,CCHM,27051,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500134/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500139/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500141/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500143/2011,35,,ADITA,,,YS-N24/29-2500143/2011,ADITA,45051,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500144/2011,32,,CCHM,,,YS-N24/29-2900031/2011,CCHM,27051,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500145/2011,37,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500146/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500147/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500151/2011,35,,CDTP(L),,,28-2800476,CDTP,22001,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500153/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500156/2011,35,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
YS-N24/27-2500158/2011,33,,,,,,,,,,,,,,27,A,N,N24,UNKNOWN
