recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,02/02/2013,18:28,500.0,500.0,0.0,,,,,A,YS-N24/36-3400005/2013,A,CASH,0.0,,,,,N24,36,A,,PROMITA,,
,,2.0,04/02/2013,08:05,500.0,500.0,0.0,,,,,A,YS-N24/36-3400082/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,3.0,04/02/2013,08:06,500.0,500.0,0.0,,,,,A,YS-N24/36-3400052/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,4.0,04/02/2013,08:08,500.0,500.0,0.0,,,,,A,YS-N24/36-3400103/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,5.0,04/02/2013,08:14,500.0,500.0,0.0,,,,,A,YS-N24/36-3400023/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,6.0,04/02/2013,08:16,500.0,500.0,0.0,,,,,A,YS-N24/36-3400024/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,7.0,04/02/2013,08:19,500.0,500.0,0.0,,,,,A,YS-N24/36-3400059/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,8.0,04/02/2013,08:32,500.0,500.0,0.0,,,,,A,YS-N24/36-3200475/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,9.0,04/02/2013,08:33,500.0,500.0,0.0,,,,,A,YS-N24/36-3400027/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,10.0,04/02/2013,08:40,500.0,500.0,0.0,,,,,A,YS-N24/36-3400239/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,11.0,04/02/2013,08:45,500.0,500.0,0.0,,,,,A,YS-N24/36-3400240/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,12.0,04/02/2013,08:51,500.0,500.0,0.0,,,,,A,YS-N24/36-3400012/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,13.0,04/02/2013,08:51,500.0,500.0,0.0,,,,,A,YS-N24/36-3400011/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,14.0,04/02/2013,08:56,500.0,500.0,0.0,,,,,A,YS-N24/36-3400101/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,15.0,04/02/2013,08:57,500.0,500.0,0.0,,,,,A,YS-N24/36-3400258/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,16.0,04/02/2013,08:59,500.0,500.0,0.0,,,,,A,YS-N24/36-3400243/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,17.0,04/02/2013,09:01,500.0,500.0,0.0,,,,,A,YS-N24/36-3400204/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,18.0,04/02/2013,09:02,500.0,500.0,0.0,,,,,A,YS-N24/36-3400047/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,19.0,04/02/2013,09:04,500.0,500.0,0.0,,,,,A,YS-N24/36-3400083/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,20.0,04/02/2013,09:07,500.0,500.0,0.0,,,,,A,YS-N24/36-3400048/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,21.0,04/02/2013,09:09,500.0,500.0,0.0,,,,,A,YS-N24/36-3400104/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,22.0,04/02/2013,09:10,500.0,500.0,0.0,,,,,A,YS-N24/36-3400001/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,23.0,04/02/2013,09:12,500.0,500.0,0.0,,,,,A,YS-N24/36-3400105/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,24.0,04/02/2013,09:13,500.0,500.0,0.0,,,,,A,YS-N24/36-3400113/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,25.0,04/02/2013,09:14,500.0,500.0,0.0,,,,,A,YS-N24/36-3400002/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,26.0,04/02/2013,09:15,500.0,500.0,0.0,,,,,A,YS-N24/36-3400003/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,27.0,04/02/2013,09:17,500.0,500.0,0.0,,,,,A,YS-N24/36-3400058/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,28.0,04/02/2013,09:18,500.0,500.0,0.0,,,,,A,YS-N24/36-3400009/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,29.0,04/02/2013,09:19,500.0,500.0,0.0,,,,,A,YS-N24/36-3400010/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,30.0,04/02/2013,09:21,500.0,500.0,0.0,,,,,A,YS-N24/36-3400073/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,31.0,04/02/2013,09:31,500.0,500.0,0.0,,,,,A,YS-N24/36-3400184/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,32.0,04/02/2013,09:32,500.0,500.0,0.0,,,,,A,YS-N24/36-3400183/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,33.0,04/02/2013,09:32,500.0,500.0,0.0,,,,,A,YS-N24/36-3400135/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,34.0,04/02/2013,09:33,500.0,500.0,0.0,,,,,A,YS-N24/36-3400136/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
,,35.0,04/02/2013,09:35,500.0,500.0,0.0,,,,,A,YS-N24/36-3200276/2013,A,CASH,0.0,,,,,N24,36,A,,Debjani,,
