recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,05/05/2015,11:17,500.0,500.0,0.0,,,,,A,YS-N24/45-4300118/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,2.0,05/05/2015,11:19,500.0,500.0,0.0,,,,,A,YS-N24/45-4300117/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
Prs,,3.0,05/05/2015,11:27,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,45,A,,saheli,,
Prs,,4.0,05/05/2015,11:29,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,45,A,,saheli,,
Prs,,5.0,05/05/2015,11:33,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,45,A,,saheli,,
,,6.0,05/05/2015,11:39,500.0,500.0,0.0,,,,,A,YS-N24/45-4300006/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,7.0,05/05/2015,11:39,500.0,500.0,0.0,,,,,A,YS-N24/45-4300005/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,8.0,05/05/2015,11:44,500.0,500.0,0.0,,,,,A,YS-N24/45-4300129/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,9.0,05/05/2015,11:44,500.0,500.0,0.0,,,,,A,YS-N24/45-4300116/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,10.0,05/05/2015,12:07,500.0,500.0,0.0,,,,,A,YS-N24/45-4300145/2015,A,CASH,0.0,,,,,N24,45,A,,PROMITA,,
,,11.0,05/05/2015,12:49,500.0,500.0,0.0,,,,,A,YS-N24/45-4300090/2015,A,CASH,0.0,,,,,N24,45,A,,PROMITA,,
,,12.0,05/05/2015,14:35,500.0,500.0,0.0,,,,,A,YS-N24/45-4300019/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,13.0,05/05/2015,14:36,500.0,500.0,0.0,,,,,A,YS-N24/45-4300054/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,14.0,05/05/2015,14:37,500.0,500.0,0.0,,,,,A,YS-N24/45-4300058/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,15.0,05/05/2015,14:38,500.0,500.0,0.0,,,,,A,YS-N24/45-4300081/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,16.0,05/05/2015,14:39,500.0,500.0,0.0,,,,,A,YS-N24/45-4300154/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,17.0,05/05/2015,14:40,500.0,500.0,0.0,,,,,A,YS-N24/45-4300042/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,18.0,05/05/2015,14:41,500.0,500.0,0.0,,,,,A,YS-N24/45-4300082/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,19.0,05/05/2015,14:42,500.0,500.0,0.0,,,,,A,YS-N24/45-4300083/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,20.0,05/05/2015,14:43,500.0,500.0,0.0,,,,,A,YS-N24/45-4300174/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,21.0,05/05/2015,14:43,500.0,500.0,0.0,,,,,A,YS-N24/45-4300077/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,22.0,05/05/2015,14:44,500.0,500.0,0.0,,,,,A,YS-N24/45-4300175/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,23.0,05/05/2015,14:45,500.0,500.0,0.0,,,,,A,YS-N24/45-4300091/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,24.0,06/05/2015,08:16,500.0,500.0,0.0,,,,,A,YS-N24/45-4300026/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,25.0,06/05/2015,10:08,500.0,500.0,0.0,,,,,A,YS-N24/45-4300619/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,26.0,06/05/2015,10:10,500.0,500.0,0.0,,,,,A,YS-N24/45-4300186/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,27.0,06/05/2015,10:22,500.0,500.0,0.0,,,,,A,YS-N24/45-4300033/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
,,28.0,06/05/2015,10:25,500.0,500.0,0.0,,,,,A,YS-N24/45-4300629/2015,A,CASH,0.0,,,,,N24,45,A,,saheli,,
Prs,,29.0,06/05/2015,10:34,15.0,,,15.0,,,,,,P,CASH,,,,,,N24,45,A,,saheli,,
