reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/45-4300118/2015,05/05/2015,1.0,10/06/2015,04/06/2015,374.0,10/07/2015,15/07/2015,1147.0,11/08/2015,05/08/2015,1350.0,10/09/2015,05/09/2015,1780.0,10/10/2015,07/10/2015,2231.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300117/2015,05/05/2015,2.0,10/06/2015,04/06/2015,375.0,10/07/2015,15/07/2015,1148.0,11/08/2015,01/08/2015,1303.0,10/09/2015,05/09/2015,1779.0,10/10/2015,07/10/2015,2232.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300006/2015,05/05/2015,6.0,10/06/2015,17/06/2015,589.0,10/07/2015,08/07/2015,923.0,11/08/2015,12/08/2015,1616.0,10/09/2015,12/09/2015,2036.0,10/10/2015,18/11/2015,2558.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300005/2015,05/05/2015,7.0,10/06/2015,03/06/2015,365.0,10/07/2015,01/07/2015,754.0,11/08/2015,12/08/2015,1617.0,10/09/2015,12/09/2015,2035.0,10/10/2015,18/11/2015,2559.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300129/2015,05/05/2015,8.0,10/06/2015,08/07/2015,936.0,10/07/2015,08/07/2015,936.0,11/08/2015,29/07/2015,1295.0,10/09/2015,09/09/2015,1889.0,10/10/2015,07/10/2015,2245.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300116/2015,05/05/2015,9.0,10/06/2015,10/06/2015,505.0,10/07/2015,08/07/2015,926.0,11/08/2015,12/08/2015,1605.0,10/09/2015,09/09/2015,1892.0,10/10/2015,14/10/2015,2443.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300145/2015,05/05/2015,10.0,10/06/2015,20/06/2015,627.0,10/07/2015,01/08/2015,1306.0,11/08/2015,16/09/2015,2092.0,10/09/2015,16/09/2015,2092.0,10/10/2015,31/10/2015,2526.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300090/2015,05/05/2015,11.0,10/06/2015,04/06/2015,379.0,10/07/2015,04/07/2015,805.0,11/08/2015,10/08/2015,1526.0,10/09/2015,08/09/2015,1837.0,10/10/2015,07/10/2015,2240.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300019/2015,05/05/2015,12.0,10/06/2015,10/06/2015,478.0,10/07/2015,08/07/2015,924.0,11/08/2015,12/08/2015,1608.0,10/09/2015,09/09/2015,1894.0,10/10/2015,10/10/2015,2366.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300054/2015,05/05/2015,13.0,10/06/2015,20/06/2015,630.0,10/07/2015,22/07/2015,1208.0,11/08/2015,12/08/2015,1611.0,10/09/2015,23/09/2015,2136.0,10/10/2015,28/10/2015,2500.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300058/2015,05/05/2015,14.0,10/06/2015,10/06/2015,480.0,10/07/2015,11/07/2015,1054.0,11/08/2015,05/08/2015,1351.0,10/09/2015,05/09/2015,1785.0,10/10/2015,07/10/2015,2234.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300081/2015,05/05/2015,15.0,10/06/2015,10/06/2015,477.0,10/07/2015,15/07/2015,1142.0,11/08/2015,19/08/2015,1676.0,10/09/2015,12/09/2015,2031.0,10/10/2015,04/11/2015,2537.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300154/2015,05/05/2015,16.0,10/06/2015,10/06/2015,473.0,10/07/2015,01/07/2015,753.0,11/08/2015,12/08/2015,1615.0,10/09/2015,29/08/2015,1738.0,10/10/2015,30/09/2015,2158.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300042/2015,05/05/2015,17.0,10/06/2015,10/06/2015,490.0,10/07/2015,04/07/2015,802.0,11/08/2015,05/08/2015,1353.0,10/09/2015,10/09/2015,1987.0,10/10/2015,07/10/2015,2230.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300082/2015,05/05/2015,18.0,10/06/2015,10/06/2015,497.0,10/07/2015,08/07/2015,920.0,11/08/2015,08/08/2015,1458.0,10/09/2015,05/09/2015,1783.0,10/10/2015,10/10/2015,2352.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300083/2015,05/05/2015,19.0,10/06/2015,10/06/2015,496.0,10/07/2015,08/07/2015,919.0,11/08/2015,12/08/2015,1614.0,10/09/2015,09/09/2015,1893.0,10/10/2015,07/10/2015,2225.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300174/2015,05/05/2015,20.0,10/06/2015,13/06/2015,548.0,10/07/2015,08/07/2015,928.0,11/08/2015,19/08/2015,1680.0,10/09/2015,09/09/2015,1895.0,10/10/2015,04/11/2015,2538.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300077/2015,05/05/2015,21.0,10/06/2015,06/06/2015,414.0,10/07/2015,,,11/08/2015,,,10/09/2015,,,10/10/2015,,,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300175/2015,05/05/2015,22.0,10/06/2015,13/06/2015,547.0,10/07/2015,15/07/2015,1144.0,11/08/2015,19/12/2015,2595.0,10/09/2015,19/12/2015,2595.0,10/10/2015,19/12/2015,2595.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300091/2015,05/05/2015,23.0,10/06/2015,17/06/2015,588.0,10/07/2015,08/07/2015,909.0,11/08/2015,22/08/2015,1709.0,10/09/2015,12/09/2015,2032.0,10/10/2015,31/10/2015,2521.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300026/2015,06/05/2015,24.0,10/06/2015,10/06/2015,474.0,10/07/2015,08/07/2015,916.0,11/08/2015,05/08/2015,1347.0,10/09/2015,09/09/2015,1890.0,10/10/2015,07/10/2015,2226.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300619/2015,06/05/2015,25.0,10/06/2015,25/07/2015,1270.0,10/07/2015,27/07/2015,1277.0,11/08/2015,08/08/2015,1482.0,10/09/2015,09/09/2015,1922.0,10/10/2015,10/10/2015,2364.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300186/2015,06/05/2015,26.0,10/06/2015,03/06/2015,366.0,10/07/2015,01/07/2015,765.0,11/08/2015,08/08/2015,1478.0,10/09/2015,01/09/2015,1748.0,10/10/2015,07/10/2015,2238.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300033/2015,06/05/2015,27.0,10/06/2015,06/06/2015,406.0,10/07/2015,08/07/2015,943.0,11/08/2015,08/08/2015,1486.0,10/09/2015,10/09/2015,1963.0,10/10/2015,08/10/2015,2261.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300629/2015,06/05/2015,28.0,10/06/2015,08/06/2015,426.0,10/07/2015,09/07/2015,995.0,11/08/2015,,,10/09/2015,,,10/10/2015,,,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300152/2015,06/05/2015,30.0,10/06/2015,06/06/2015,405.0,10/07/2015,08/07/2015,932.0,11/08/2015,08/08/2015,1472.0,10/09/2015,09/09/2015,1907.0,10/10/2015,03/10/2015,2169.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300164/2015,06/05/2015,31.0,10/06/2015,06/06/2015,409.0,10/07/2015,08/07/2015,939.0,11/08/2015,05/08/2015,1367.0,10/09/2015,09/09/2015,1913.0,10/10/2015,10/10/2015,2371.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300165/2015,06/05/2015,32.0,10/06/2015,06/06/2015,408.0,10/07/2015,08/07/2015,938.0,11/08/2015,05/08/2015,1368.0,10/09/2015,09/09/2015,1914.0,10/10/2015,10/10/2015,2372.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300089/2015,06/05/2015,33.0,10/06/2015,06/05/2015,34.0,10/07/2015,06/05/2015,34.0,11/08/2015,06/05/2015,34.0,10/09/2015,06/05/2015,34.0,10/10/2015,06/05/2015,34.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300044/2015,06/05/2015,35.0,10/06/2015,10/06/2015,488.0,10/07/2015,15/07/2015,1149.0,11/08/2015,15/09/2015,2078.0,10/09/2015,15/09/2015,2078.0,10/10/2015,31/10/2015,2525.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300126/2015,06/05/2015,36.0,10/06/2015,10/06/2015,486.0,10/07/2015,08/07/2015,945.0,11/08/2015,08/08/2015,1485.0,10/09/2015,15/09/2015,2079.0,10/10/2015,07/10/2015,2239.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300068/2015,06/05/2015,40.0,10/06/2015,10/06/2015,492.0,10/07/2015,10/07/2015,1025.0,11/08/2015,16/09/2015,2090.0,10/09/2015,10/10/2015,2397.0,10/10/2015,27/10/2015,2497.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300114/2015,06/05/2015,41.0,10/06/2015,10/06/2015,495.0,10/07/2015,10/07/2015,1031.0,11/08/2015,21/08/2015,1701.0,10/09/2015,16/09/2015,2093.0,10/10/2015,18/11/2015,2561.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300099/2015,06/05/2015,42.0,10/06/2015,10/06/2015,503.0,10/07/2015,08/07/2015,940.0,11/08/2015,08/08/2015,1477.0,10/09/2015,09/09/2015,1916.0,10/10/2015,10/10/2015,2378.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300101/2015,06/05/2015,43.0,10/06/2015,10/06/2015,510.0,10/07/2015,11/07/2015,1059.0,11/08/2015,05/08/2015,1366.0,10/09/2015,12/09/2015,2047.0,10/10/2015,31/10/2015,2527.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-1601163/2015,06/05/2015,44.0,10/06/2015,09/06/2015,459.0,10/07/2015,09/07/2015,1011.0,11/08/2015,10/08/2015,1558.0,10/09/2015,07/09/2015,1833.0,10/10/2015,08/10/2015,2307.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300060/2015,06/05/2015,45.0,10/06/2015,09/06/2015,470.0,10/07/2015,10/07/2015,1041.0,11/08/2015,25/08/2015,1723.0,10/09/2015,08/09/2015,1877.0,10/10/2015,30/10/2015,2519.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300124/2015,06/05/2015,46.0,10/06/2015,13/06/2015,545.0,10/07/2015,15/07/2015,1145.0,11/08/2015,05/08/2015,1352.0,10/09/2015,16/09/2015,2087.0,10/10/2015,07/10/2015,2233.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300108/2015,06/05/2015,47.0,10/06/2015,06/06/2015,413.0,10/07/2015,15/07/2015,1141.0,11/08/2015,05/08/2015,1346.0,10/09/2015,09/09/2015,1891.0,10/10/2015,03/10/2015,2165.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300169/2015,06/05/2015,48.0,10/06/2015,13/06/2015,543.0,10/07/2015,,,11/08/2015,,,10/09/2015,,,10/10/2015,,,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4100115/2015,07/05/2015,50.0,10/06/2015,11/06/2015,513.0,10/07/2015,09/07/2015,972.0,11/08/2015,07/08/2015,1433.0,10/09/2015,10/09/2015,1962.0,10/10/2015,08/10/2015,2263.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4100234/2015,07/05/2015,51.0,10/06/2015,29/06/2015,728.0,10/07/2015,23/07/2015,1229.0,11/08/2015,10/08/2015,1521.0,10/09/2015,07/09/2015,1806.0,10/10/2015,09/11/2015,2550.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4100118/2015,07/05/2015,52.0,10/06/2015,08/06/2015,438.0,10/07/2015,06/07/2015,867.0,11/08/2015,10/08/2015,1562.0,10/09/2015,07/09/2015,1827.0,10/10/2015,08/10/2015,2298.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4100116/2015,07/05/2015,53.0,10/06/2015,01/06/2015,338.0,10/07/2015,06/07/2015,822.0,11/08/2015,07/08/2015,1439.0,10/09/2015,04/09/2015,1772.0,10/10/2015,08/10/2015,2260.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300063/2015,07/05/2015,54.0,10/06/2015,09/06/2015,466.0,10/07/2015,10/07/2015,1037.0,11/08/2015,11/08/2015,1600.0,10/09/2015,11/09/2015,2023.0,10/10/2015,16/10/2015,2481.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
YS-N24/45-4300170/2015,07/05/2015,55.0,10/06/2015,07/07/2015,891.0,10/07/2015,07/07/2015,891.0,11/08/2015,11/08/2015,1595.0,10/09/2015,11/08/2015,1595.0,10/10/2015,11/08/2015,1595.0,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300039/2015,07/05/2015,56.0,10/06/2015,20/06/2015,624.0,10/07/2015,17/07/2015,1176.0,11/08/2015,25/08/2015,1721.0,10/09/2015,,,10/10/2015,,,,,,,,,,,,45,A,N24,3000.0,500.0,PROMITA
YS-N24/45-4300071/2015,07/05/2015,57.0,10/06/2015,07/05/2015,58.0,10/07/2015,14/07/2015,1128.0,11/08/2015,26/08/2015,1724.0,10/09/2015,06/10/2015,2214.0,10/10/2015,30/10/2015,2518.0,,,,,,,,,,45,A,N24,3000.0,500.0,saheli
