reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/30-3000001/2011,01/08/2011,1.0,15/10/2011,14/10/2011,794.0,10/11/2011,04/11/2011,1104.0,10/12/2011,07/12/2011,1573.0,10/01/2012,06/01/2012,2001.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000002/2011,02/08/2011,2.0,15/10/2011,17/10/2011,920.0,10/11/2011,14/11/2011,1401.0,10/12/2011,14/12/2011,1831.0,10/01/2012,25/01/2012,2293.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000003/2011,02/08/2011,3.0,15/10/2011,14/10/2011,793.0,10/11/2011,04/11/2011,1105.0,10/12/2011,07/12/2011,1574.0,10/01/2012,06/01/2012,2002.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000004/2011,02/08/2011,4.0,15/10/2011,07/09/2011,417.0,10/11/2011,11/11/2011,1335.0,10/12/2011,09/12/2011,1669.0,10/01/2012,18/01/2012,2259.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000005/2011,02/08/2011,5.0,15/10/2011,,0.0,10/11/2011,,0.0,10/12/2011,,0.0,10/01/2012,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000006/2011,02/08/2011,6.0,15/10/2011,12/10/2011,678.0,10/11/2011,09/11/2011,1229.0,10/12/2011,07/12/2011,1564.0,10/01/2012,04/01/2012,1943.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000007/2011,03/08/2011,7.0,15/10/2011,12/10/2011,677.0,10/11/2011,04/11/2011,1102.0,10/12/2011,05/12/2011,1526.0,10/01/2012,04/01/2012,1944.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000008/2011,04/08/2011,8.0,15/10/2011,12/10/2011,681.0,10/11/2011,09/11/2011,1227.0,10/12/2011,05/12/2011,1527.0,10/01/2012,04/01/2012,1939.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000009/2011,04/08/2011,9.0,15/10/2011,14/10/2011,795.0,10/11/2011,09/11/2011,1225.0,10/12/2011,16/12/2011,1861.0,10/01/2012,01/02/2012,2305.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
YS-N24/30-3000010/2011,04/08/2011,10.0,15/10/2011,14/10/2011,798.0,10/11/2011,09/11/2011,1226.0,10/12/2011,05/12/2011,1533.0,10/01/2012,06/01/2012,2007.0,,,0.0,,,0.0,,,0.0,,,0.0,30,A,N24,2000.0,350.0,UNKNOWN
