reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/4-400001/2001,08/01/2001,1.0,10/02/2001,05/03/2001,1413.0,10/03/2001,06/04/2001,2222.0,10/04/2001,04/05/2001,2944.0,10/05/2001,01/06/2001,3662.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400002/2001,08/01/2001,2.0,10/02/2001,05/03/2001,1414.0,10/03/2001,06/04/2001,2229.0,10/04/2001,04/05/2001,2945.0,10/05/2001,,0.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400003/2001,08/01/2001,3.0,10/02/2001,10/03/2001,1771.0,10/03/2001,18/04/2001,2655.0,10/04/2001,09/05/2001,3347.0,10/05/2001,06/06/2001,3956.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400004/2001,08/01/2001,4.0,10/02/2001,10/03/2001,1772.0,10/03/2001,18/04/2001,2656.0,10/04/2001,09/05/2001,3345.0,10/05/2001,06/06/2001,3955.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400005/2001,08/01/2001,5.0,10/02/2001,01/03/2001,1055.0,10/03/2001,16/04/2001,2607.0,10/04/2001,07/05/2001,3201.0,10/05/2001,07/06/2001,4086.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400006/2001,08/01/2001,6.0,10/02/2001,01/03/2001,1062.0,10/03/2001,16/04/2001,2608.0,10/04/2001,07/05/2001,3202.0,10/05/2001,07/06/2001,4087.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400007/2001,08/01/2001,7.0,10/02/2001,,0.0,10/03/2001,,0.0,10/04/2001,,0.0,10/05/2001,,0.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400008/2001,08/01/2001,8.0,10/02/2001,23/04/2001,2763.0,10/03/2001,23/04/2001,2763.0,10/04/2001,28/05/2001,3614.0,10/05/2001,07/06/2001,4037.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400009/2001,08/01/2001,9.0,10/02/2001,07/03/2001,1681.0,10/03/2001,18/04/2001,2716.0,10/04/2001,14/05/2001,3453.0,10/05/2001,07/06/2001,4034.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
YS-N24/4-400010/2001,08/01/2001,10.0,10/02/2001,03/03/2001,1273.0,10/03/2001,16/04/2001,2612.0,10/04/2001,02/05/2001,2841.0,10/05/2001,09/06/2001,4277.0,10/06/2001,,0.0,,,0.0,,,0.0,,,0.0,4,A,N24,2400.0,0.0,UNKNOWN
