rollno,reg_no,time,date,lab,batch,batch1,term,session,ses_half,Centre,USER,Remarks
0.0,YS-N24/32-3200103/2012,8.00,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200466/2012,8.00,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200034/2012,8.00,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200094/2012,8.00,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200136/2012,8.00,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200035/2012,8.00,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200245/2012,8.00,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200109/2012,12.30,09/10/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200085/2012,8.00,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200042/2012,8.45,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200489/2012,8.45,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200039/2012,8.45,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200040/2012,8.45,22/06/2012,2,21001,CCAD,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200222/2012,8.45,22/06/2012,2,22001,CDTP,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200380/2012,8.45,22/06/2012,2,22001,CDTP,M,32,A,N24,UNKNOWN,
0.0,YS-N24/32-3200413/2012,8.45,22/06/2012,2,22001,CDTP,M,32,A,N24,UNKNOWN,
