reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/32-1901342/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2400454/2012,35,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2500019/2012,35,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800003/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800011/2012,45,,CFAS(L),,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800013/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800019/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800037/2012,45,,CDTP(LAT),,,YS-N24/33-3300370/2012,CDTP(LAT),22051,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800045/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800046/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800071/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800147/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800181/2012,45,,CDTP(LAT),,,YS-N24/33-3300377/2012,CDTP(LAT),22051,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800184/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800200/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800213/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800272/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800280/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800283/2012,45,,CDTP(L),,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800287/2012,45,,CDTP(LAT),,,YS-N24/33-3300371/2012,CDTP(LAT),22051,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800300/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800307/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800314/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800343/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800345/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800363/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800365/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800366/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800372/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800382/2012,45,,CDTP(LAT),,,YS-N24/33-3300386/2012,CDTP(LAT),22051,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800396/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800405/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800415/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
YS-N24/32-2800449/2012,45,,,,,,,,,,,,,,32,A,N,N24,UNKNOWN
