reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/62-6200058/2019,23,L,ADFAS,,,YS-N24/64-6200058/2020,ADFAS,33001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6200057/2019,23,L,ADFAS,,,YS-N24/64-6200057/2020,ADFAS,33001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6200074/2019,23,L,ADFAS,,,YS-N24/64-6200074/2020,ADFAS,33001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6200068/2019,23,L,ADFAS,,,YS-N24/64-6200068/2020,ADFAS,33001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6200071/2019,23,L,ADFAS,,,YS-N24/64-6200071/2020,ADFAS,33001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6000202/2019,33,L,ADFAS,,,YS-N24/64-6000202/2020,ADFAS,43001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6000201/2019,33,L,ADFAS,,,YS-N24/64-6000201/2020,ADFAS,43001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6000199/2019,33,L,ADFAS,,,YS-N24/64-6000199/2020,ADFAS,43001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6000160/2019,33,L,ADFAS,,,YS-N24/64-6000160/2020,ADFAS,43001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6000016/2019,33,L,ADFAS,,,YS-N24/64-6000016/2020,ADFAS,43001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6000106/2019,33,L,ADFAS,,,YS-N24/64-6000106/2020,ADFAS,43001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6000076/2019,33,L,ADFAS,,,YS-N24/64-6000076/2020,ADFAS,43001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6000072/2019,33,L,ADFAS,,,YS-N24/64-6000072/2020,ADFAS,43001,,,,,,,64,A,,N24,PROMITA
YS-N24/62-6200052/2019,25,L,ADITA,,,YS-N24/64-6200052/2020,ADITA,35002,,,,,,,64,A,,N24,PROMITA
