reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/62-6000325/2019,05/07/2019,1.0,10/08/2019,01/08/2019,175.0,10/09/2019,24/08/2019,368.0,10/10/2019,17/10/2019,885.0,11/11/2019,02/11/2019,961.0,10/12/2019,30/11/2019,1246.0,,,,,,,,,,62,A,N24,3000.0,500.0,saheli
YS-N24/62-6000309/2019,05/07/2019,2.0,10/08/2019,07/08/2019,209.0,10/09/2019,12/09/2019,561.0,10/10/2019,16/10/2019,859.0,11/11/2019,06/11/2019,1008.0,10/12/2019,07/12/2019,1328.0,,,,,,,,,,62,A,N24,3000.0,500.0,PROMITA
YS-N24/62-6000201/2019,05/07/2019,3.0,10/08/2019,14/08/2019,303.0,10/09/2019,09/09/2019,528.0,10/10/2019,26/09/2019,719.0,11/11/2019,14/11/2019,1155.0,10/12/2019,10/12/2019,1371.0,,,,,,,,,,62,A,N24,3000.0,500.0,PROMITA
YS-N24/62-6000260/2019,05/07/2019,4.0,10/08/2019,23/08/2019,357.0,10/09/2019,13/09/2019,588.0,10/10/2019,25/10/2019,951.0,11/11/2019,07/11/2019,1019.0,10/12/2019,09/01/2020,1481.0,,,,,,,,,,62,A,N24,3000.0,500.0,saheli
YS-N24/62-6000199/2019,05/07/2019,5.0,10/08/2019,09/08/2019,245.0,10/09/2019,09/09/2019,529.0,10/10/2019,17/10/2019,878.0,11/11/2019,07/11/2019,1038.0,10/12/2019,09/12/2019,1341.0,,,,,,,,,,62,A,N24,3000.0,500.0,saheli
YS-N24/62-6000126/2019,05/07/2019,6.0,10/08/2019,09/08/2019,239.0,10/09/2019,13/09/2019,589.0,10/10/2019,15/10/2019,810.0,11/11/2019,12/11/2019,1117.0,10/12/2019,10/12/2019,1347.0,,,,,,,,,,62,A,N24,3000.0,500.0,saheli
YS-N24/62-6000016/2019,05/07/2019,7.0,10/08/2019,09/08/2019,242.0,10/09/2019,07/09/2019,490.0,10/10/2019,15/10/2019,821.0,11/11/2019,08/11/2019,1064.0,10/12/2019,10/12/2019,1344.0,,,,,,,,,,62,A,N24,3000.0,500.0,saheli
YS-N24/62-6000284/2019,05/07/2019,8.0,10/08/2019,06/08/2019,203.0,10/09/2019,06/09/2019,460.0,10/10/2019,01/10/2019,752.0,11/11/2019,05/11/2019,979.0,10/12/2019,03/12/2019,1264.0,,,,,,,,,,62,A,N24,3000.0,500.0,PROMITA
YS-N24/62-6000158/2019,05/07/2019,9.0,10/08/2019,09/08/2019,240.0,10/09/2019,07/09/2019,489.0,10/10/2019,18/10/2019,894.0,11/11/2019,08/11/2019,1063.0,10/12/2019,10/12/2019,1345.0,,,,,,,,,,62,A,N24,3000.0,500.0,saheli
YS-N24/62-6000106/2019,05/07/2019,10.0,10/08/2019,02/08/2019,179.0,10/09/2019,06/09/2019,456.0,10/10/2019,01/10/2019,759.0,11/11/2019,08/11/2019,1061.0,10/12/2019,06/12/2019,1295.0,,,,,,,,,,62,A,N24,3000.0,500.0,PROMITA
