recpnopre,cnt_prefix,receiptno,recptdate,recpttime,amount,coursefees,admnfees,prospectus,batchchang,fine_amt,fine_days,instalment,reg_no,recpt_type,pay_mode,dd_no,dd_dt,draw_bank,remarks,lateral,centre_Id,session,ses_half,FrontLine,USER,Deleted,DD_NO_2
,,1.0,03/11/2011,16:46:02,600.0,500.0,100.0,0.0,0.0,0.0,0.0,A,YS-N24/31-3100001/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,2.0,03/11/2011,17:19:50,600.0,500.0,100.0,0.0,0.0,0.0,0.0,A,YS-N24/31-3100002/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,3.0,03/11/2011,17:28:27,600.0,500.0,100.0,0.0,0.0,0.0,0.0,A,YS-N24/31-3100003/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,4.0,03/11/2011,17:52:49,600.0,500.0,100.0,0.0,0.0,0.0,0.0,A,YS-N24/31-3100004/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,5.0,04/11/2011,08:26:09,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900122/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,6.0,04/11/2011,09:11:46,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900236/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,7.0,04/11/2011,09:13:21,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900004/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,8.0,04/11/2011,09:19:27,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900267/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,9.0,04/11/2011,09:30:58,600.0,500.0,100.0,0.0,0.0,0.0,0.0,A,YS-N24/31-3100005/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,10.0,04/11/2011,09:33:50,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900187/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,11.0,04/11/2011,09:36:04,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900062/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,12.0,04/11/2011,09:36:26,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900167/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,13.0,04/11/2011,10:01:21,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900164/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,14.0,04/11/2011,10:02:34,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900250/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,15.0,04/11/2011,10:02:56,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900319/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,16.0,04/11/2011,10:04:00,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900280/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,17.0,04/11/2011,10:04:40,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900296/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,18.0,04/11/2011,10:05:48,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900272/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,19.0,04/11/2011,10:06:51,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900235/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,20.0,04/11/2011,10:07:47,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900202/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,21.0,04/11/2011,10:08:57,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900260/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,22.0,04/11/2011,10:09:47,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900259/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,23.0,04/11/2011,10:10:49,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900230/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,24.0,04/11/2011,10:11:29,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900189/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,25.0,04/11/2011,10:12:41,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900011/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,26.0,04/11/2011,10:13:31,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900173/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,27.0,04/11/2011,10:14:31,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900172/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,28.0,04/11/2011,10:17:35,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900251/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,29.0,04/11/2011,10:18:46,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900180/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
,,30.0,04/11/2011,10:19:48,500.0,500.0,0.0,0.0,0.0,0.0,0.0,A,YS-N24/31-2900295/2012,A,CASH,0.0,,,,,N24,31,A,,UNKNOWN,,
