reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/44-4200165/2015,32,,CITA(LAT),,,YS-N24/45-4500234/2015,CITA(LAT),25051,,,,,,,,A,N,,saheli
YS-N24/44-4200008/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200096/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200061/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200002/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200074/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200075/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200103/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4000193/2015,45,,CFAS(LAT),,,YS-N24/45-4500237/2015,CFAS(LAT),23051,,,,,,,,A,N,,saheli
YS-N24/44-4200034/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200124/2015,35,,CDTP(LAT),,,YS-N24/45-4500236/2015,CDTP(LAT),22051,,,,,,,,A,N,,saheli
YS-N24/44-4200109/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200108/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200064/2015,35,,ADITA,,,YS-N24/46-4200064/2015,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/44-4200024/2015,35,,ADITA,,,YS-N24/46-4200024/2015,ADITA,45001,,,,,,,,A,N,,saheli
YS-N24/44-4200047/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200048/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200035/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200076/2015,35,,CFAS(L),,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200079/2015,35,,ADITA,,,YS-N24/46-4200079/2015,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/44-4200041/2015,35,,ADITA,,,YS-N24/46-4200041/2015,ADITA,45001,,,,,,,,A,N,,PROMITA
YS-N24/44-4200082/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200042/2015,35,,ADITA,,,YS-N24/46-4200042/2015,ADITA,45001,,,,,,,,A,N,,saheli
YS-N24/44-4200032/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200039/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4000388/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200139/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200118/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4200179/2015,35,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4000168/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4000043/2015,45,,,,,,,,,,,,,,,A,N,,saheli
YS-N24/44-4000014/2015,45,,,,,,,,,,,,,,,A,N,,saheli
