reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/51-5100100/2017,22,L,ADDTP,,,YS-N24/53-5100100/2017,ADDTP,32051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100089/2017,23,L,ADFAS,,,YS-N24/53-5100089/2017,ADFAS,33051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100015/2017,25,L,CDTP(LAT),,,YS-N24/54-5400099/2017,CDTP(LAT),22001,,,,,,,53,A,,N24,saheli
YS-N24/51-4900093/2017,35,L,ADITA,,,YS-N24/53-4900093/2017,ADITA,45051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-4900067/2017,35,L,ADITA,,,YS-N24/53-4900067/2017,ADITA,45051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-4900097/2017,35,L,ADITA,,,YS-N24/53-4900097/2017,ADITA,45051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-4900131/2017,35,L,ADITA,,,YS-N24/53-4900131/2017,ADITA,45051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-4900103/2017,35,L,ADITA,,,YS-N24/53-4900103/2017,ADITA,45051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100123/2017,23,L,ADFAS,,,YS-N24/53-5100123/2017,ADFAS,33051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100126/2017,23,L,ADFAS,,,YS-N24/53-5100126/2017,ADFAS,33051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100024/2017,23,L,ADFAS,,,YS-N24/53-5100024/2017,ADFAS,33051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100012/2017,25,L,ADITA,,,YS-N24/53-5100012/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100011/2017,25,L,ADITA,,,YS-N24/53-5100011/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100039/2017,25,L,ADITA,,,YS-N24/53-5100039/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100056/2017,25,L,ADITA,,,YS-N24/53-5100056/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100077/2017,25,L,ADITA,,,YS-N24/53-5100077/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100020/2017,25,L,CFAS(LAT),,,YS-N24/57-5700183/2018,CFAS(LAT),23051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100076/2017,25,L,ADITA,,,YS-N24/53-5100076/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100075/2017,25,L,ADITA,,,YS-N24/53-5100075/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100021/2017,25,L,ADITA,,,YS-N24/53-5100021/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100008/2017,25,L,ADITA,,,YS-N24/53-5100008/2017,ADITA,35051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100093/2017,23,L,ADFAS,,,YS-N24/53-5100093/2017,ADFAS,33051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-4900081/2017,33,L,ADFAS,,,YS-N24/53-4900081/2017,ADFAS,43051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100029/2017,25,L,ADITA,,,YS-N24/53-5100029/2017,ADITA,35052,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100043/2017,25,L,ADITA,,,YS-N24/53-5100043/2017,ADITA,35052,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100023/2017,23,L,ADFAS,,,YS-N24/53-5100023/2017,ADFAS,33051,,,,,,,53,A,,N24,saheli
YS-N24/51-4900104/2017,35,L,ADITA,,,YS-N24/53-4900104/2017,ADITA,45051,,,,,,,53,A,,N24,saheli
YS-N24/51-4900070/2017,33,L,ADFAS,,,YS-N24/53-4900070/2017,ADFAS,43051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100372/2017,23,L,ADFAS,,,YS-N24/53-5100372/2017,ADFAS,33051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100062/2017,23,L,ADFAS,,,YS-N24/53-5100062/2017,ADFAS,33051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100090/2017,23,L,ADFAS,,,YS-N24/53-5100090/2017,ADFAS,33051,,,,,,,53,A,,N24,saheli
YS-N24/51-5100088/2017,23,L,ADFAS,,,YS-N24/53-5100088/2017,ADFAS,33051,,,,,,,53,A,,N24,saheli
YS-N24/51-4900112/2017,35,L,ADITA,,,YS-N24/53-4900112/2017,ADITA,45051,,,,,,,53,A,,N24,saheli
YS-N24/51-4900091/2017,33,L,ADFAS,,,YS-N24/53-4900091/2017,ADFAS,43051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100078/2017,25,L,CFAS(LAT),,,YS-N24/54-5400107/2017,CFAS(LAT),23001,,,,,,,53,A,,N24,saheli
YS-N24/51-5100032/2017,25,L,ADITA,,,YS-N24/53-5100032/2017,ADITA,35052,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100025/2017,25,L,ADITA,,,YS-N24/53-5100025/2017,ADITA,35052,,,,,,,53,A,,N24,PROMITA
YS-N24/51-4900082/2017,33,L,ADFAS,,,YS-N24/53-4900082/2017,ADFAS,43051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100041/2017,25,L,CDTP(LAT),,,YS-N24/56-5600409/2018,CDTP(LAT),22002,,,,,,,53,A,,N24,saheli
YS-N24/51-5100005/2017,25,L,CDTP(LAT),,,YS-N24/56-5600396/2018,CDTP(LAT),22001,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100087/2017,25,L,ADITA,,,YS-N24/53-5100087/2017,ADITA,35052,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100121/2017,27,L,DCHM,,,YS-N24/53-5100121/2017,DCHM,37051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100033/2017,27,L,DCHM,,,YS-N24/53-5100033/2017,DCHM,37051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100007/2017,27,L,DCHM,,,YS-N24/53-5100007/2017,DCHM,37051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100071/2017,27,L,DCHM,,,YS-N24/53-5100071/2017,DCHM,37051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100034/2017,27,L,DCHM,,,YS-N24/53-5100034/2017,DCHM,37051,,,,,,,53,A,,N24,PROMITA
YS-N24/51-5100006/2017,27,L,DCHM,,,YS-N24/53-5100006/2017,DCHM,37051,,,,,,,53,A,,N24,saheli
