reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/51-4900121/2017,03/10/2016,1.0,10/11/2016,05/11/2016,68.0,10/12/2016,10/12/2016,265.0,10/01/2017,06/01/2017,503.0,10/02/2017,10/02/2017,860.0,10/03/2017,13/03/2017,1480.0,,,,,,,,,,51,A,N24,3000.0,500.0,PROMITA
YS-N24/51-4900103/2017,03/10/2016,2.0,10/11/2016,21/11/2016,133.0,10/12/2016,12/12/2016,274.0,10/01/2017,14/01/2017,656.0,10/02/2017,11/02/2017,878.0,10/03/2017,01/03/2017,987.0,,,,,,,,,,51,A,N24,3000.0,500.0,saheli
YS-N24/51-4900104/2017,03/10/2016,3.0,10/11/2016,05/11/2016,64.0,10/12/2016,19/12/2016,341.0,10/01/2017,11/01/2017,612.0,10/02/2017,11/02/2017,876.0,10/03/2017,08/03/2017,1236.0,,,,,,,,,,51,A,N24,3000.0,500.0,saheli
YS-N24/51-4900063/2017,03/10/2016,4.0,10/11/2016,05/11/2016,67.0,10/12/2016,08/12/2016,231.0,10/01/2017,07/01/2017,527.0,10/02/2017,11/02/2017,879.0,10/03/2017,31/03/2017,1911.0,,,,,,,,,,51,A,N24,3000.0,500.0,saheli
YS-N24/51-4900131/2017,03/10/2016,5.0,10/11/2016,14/11/2016,104.0,10/12/2016,12/12/2016,272.0,10/01/2017,07/01/2017,526.0,10/02/2017,08/02/2017,801.0,10/03/2017,08/03/2017,1225.0,,,,,,,,,,51,A,N24,3000.0,500.0,saheli
YS-N24/51-4900120/2017,03/10/2016,6.0,10/11/2016,21/11/2016,134.0,10/12/2016,12/12/2016,275.0,10/01/2017,03/01/2017,459.0,10/02/2017,10/02/2017,864.0,10/03/2017,10/03/2017,1393.0,,,,,,,,,,51,A,N24,3000.0,500.0,PROMITA
YS-N24/51-4900119/2017,03/10/2016,7.0,10/11/2016,17/11/2016,118.0,10/12/2016,05/12/2016,198.0,10/01/2017,03/01/2017,460.0,10/02/2017,03/02/2017,749.0,10/03/2017,10/03/2017,1391.0,,,,,,,,,,51,A,N24,3000.0,500.0,PROMITA
YS-N24/51-4900038/2017,03/10/2016,8.0,10/11/2016,16/12/2016,321.0,10/12/2016,16/12/2016,321.0,10/01/2017,18/01/2017,693.0,10/02/2017,10/02/2017,856.0,10/03/2017,10/03/2017,1387.0,,,,,,,,,,51,A,N24,3000.0,500.0,saheli
YS-N24/51-4900072/2017,03/10/2016,9.0,10/11/2016,03/11/2016,60.0,10/12/2016,08/12/2016,238.0,10/01/2017,03/01/2017,449.0,10/02/2017,10/02/2017,851.0,10/03/2017,21/03/2017,1735.0,,,,,,,,,,51,A,N24,3000.0,500.0,PROMITA
YS-N24/51-4900070/2017,03/10/2016,10.0,10/11/2016,03/11/2016,59.0,10/12/2016,08/12/2016,237.0,10/01/2017,03/01/2017,448.0,10/02/2017,07/02/2017,779.0,10/03/2017,03/03/2017,1007.0,,,,,,,,,,51,A,N24,3000.0,500.0,saheli
