reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/55-5300160/2018,35,,ADITA,,,YS-N24/57-5300160/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300151/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300150/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300126/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300127/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300148/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300149/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300006/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300152/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300137/2018,35,,CDTP(LAT),,,YS-N24/56-5600374/2018,CDTP(LAT),22001,,,,,,,,A,Y,,cic
YS-N24/55-5300159/2018,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300088/2018,33,,ADFAS,,,YS-N24/57-5300088/2018,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/55-5300165/2018,33,,ADFAS,,,YS-N24/57-5300165/2018,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/55-5300122/2018,33,,ADFAS,,,YS-N24/57-5300122/2018,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/55-5300074/2018,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300066/2018,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300161/2018,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300121/2018,33,,ADFAS,,,YS-N24/57-5300121/2018,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/55-5300043/2018,33,,ADFAS,,,YS-N24/57-5300043/2018,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/55-5300069/2018,33,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300164/2018,33,,ADFAS,,,YS-N24/57-5300164/2018,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/55-5300022/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300033/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300023/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300012/2018,35,,ADITA,,,YS-N24/57-5300012/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300045/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300054/2018,35,,CDTP(LAT),,,YS-N24/56-5600366/2018,CDTP(LAT),22001,,,,,,,,A,Y,,cic
YS-N24/55-5300007/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300064/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300063/2018,35,,CFAS(LAT),,,YS-N24/56-5600421/2018,CFAS(LAT),23002,,,,,,,,A,Y,,cic
YS-N24/55-5300062/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300055/2018,35,,ADITA,,,YS-N24/57-5300055/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300044/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300071/2018,35,,ADITA,,,YS-N24/57-5300071/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300079/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300038/2018,35,,ADITA,,,YS-N24/57-5300038/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300139/2018,35,,CDTP(LAT),,,YS-N24/56-5600373/2018,CDTP(LAT),22001,,,,,,,,A,Y,,cic
YS-N24/55-5300042/2018,35,,ADITA,,,YS-N24/57-5300042/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300119/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300118/2018,35,,ADITA,,,YS-N24/57-5300118/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300020/2018,35,,ADITA,,,YS-N24/57-5300020/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300004/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300145/2018,32,,ADDTP,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300146/2018,32,,ADDTP,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300105/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300101/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300089/2018,35,,CFAS(LAT),,,YS-N24/56-5600399/2018,CFAS(LAT),23002,,,,,,,,A,Y,,cic
YS-N24/55-5300087/2018,35,,ADITA,,,YS-N24/57-5300087/2018,ADITA,45051,,,,,,,,A,Y,,PROMITA
YS-N24/55-5300109/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300110/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/55-5300162/2018,33,,ADFAS,,,YS-N24/57-5300162/2018,ADFAS,43051,,,,,,,,A,Y,,saheli
YS-N24/55-5300008/2018,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
